Row Label,County,Repealed,Maintained
LEMOLO 435,KP,169,234
ANNAPOLIS 212,KP,320,306
MEADOWDALE 150,KP,189,173
BELLA VISTA 413,KP,194,210
LIGHTHOUSE POINT 292,KP,230,277
CLEAR CREEK 120,KP,204,231
AUGUSTA 461,KP,115,154
HEINS CREEK 297,KP,0,0
HANSVILLE 415,KP,143,188
TORVANGER 345,KP,179,439
BREMERTON 012,KP,33,65
BREMERTON 013,KP,178,189
BREMERTON 015,KP,202,235
BREMERTON 016,KP,52,51
WINSLOW 304,KP,228,549
HIGHLAND 423,KP,132,170
LAKE HELENA 214,KP,245,194
DICKENSON 282,KP,259,232
UNIVERSITY POINT 142,KP,146,169
SANDY HOOK 464,KP,146,192
BARKER CREEK 147,KP,238,309
BAYVIEW 087,KP,63,64
POWERLINE 086(*),KP,0,0
ISLAND CENTER 320,KP,131,324
EVERGREEN RIDGE 426,KP,91,91
REGAL 131,KP,72,58
COUNTRY CLUB 113,KP,148,131
POULSBO 405,KP,217,290
POULSBO 404,KP,226,312
POULSBO 407,KP,180,227
POULSBO 406,KP,268,342
SEDGWICK 272,KP,277,252
BERRY LAKE 279,KP,139,183
POULSBO 403,KP,198,223
EBBERT 247,KP,268,263
ILLAHEE 065,KP,289,243
COTTONWOOD 125,KP,222,183
MARION 090,KP,42,46
OLYMPIC 099,KP,15,41
GILBERTON 140,KP,219,186
STRIEBEL 453,KP,211,290
AZALEA 302,KP,139,437
YUKON 241,KP,193,172
FOREST RIDGE 126,KP,136,137
FAIRVIEW 135,KP,137,150
ANDERSON CREEK 163,KP,174,228
PORT GAMBLE 450,KP,223,262
RAINIER 067,KP,241,278
BRASCH 213,KP,255,243
GAMBLEWOOD 454,KP,157,188
CENTRAL VALLEY 128,KP,274,247
HOLLY 158,KP,61,69
BURLEY 218,KP,266,259
LUOTO 122,KP,143,135
POINT JEFFERSON 419,KP,173,222
BREMERTON 296,KP,0,0
MORKEN 161,KP,329,311
INDIANOLA 420,KP,234,387
TWIN LAKES 285,KP,89,55
BELFAIR VALLEY 280,KP,76,85
KARIOTIS 143,KP,252,215
TRACYTON 170,KP,162,173
ROCKY POINT 083,KP,301,286
HERITAGE PARK 112,KP,133,218
BREMERTON 294,KP,0,0
ORCA 421,KP,180,175
MINTERBROOK 216,KP,118,116
ALASKA 221,KP,275,307
GLENWOOD 232,KP,311,296
MEADOWMEER 321,KP,72,150
APEX 162,KP,255,321
OLALLA 265,KP,186,196
WINSTON 129,KP,94,113
RIDGETOP 149,KP,171,185
EAGLE CREST 164,KP,255,316
LOCKER 246,KP,314,328
BROWNSVILLE 105,KP,274,359
KINGSTON 430,KP,320,398
VENA 173,KP,172,237
CEDAR 211,KP,233,202
BREMERTON 041,KP,154,185
BREMERTON 040,KP,176,206
POULSBO 401,KP,279,319
BREMERTON 046,KP,201,215
CAMBRIDGE 144,KP,174,142
BREMERTON 056,KP,192,181
TWIN SPITS 417,KP,242,317
BIG VALLEY 441,KP,181,196
CHARLAND 110,KP,179,184
SKIFF POINT 328,KP,123,275
LOST HIGHWAY 157,KP,285,226
TRIDENT 101,KP,51,57
WILSON CREEK 242,KP,190,240
SYLVAN 066,KP,224,217
PORT ORCHARD 201,KP,226,170
EVERGREEN 257,KP,334,328
FERNWOOD 230,KP,279,309
MANCHESTER 255,KP,163,223
SUNNYSLOPE 281,KP,233,173
LOFALL 442,KP,342,349
BLAKELY 310,KP,94,346
PORT ORCHARD 207,KP,204,206
WOODMERE 127,KP,241,299
BREMERTON 058,KP,202,228
UELAND 082,KP,0,0
WATERMAN 295,KP,147,176
BREMERTON 054,KP,126,112
PIONEER 152,KP,278,326
SILVERDALE 160,KP,263,237
BREMERTON 051,KP,24,19
BREMERTON 052,KP,132,163
BREMERTON 053,KP,281,267
SEABECK 155,KP,361,317
PARKWOOD 270,KP,288,239
ISLAND LAKE 427,KP,212,222
BREMERTON 109,KP,20,20
BREIDABLIK 410,KP,230,252
BREMERTON 107,KP,0,0
WHISPERING PINES 227,KP,303,205
FRAGARIA 259,KP,233,225
LOVGREN 332,KP,96,193
BANDIX 263,KP,301,246
FORT WARD 318,KP,146,368
FUSON 175,KP,255,185
HARPER 240,KP,191,250
WILLOCK 258,KP,196,226
LIBERTY 325,KP,118,310
PORT ORCHARD 203,KP,132,102
SPRING CREEK 217,KP,170,193
MULLENIX 260,KP,273,289
LARSON 153,KP,279,313
FINCH 314,KP,91,275
ROLLING BAY 330,KP,148,342
BREMERTON 029,KP,183,187
TOTTEN 463,KP,156,235
WOODRIDGE 222,KP,156,126
MANZANITA 336,KP,98,243
OLD FRONTIER 106,KP,287,270
BREMERTON 022,KP,143,168
NEBRASKA 223,KP,243,210
EAGLE HARBOR 317,KP,118,255
NEW BROOKLYN 322,KP,105,212
TOLO 333,KP,118,319
FERNCLIFF 315,KP,184,472
S&#39;KLALLAM 418,KP,14,25
KITSAP LAKE 085,KP,20,14
PORT ORCHARD 202,KP,261,247
NAVY YARD CITY 095,KP,245,185
PORT ORCHARD 200,KP,127,99
SANTA FE 148,KP,182,214
PORT ORCHARD 206,KP,0,0
FIRGLADE 137,KP,166,139
PORT ORCHARD 204,KP,209,177
PORT ORCHARD 205,KP,407,529
HUNTER 219,KP,238,181
CONIFER 271,KP,124,131
PORT ORCHARD 208,KP,0,0
PORT ORCHARD 209,KP,0,0
KEYPORT 425,KP,246,323
SCANDIA 455,KP,236,265
BREMERTON 293(*),KP,0,0
PORT MADISON 340,KP,103,278
ALPINE 111,KP,192,208
LUNDBERG 250,KP,249,233
POINT NO POINT 416,KP,346,385
VINLAND 412,KP,236,346
LINCOLN 440,KP,227,216
BREMERTON 032,KP,35,25
OVERLOOK 267,KP,205,181
BREMERTON 030,KP,170,204
BREMERTON 031,KP,93,126
BREMERTON 037,KP,268,284
APPLE TREE 422,KP,242,293
ERLANDS POINT 130,KP,168,167
RIDGEPOINT 141,KP,156,192
PERRY 073,KP,121,148
CRYSTAL SPRINGS 312,KP,152,512
CRESCENT VALLEY 266,KP,255,250
