Row Label,County,Mary E. Fairhurst
02 - GRAYS RIVER,WK,72
07 - COLUMBIA,WK,125
10 - SOUTH CATHLAMET,WK,90
03 - ROSBURG / ALTOONA,WK,90
11 - NORTH CATHLAMET,WK,43
05 - ELOCHOMAN,WK,139
04 - SKAMOKAWA,WK,95
09 - WEST PUGET ISLAND,WK,157
08 - EAST PUGET ISLAND,WK,73
06 - ROSEDALE,WK,81
Total,WK,1019
01 - DEEP RIVER,WK,54
