Row Label,County,Yes,No
CLARKSTON #2,AS,149,104
SWALLOWS NEST,AS,243,216
WEST CLARKSTON #1,AS,168,124
WEST CLARKSTON #2,AS,176,111
WEST CLARKSTON #3,AS,213,145
ASOTIN #1,AS,135,98
ASOTIN #2,AS,157,90
SOUTH CLARKSTON #1,AS,179,86
SOUTH CLARKSTON #2,AS,232,129
W ASOTIN,AS,118,60
CLARKSTON #6,AS,153,105
CLARKSTON #7,AS,95,72
RURAL ASOTIN,AS,135,42
CLARKSTON #4,AS,149,123
Total,AS,4648,2974
ANATONE,AS,119,32
CLARKSTON #3,AS,131,106
CLARKSTON HTS #4,AS,164,149
CLARKSTON #8,AS,156,77
CLARKSTON HTS #3,AS,78,48
CLARKSTON HTS #2,AS,362,208
CLARKSTON HTS #1,AS,211,122
CLARKSTON #5,AS,97,73
CLARKSTON HTS #7,AS,245,150
CLARKSTON HTS #6,AS,311,199
CLARKSTON HTS #5,AS,376,215
CLARKSTON #1,AS,96,90
