Row Label,County,Yes,No
29-620(*),PI,0,0
27-448,PI,11,9
27-449,PI,275,191
27-444,PI,262,171
27-445,PI,218,187
27-446,PI,229,179
27-447,PI,248,179
27-440,PI,297,167
27-441,PI,235,156
27-442,PI,196,129
27-443,PI,197,158
27-428,PI,280,164
27-429,PI,307,190
27-426,PI,201,307
27-427,PI,281,226
27-424,PI,270,284
27-425,PI,278,234
27-422,PI,331,364
27-423,PI,330,275
27-420,PI,349,291
27-421,PI,268,194
28-506,PI,294,284
28-507,PI,261,217
28-504,PI,308,265
28-505,PI,324,360
28-502,PI,272,338
28-503,PI,299,270
28-501,PI,295,321
28-508,PI,154,103
28-509,PI,0,0
27-459,PI,155,113
27-458,PI,188,104
27-453,PI,168,120
27-452,PI,214,194
27-451,PI,212,166
27-450,PI,280,205
27-457,PI,235,144
27-456,PI,198,126
27-455,PI,222,157
27-454,PI,273,193
27-439,PI,290,158
27-438,PI,292,135
27-435,PI,260,247
27-434,PI,244,217
27-437,PI,263,171
27-436,PI,304,175
27-431,PI,93,105
27-430,PI,290,190
27-433,PI,273,224
27-432,PI,268,229
29-626,PI,7,3
29-627,PI,0,0
29-624,PI,0,0
29-625,PI,6,2
29-622,PI,163,135
29-623,PI,50,31
27-408,PI,290,290
27-409,PI,285,240
27-404,PI,107,69
27-405,PI,263,315
27-406,PI,332,420
27-407,PI,277,253
29-601,PI,226,131
29-602,PI,156,153
29-603,PI,238,137
29-604,PI,235,145
29-605,PI,163,162
29-606,PI,247,190
29-607,PI,257,222
29-608,PI,189,164
29-609,PI,169,114
29-619,PI,221,153
29-618,PI,191,135
29-617,PI,233,162
29-616,PI,242,158
29-615,PI,261,208
29-614,PI,249,214
29-613,PI,238,202
29-612,PI,127,90
29-611,PI,64,34
29-610,PI,205,175
27-417,PI,319,270
27-416,PI,310,264
27-415,PI,281,339
27-414,PI,293,296
27-413,PI,258,281
27-412,PI,221,270
27-411,PI,322,394
27-410,PI,275,277
27-419,PI,315,243
27-418,PI,281,245
29-621(*),PI,0,0
27-462,PI,286,247
27-463,PI,220,188
27-460,PI,307,220
27-461,PI,322,283
27-466,PI,258,163
27-467,PI,227,221
27-464,PI,241,201
27-465,PI,215,190
27-468,PI,226,178
Total,PI,22985,19160
