Row Label,County,Yes,No
PRECINCT 107,DG,79,116
PRECINCT 106,DG,87,106
PRECINCT 105,DG,72,74
PRECINCT 104,DG,187,318
PRECINCT 103,DG,42,57
PRECINCT 102,DG,186,259
PRECINCT 101,DG,91,144
PRECINCT 109,DG,67,78
PRECINCT 108,DG,91,121
PRECINCT 305,DG,56,109
PRECINCT 304,DG,18,49
PRECINCT 307,DG,25,37
PRECINCT 306,DG,79,114
PRECINCT 208,DG,71,106
PRECINCT 209,DG,129,212
PRECINCT 303,DG,86,143
PRECINCT 302,DG,118,240
PRECINCT 204,DG,117,232
PRECINCT 205,DG,165,275
PRECINCT 206,DG,80,128
PRECINCT 207,DG,143,217
PRECINCT 309,DG,33,60
PRECINCT 201,DG,102,135
PRECINCT 202,DG,47,70
PRECINCT 203,DG,123,164
PRECINCT 311,DG,61,105
PRECINCT 310,DG,55,63
PRECINCT 316,DG,137,171
PRECINCT 308,DG,15,48
PRECINCT 314,DG,43,21
PRECINCT 315,DG,133,256
PRECINCT 114,DG,76,118
PRECINCT 110,DG,90,190
PRECINCT 111,DG,163,249
PRECINCT 112,DG,95,149
PRECINCT 113,DG,87,117
PRECINCT 318,DG,41,63
PRECINCT 312,DG,73,133
PRECINCT 313,DG,21,42
PRECINCT 215,DG,103,177
PRECINCT 214,DG,37,42
PRECINCT 213,DG,56,139
PRECINCT 212,DG,72,153
PRECINCT 211,DG,28,65
PRECINCT 210,DG,63,52
PRECINCT 317,DG,180,274
PRECINCT 301,DG,154,296
Total,DG,4077,6487
