Row Label,County,Repealed,Maintained
LEMOLO 435,KP,143,254
ANNAPOLIS 212,KP,294,323
MEADOWDALE 150,KP,170,184
BELLA VISTA 413,KP,172,216
LIGHTHOUSE POINT 292,KP,178,317
CLEAR CREEK 120,KP,181,243
AUGUSTA 461,KP,113,153
HEINS CREEK 297,KP,0,0
HANSVILLE 415,KP,103,225
TORVANGER 345,KP,167,414
BREMERTON 012,KP,34,62
BREMERTON 013,KP,171,181
BREMERTON 015,KP,221,209
BREMERTON 016,KP,44,54
WINSLOW 304,KP,206,543
HIGHLAND 423,KP,106,191
LAKE HELENA 214,KP,216,216
DICKENSON 282,KP,245,237
UNIVERSITY POINT 142,KP,140,173
SANDY HOOK 464,KP,116,220
BARKER CREEK 147,KP,224,313
BAYVIEW 087,KP,65,59
POWERLINE 086(*),KP,0,0
ISLAND CENTER 320,KP,114,322
EVERGREEN RIDGE 426,KP,87,89
REGAL 131,KP,62,63
COUNTRY CLUB 113,KP,149,126
POULSBO 405,KP,188,303
POULSBO 404,KP,191,334
POULSBO 407,KP,150,243
POULSBO 406,KP,214,366
SEDGWICK 272,KP,241,276
BERRY LAKE 279,KP,127,188
POULSBO 403,KP,182,235
EBBERT 247,KP,236,283
ILLAHEE 065,KP,225,285
COTTONWOOD 125,KP,202,193
MARION 090,KP,39,47
OLYMPIC 099,KP,15,37
KITSAP LAKE 085(*),KP,0,0
GILBERTON 140,KP,169,227
STRIEBEL 453,KP,185,314
AZALEA 302,KP,117,432
YUKON 241,KP,182,174
FOREST RIDGE 126,KP,114,157
FAIRVIEW 135,KP,111,168
ANDERSON CREEK 163,KP,162,234
PORT GAMBLE 450,KP,163,312
RAINIER 067,KP,225,285
BRASCH 213,KP,228,263
GAMBLEWOOD 454,KP,137,202
CENTRAL VALLEY 128,KP,247,257
HOLLY 158,KP,54,72
BURLEY 218,KP,228,288
LUOTO 122,KP,131,141
POINT JEFFERSON 419,KP,176,217
BREMERTON 296,KP,0,0
MORKEN 161,KP,293,333
INDIANOLA 420,KP,197,405
TWIN LAKES 285,KP,81,60
BELFAIR VALLEY 280,KP,75,85
KARIOTIS 143,KP,225,235
TRACYTON 170,KP,154,169
ROCKY POINT 083,KP,236,337
HERITAGE PARK 112,KP,123,222
BREMERTON 294,KP,0,0
ORCA 421,KP,169,178
MINTERBROOK 216,KP,103,126
ALASKA 221,KP,250,314
GLENWOOD 232,KP,293,302
MEADOWMEER 321,KP,61,152
APEX 162,KP,229,331
