Row Label,County,Yes,No
VAN FLEET,SK,143,234
GEAR,SK,204,276
BIRDSVIEW,SK,163,278
BURLINGTON 7,SK,130,116
BOW,SK,317,250
ROCKPORT,SK,173,196
ROSARIO,SK,382,293
MOUNT VERNON 16,SK,367,223
EDISON,SK,152,130
MOUNT VERNON 14,SK,334,199
MOUNT VERNON 12,SK,125,75
RIDGEWAY,SK,167,136
MOUNT VERNON 10,SK,141,89
SAMISH,SK,127,183
MOUNT VERNON 19,SK,281,212
BAY VIEW,SK,211,182
BURLINGTON 2,SK,129,116
STARBIRD,SK,132,254
BURLINGTON 1,SK,121,77
BURLINGTON 6,SK,122,107
TERRACE,SK,389,299
BURLINGTON 4,SK,173,146
BURLINGTON 5,SK,246,180
MANSFORD,SK,26,47
MAPES,SK,73,86
FIR,SK,94,92
LYMAN,SK,42,68
GAGES,SK,48,54
NOOKACHAMPS,SK,126,130
SAUK,SK,189,239
VEDERE,SK,161,140
HAMILTON,SK,21,39
BLANCHARD(*),SK,0,0
POINT WILLIAMS,SK,231,130
SKYRIDGE,SK,220,194
CONCRETE,SK,78,98
ALDER,SK,87,161
CLEAR LAKE,SK,172,260
FRUITDALE,SK,81,117
SWINOMISH,SK,302,157
SEDRO WOOLLEY  6,SK,188,218
MINKLER,SK,110,196
ANACORTES 20,SK,454,297
TINGLEY,SK,87,165
ANACORTES 22,SK,371,270
ANACORTES 24,SK,624,418
BIG LAKE,SK,260,331
ANACORTES 5,SK,4,9
COLLINS,SK,101,169
AVON,SK,195,198
MARCH POINT,SK,11,18
MOUNT VERNON 30,SK,294,217
FIDALGO,SK,306,273
MOUNT VERNON  4,SK,342,255
MOUNT VERNON  5,SK,67,51
MOUNT VERNON  6,SK,236,103
MOUNT VERNON  7,SK,317,137
WHITNEY,SK,109,68
MOUNT VERNON  2,SK,104,85
MOUNT VERNON  3,SK,249,138
LAKE SIXTEEN,SK,105,119
MOUNT VERNON  8,SK,448,300
MOUNT VERNON  9,SK,134,91
DEWEY,SK,432,365
BELFAST,SK,112,140
MOUNT VERNON 15,SK,150,125
MCMURRAY EAST,SK,57,50
LAKE CAVANAUGH,SK,50,91
SHELTER BAY,SK,341,188
MOUNT VERNON 27,SK,64,66
MOUNT VERNON 22,SK,409,372
MOUNT VERNON 21,SK,395,301
LOOKOUT,SK,225,300
MOUNT VERNON 11,SK,249,151
ANACORTES  9,SK,298,192
COUNTRY CLUB,SK,121,69
ANACORTES 21,SK,562,404
MOUNT VERNON  1,SK,93,83
SEDRO WOOLLEY  2,SK,227,234
SEDRO WOOLLEY  3,SK,128,178
SEDRO WOOLLEY  1,SK,207,223
MCMURRAY WEST,SK,117,105
SEDRO WOOLLEY  7,SK,7,2
SEDRO WOOLLEY  4,SK,177,250
SEDRO WOOLLEY  5,SK,302,276
ANACORTES  1,SK,272,126
MCRAE,SK,246,402
ANACORTES  6,SK,232,202
ANACORTES  7,SK,516,359
ANACORTES  4,SK,191,102
VIEW TERRACE(*),SK,0,0
SNEE OOSH,SK,248,123
MONTBORNE,SK,272,294
STERLING,SK,52,72
FREDONIA,SK,40,46
CASCADE,SK,44,48
DIGBY,SK,13,24
HARMONY,SK,166,123
PADILLA,SK,48,66
DUNBAR,SK,45,44
LA CONNER,SK,284,133
CEDARDALE,SK,75,80
BURLINGTON 3,SK,70,33
PRAIRIE,SK,169,284
RIVERBEND,SK,10,9
HAMBURG,SK,117,74
ANACORTES 11,SK,381,233
ALLEN,SK,77,137
ANACORTES 17,SK,504,283
CONWAY,SK,99,91
LITTLE MOUNTAIN,SK,96,111
GUEMES,SK,290,122
ALGER,SK,125,169
DODGE VALLEY,SK,122,65
Total,SK,21584,18641
