Row Label,County,Yes,No
Yelm 1,TH,195,115
Griffin,TH,133,217
Kaiser,TH,43,128
Smith Prairie,TH,277,148
Olympia 01,TH,89,217
Lacey 29,TH,149,185
Scott Lake South,TH,143,127
Tri Lakes,TH,91,109
Woodland,TH,146,190
Plumb,TH,216,184
Montgomery,TH,100,77
Olympia 10,TH,51,317
Delta(*),TH,0,0
Olympia 12,TH,80,92
Olympia 13,TH,58,280
Pleasant Hill,TH,199,183
Olympia 15,TH,49,223
Smith Lake,TH,165,188
Olympia 17,TH,93,121
Olympia 18,TH,87,237
Rocky Prairie,TH,157,95
Scatter Creek,TH,172,87
Lacey 06,TH,67,50
Henderson,TH,248,247
Mullen,TH,198,213
Marvin,TH,196,215
Rochester 4,TH,187,109
Rochester 5,TH,244,125
Rochester 2,TH,225,103
Rochester 3,TH,221,135
French,TH,121,263
Rochester 1,TH,291,143
Tumwater 11,TH,237,258
Evergreen Ballroom,TH,265,172
Littlerock,TH,335,258
Lacey 10,TH,98,297
Skookumchuck,TH,244,117
Delphi,TH,160,190
Tolmie,TH,91,57
Quince(*),TH,0,0
St Clair,TH,197,171
Olympia 58,TH,137,181
Tenino 01,TH,108,98
James,TH,223,107
Tumwater 10,TH,194,210
Lacey 14,TH,55,60
Olympia 07,TH,64,111
Olympia 06,TH,179,360
Olympia 05,TH,66,224
Olympia 04,TH,98,183
Olympia 03,TH,84,234
Olympia 02,TH,109,201
Plainview,TH,174,404
Lacey 27,TH,144,142
Delridge,TH,40,59
Military,TH,103,77
Lacey 16,TH,62,215
Lacey 39,TH,184,298
Olympia 09,TH,177,393
Sweet Briar,TH,163,330
Olympia 43,TH,85,310
Rainier 01,TH,193,97
Puget,TH,224,251
Olympia 11,TH,37,253
Vail,TH,278,144
Stedman,TH,155,123
Tumwater 13,TH,57,80
Zenkner Valley,TH,56,30
Trailblazer,TH,73,56
Libby,TH,117,197
Lackamas,TH,94,39
Broadway,TH,151,309
Johnson Point,TH,193,292
Sleater Kinney,TH,163,146
Medicine Creek,TH,107,57
Lacey 42,TH,47,59
Olympia 16,TH,18,35
Tumwater 12,TH,100,229
Prine,TH,40,32
Long Lake,TH,40,56
Lacey 33,TH,71,104
Olympia 53,TH,113,168
Lacey 31,TH,127,139
Lacey 30,TH,211,246
Greenridge,TH,125,109
Lacey 36,TH,118,95
Rich,TH,178,127
Olympia 19,TH,74,200
Butler Cove,TH,105,226
Lacey 34,TH,87,82
Mud Bay,TH,141,202
Olympia 14,TH,70,213
Mclane,TH,143,143
Tumwater 15,TH,167,246
Lawrence Lake,TH,264,189
Lacey 45,TH,64,100
Olympia 38,TH,27,54
Tilley,TH,209,196
Yelm 3,TH,223,125
Hunter Point,TH,106,127
Skokomish,TH,151,131
Schneiders Prairie,TH,149,152
Grand Mound,TH,118,58
Alpine,TH,269,341
Hays,TH,98,175
Luhr Beach,TH,208,218
Berry Valley,TH,175,115
Freedom,TH,165,263
Morris,TH,267,144
Lacey 07,TH,127,135
Lacey 04,TH,88,79
Lacey 05,TH,103,105
Lacey 02,TH,98,129
Lacey 03,TH,151,134
Deschutes,TH,294,152
Olympia 50,TH,63,191
Tumwater 28,TH,217,267
Tumwater 29,TH,0,0
Friendly Grove,TH,119,105
Olympia 51,TH,33,48
Fair Oaks,TH,125,132
Woodard Creek,TH,144,173
Pines,TH,174,96
Scott Lake North,TH,100,63
Mushroom Corner,TH,172,152
Tumwater 14,TH,76,91
Yelm 2,TH,194,119
Deerbrush,TH,193,188
Henness,TH,436,184
Lacey 09,TH,70,78
Kinwood,TH,129,166
Rainier 02,TH,134,81
Summit Lake,TH,163,163
Lacey 19,TH,113,102
Lacey 18,TH,173,179
Simmons 9,TH,4,3
Lacey 11,TH,77,217
Simmons 4,TH,8,12
Lacey 13,TH,69,94
Lacey 01,TH,54,78
Lacey 15,TH,149,163
Gull Harbor,TH,80,160
Simmons 3,TH,10,8
Simmons 2,TH,3,4
Spurgeon Creek,TH,93,76
Black River,TH,290,233
Forest,TH,188,294
Olympia 24,TH,60,245
Meadows,TH,173,127
Pattison,TH,178,187
Olympia 54,TH,36,179
Olympia 55,TH,62,124
Olympia 56,TH,110,177
Olympia 57,TH,60,114
Tykle Cove,TH,127,249
Mcallister Creek,TH,158,127
Olympia 52,TH,36,142
Mcintosh,TH,372,266
Tenino 02,TH,137,95
Olympia 39,TH,95,238
Steamboat Island,TH,105,188
Olympia 20,TH,36,138
Lacey 08,TH,96,99
Lacey 41,TH,158,149
Beach Crest,TH,123,157
Ames,TH,111,203
Jones Beach,TH,94,124
Pleasant Glade,TH,88,133
Lacey 35,TH,54,66
Evergreen Shores,TH,164,138
Hewitt Lake,TH,157,306
Tumwater 08,TH,144,246
Olympia 60,TH,71,135
Tumwater 06,TH,197,356
Tumwater 07,TH,120,173
Tumwater 04,TH,94,110
Tumwater 05,TH,129,129
Tumwater 02,TH,106,207
Tumwater 03,TH,133,227
Roosevelt,TH,186,258
Tumwater 01,TH,107,138
University North,TH,76,67
Olympia 49,TH,60,287
Olympia 48,TH,174,250
Bush Prairie,TH,49,39
Summerset,TH,294,284
Olympia 42,TH,45,186
Olympia 41,TH,55,287
Olympia 40,TH,65,215
Olympia 47,TH,117,276
Olympia 46,TH,134,179
Olympia 45,TH,80,115
Olympia 44,TH,35,139
Holmes,TH,132,184
Cooper Point,TH,123,246
Ruth Prairie,TH,113,42
Hawks Ridge,TH,70,65
Weir Prairie,TH,242,124
Wilderness,TH,168,315
Lacey 32,TH,170,173
Camelot,TH,120,123
University South,TH,103,102
Lacey 24,TH,207,227
Gallagher Cove,TH,228,329
Lacey 17,TH,163,150
Total,TH,37442,46444
College,TH,18,41
Bigelow,TH,126,200
Lacey 37,TH,39,54
Olympia 08,TH,92,246
Beaver Creek,TH,428,227
Oyster Bay,TH,145,259
Eaton Creek,TH,137,94
Lacey 28,TH,107,108
Olympia 25,TH,69,181
Four Corners,TH,340,207
South Bay,TH,213,229
Indian Summer,TH,150,264
Longmire,TH,150,76
Tumwater 24,TH,109,144
Olympia 59,TH,91,193
Clear Lake,TH,337,187
Airport,TH,18,11
Thompson,TH,111,93
Bucoda,TH,95,50
Glen Terra,TH,60,54
Frye Cove,TH,160,262
Cougar Mountain,TH,50,32
Mckinley,TH,54,77
Olympia 37,TH,64,160
Gibson Valley,TH,48,24
Olympia 35,TH,135,473
Black Lake,TH,238,248
Scheller,TH,95,73
Olympia 30,TH,78,195
Olympia 31,TH,95,206
Sunwood Lakes,TH,296,279
Lydia Hawk,TH,275,275
Lacey 23,TH,68,79
Olympia 32,TH,147,265
Michigan Hill,TH,138,81
Tumwater 09,TH,101,135
Yelm 4,TH,235,133
Lacey 48,TH,105,124
Zangle,TH,132,212
Fish Trap,TH,95,197
East Olympia,TH,169,157
Munn Lake,TH,119,109
Sunset Beach,TH,105,331
Olympia 27,TH,53,98
Lacey 43,TH,201,190
Lacey 40,TH,191,194
Fristoe,TH,173,76
