Row Label,County,Yes,No
ALTO,CU,26,45
TOUCHET,CU,63,101
STARBUCK COUNTRY,CU,3,21
STAR,CU,22,85
MUSTARD,CU,74,106
DAYTON,CU,86,121
PING,CU,53,137
BROOKLYN,CU,68,124
TUCANNON,CU,15,53
STARBUCK CITY,CU,20,48
COLUMBIA,CU,78,180
RAINWATER,CU,66,80
Total,CU,651,1192
PATIT,CU,77,91
