Row Label,County,Mary E. Fairhurst
PCT 6212,SP,226
PCT 6213,SP,389
PCT 6214,SP,291
PCT 6215,SP,412
PCT 6216,SP,328
PCT 6217,SP,381
PCT 3110,SP,214
PCT 3111,SP,226
PCT 3112,SP,17
PCT 3113,SP,321
PCT 3114,SP,305
PCT 3115,SP,296
PCT 3116,SP,303
PCT 3117,SP,217
PCT 3118,SP,204
PCT 3119,SP,253
PCT 4429,SP,354
PCT 4428,SP,239
PCT 4425,SP,261
PCT 4424,SP,318
PCT 4427,SP,417
PCT 4426,SP,194
PCT 4421,SP,261
PCT 4420,SP,160
PCT 4423,SP,434
PCT 4422,SP,352
PCT 7033,SP,209
PCT 7032,SP,321
PCT 7031,SP,307
PCT 7030,SP,341
PCT 7036,SP,264
PCT 7035,SP,210
PCT 7034,SP,207
PCT 6602,SP,318
PCT 6601,SP,276
PCT 6600,SP,305
PCT 6030,SP,436
PCT 6031,SP,231
PCT 6032,SP,181
PCT 6033,SP,441
PCT 6034,SP,328
PCT 6035,SP,207
PCT 6036,SP,214
PCT 6037,SP,188
PCT 4450,SP,178
PCT 4451,SP,274
PCT 4452,SP,262
PCT 4453,SP,300
PCT 4454,SP,250
PCT 4455,SP,267
PCT 4029,SP,289
PCT 4028,SP,416
PCT 4021,SP,367
PCT 4020,SP,375
PCT 4023,SP,131
PCT 4022,SP,270
PCT 4025,SP,302
PCT 4024,SP,235
PCT 4027,SP,295
PCT 4026,SP,283
PCT 4431,SP,290
PCT 4414,SP,405
PCT 4415,SP,277
PCT 4416,SP,326
PCT 4417,SP,241
PCT 4410,SP,358
PCT 4411,SP,333
PCT 4412,SP,259
PCT 4413,SP,338
PCT 4418,SP,333
PCT 4419,SP,353
PCT 4201,SP,156
PCT 4200,SP,247
PCT 9600,SP,40
PCT 6100,SP,212
PCT 6101,SP,300
PCT 6102,SP,297
PCT 6103,SP,124
PCT 6104,SP,220
PCT 6105,SP,251
PCT 6106,SP,400
PCT 6107,SP,209
PCT 6108,SP,244
PCT 6109,SP,183
PCT 3208,SP,300
PCT 3209,SP,379
PCT 3200,SP,239
PCT 3201,SP,336
PCT 3202,SP,194
PCT 3203,SP,298
PCT 3204,SP,222
PCT 3205,SP,274
PCT 3206,SP,244
PCT 3207,SP,156
PCT 6209,SP,331
PCT 6208,SP,402
PCT 6203,SP,398
PCT 6202,SP,344
PCT 6201,SP,289
PCT 6200,SP,450
PCT 6207,SP,399
PCT 6206,SP,414
PCT 6205,SP,385
PCT 6204,SP,445
PCT 3103,SP,213
PCT 3102,SP,170
PCT 3101,SP,226
PCT 3100,SP,273
PCT 3107,SP,293
PCT 3106,SP,258
PCT 3105,SP,246
PCT 3104,SP,292
PCT 3109,SP,245
PCT 3108,SP,212
PCT 4010,SP,298
PCT 4011,SP,414
PCT 4012,SP,477
PCT 4013,SP,282
PCT 4014,SP,226
PCT 4015,SP,224
PCT 4016,SP,340
PCT 4017,SP,414
PCT 4018,SP,231
PCT 4019,SP,255
PCT 6704,SP,308
PCT 6702,SP,224
PCT 6703,SP,279
PCT 6700,SP,307
PCT 6701,SP,313
PCT 7008,SP,350
PCT 7009,SP,443
PCT 7006,SP,357
PCT 7007,SP,314
PCT 7004,SP,339
PCT 7005,SP,468
PCT 7002,SP,263
PCT 7003,SP,383
PCT 7000,SP,433
PCT 7001,SP,234
PCT 6023,SP,173
PCT 6022,SP,325
PCT 6021,SP,317
PCT 6020,SP,501
PCT 6027,SP,290
PCT 6026,SP,479
PCT 6025,SP,248
PCT 6024,SP,180
PCT 6029,SP,296
PCT 6028,SP,271
PCT 4449,SP,199
PCT 3328,SP,318
PCT 4443,SP,194
PCT 4442,SP,235
PCT 4441,SP,258
PCT 4440,SP,353
PCT 4447,SP,165
PCT 4446,SP,208
PCT 4445,SP,296
PCT 4444,SP,360
Total,SP,99429
PCT 7301,SP,242
PCT 7300,SP,278
PCT 7302,SP,241
PCT 4407,SP,332
PCT 4406,SP,323
PCT 4405,SP,399
PCT 4404,SP,376
PCT 4403,SP,394
PCT 4402,SP,348
PCT 4401,SP,361
PCT 4400,SP,324
PCT 4409,SP,470
PCT 4408,SP,421
PCT 3219,SP,315
PCT 3218,SP,395
PCT 3213,SP,371
PCT 3212,SP,251
PCT 3211,SP,292
PCT 3210,SP,286
PCT 3217,SP,409
PCT 3216,SP,396
PCT 3215,SP,193
PCT 3214,SP,317
PCT 4300,SP,248
PCT 4301,SP,169
PCT 4302,SP,341
PCT 4303,SP,314
PCT 4304,SP,234
PCT 4305,SP,221
PCT 4306,SP,298
PCT 4307,SP,75
PCT 9500,SP,105
PCT 4003,SP,465
PCT 4002,SP,298
PCT 4001,SP,259
PCT 4007,SP,227
PCT 4006,SP,398
PCT 4005,SP,257
PCT 4004,SP,340
PCT 4009,SP,287
PCT 4008,SP,224
PCT 6302,SP,249
PCT 6303,SP,468
PCT 6300,SP,518
PCT 6301,SP,459
PCT 6306,SP,289
PCT 6307,SP,167
PCT 6304,SP,409
PCT 6305,SP,205
PCT 6308,SP,195
PCT 6309,SP,352
PCT 3000,SP,5
PCT 7011,SP,205
PCT 7010,SP,239
PCT 7013,SP,292
PCT 7012,SP,298
PCT 7015,SP,284
PCT 7014,SP,272
PCT 7017,SP,321
PCT 7016,SP,439
PCT 7019,SP,311
PCT 7018,SP,391
PCT 9300,SP,60
PCT 6401,SP,153
PCT 6400,SP,263
PCT 6402,SP,317
PCT 6016,SP,210
PCT 6017,SP,468
PCT 6014,SP,159
PCT 6015,SP,188
PCT 6012,SP,202
PCT 6013,SP,239
PCT 6010,SP,40
PCT 6011,SP,270
PCT 6018,SP,409
PCT 6019,SP,445
PCT 3318,SP,301
PCT 3319,SP,249
PCT 3316,SP,371
PCT 3317,SP,433
PCT 3314,SP,280
PCT 3315,SP,352
PCT 3312,SP,386
PCT 3313,SP,420
PCT 3310,SP,312
PCT 3311,SP,205
PCT 9008,SP,40
PCT 9004,SP,282
PCT 9005,SP,101
PCT 9006,SP,310
PCT 9007,SP,85
PCT 9000,SP,349
PCT 9001,SP,239
PCT 9002,SP,217
PCT 9003,SP,153
