Row Label,County,Repealed,Maintained
0134,YA,322,399
4303,YA,87,43
0130,YA,117,119
0131,YA,150,138
0132,YA,131,155
0133,YA,285,277
0138,YA,277,267
0139,YA,240,224
4005,YA,135,97
1301,YA,120,84
5101,YA,85,94
0140,YA,141,88
0142,YA,295,149
0308,YA,0,0
0307,YA,10,10
0306,YA,218,121
0305,YA,7,7
0304,YA,66,47
0303,YA,147,77
0302,YA,142,100
0301,YA,41,33
0127,YA,182,107
0126,YA,93,59
0124,YA,60,33
0120,YA,127,79
2701,YA,374,307
0129,YA,120,70
3401,YA,59,64
1701,YA,164,68
1702,YA,13,16
1703,YA,151,85
1704,YA,0,0
1705,YA,194,190
1706,YA,169,122
1708,YA,158,64
4401,YA,117,90
4402,YA,123,108
5010,YA,42,68
0113,YA,126,52
0110,YA,122,97
0111,YA,106,117
0116,YA,192,215
5016,YA,96,57
0118,YA,91,55
4106,YA,204,118
3308,YA,238,131
3309,YA,151,88
3306,YA,108,73
3304,YA,257,136
3305,YA,221,129
3303,YA,90,68
3301,YA,179,104
4801,YA,365,225
4802,YA,291,288
2301,YA,154,90
2303,YA,141,99
2306,YA,210,131
5003,YA,215,117
5001,YA,56,34
0104,YA,122,82
0101,YA,96,58
0103,YA,98,68
4114,YA,72,56
4115,YA,124,84
0901,YA,89,47
4626,YA,9,5
4111,YA,241,191
3311,YA,411,264
3310,YA,187,79
3313,YA,80,56
4625(*),YA,0,0
3504,YA,11,4
4623,YA,30,7
4112,YA,312,234
0190,YA,138,108
5014,YA,205,152
0179,YA,266,175
0170,YA,167,148
0173,YA,146,139
0175,YA,107,89
0177,YA,285,200
4101,YA,81,74
3004,YA,11,6
4102,YA,205,172
4105,YA,115,71
4104,YA,165,95
3002,YA,70,27
4109,YA,297,192
4108,YA,130,132
1901,YA,90,43
0185,YA,214,247
0184,YA,194,125
0187,YA,203,207
0186,YA,316,208
0181,YA,288,198
0180,YA,145,123
0183,YA,191,199
0182,YA,350,304
0501,YA,153,85
0189,YA,155,149
0188,YA,264,257
1502,YA,222,183
1503,YA,194,198
1501,YA,165,99
1504,YA,240,186
3602,YA,342,260
0169,YA,253,261
0168,YA,237,249
0001,YA,0,0
3605,YA,413,259
0163,YA,239,228
0162,YA,131,98
0167,YA,244,252
4627,YA,47,74
4608,YA,69,58
4609,YA,113,69
4606,YA,216,148
4604,YA,89,89
4605,YA,2,2
4602,YA,109,66
4603,YA,256,180
4601,YA,72,108
3206,YA,231,220
3205,YA,295,231
3204,YA,31,23
3203,YA,252,225
4628,YA,58,42
3208,YA,38,23
1103,YA,165,119
1101,YA,177,106
2103,YA,203,105
2101,YA,252,129
3904,YA,71,56
3905,YA,60,52
3901,YA,278,143
3902,YA,96,53
3903,YA,423,279
3601,YA,21,13
4618,YA,139,114
4615,YA,167,119
4616,YA,84,57
3104,YA,171,132
3105,YA,33,14
3106,YA,194,144
4003,YA,325,181
3101,YA,324,234
3102,YA,192,112
3103,YA,141,57
5012,YA,203,81
5020,YA,126,116
2501,YA,175,118
4624(*),YA,0,0
4504,YA,146,132
5202,YA,0,0
4501,YA,70,33
4503,YA,25,15
3701,YA,177,95
0156,YA,122,78
0154,YA,215,152
0155,YA,231,168
0153,YA,168,173
0150,YA,126,84
4001,YA,83,32
0701,YA,56,27
Total,YA,25939,19184
4002,YA,76,49
0158,YA,126,60
