Row Label,County,Yes,No
Pct 008,FR,125,95
Pct 009,FR,53,21
Pct 002,FR,73,42
Pct 003,FR,48,12
Pct 001,FR,144,76
Pct 006,FR,66,53
Pct 007,FR,66,43
Pct 004,FR,50,44
Pct 005,FR,42,30
Pct 082,FR,22,94
Pct 083,FR,27,71
Pct 080,FR,81,216
Pct 081,FR,24,48
Pct 086,FR,22,64
Pct 087,FR,15,61
Pct 084,FR,23,26
Pct 085,FR,19,34
Pct 088,FR,16,28
Pct 089,FR,44,80
Pct 079,FR,32,100
Pct 078,FR,22,74
Pct 077,FR,16,51
Pct 076,FR,19,70
Pct 075,FR,9,39
Pct 074,FR,87,175
Pct 073,FR,93,195
Pct 072,FR,45,91
Pct 071,FR,48,125
Pct 070,FR,21,53
Pct 101,FR,26,88
Pct 100,FR,24,83
Pct 068,FR,2,10
Pct 069,FR,9,31
Pct 064,FR,45,159
Pct 065,FR,39,72
Pct 066,FR,97,216
Pct 067,FR,93,156
Pct 060,FR,39,65
Pct 061,FR,98,198
Pct 062,FR,162,245
Pct 063,FR,68,143
Pct 059,FR,135,193
Pct 058,FR,13,18
Pct 051,FR,106,154
Pct 050,FR,111,144
Pct 053,FR,88,99
Pct 052,FR,36,29
Pct 055,FR,152,223
Pct 054,FR,48,57
Pct 057,FR,78,125
Pct 056,FR,81,103
Pct 046,FR,117,198
Pct 047,FR,16,12
Pct 044,FR,114,93
Pct 045,FR,111,175
Pct 042,FR,84,95
Pct 043,FR,82,102
Pct 040,FR,114,114
Pct 041,FR,71,74
Pct 048,FR,118,140
Pct 049,FR,108,161
Pct 033,FR,74,93
Pct 032,FR,176,247
Pct 031,FR,35,45
Pct 030,FR,16,46
Pct 037,FR,130,190
Pct 036,FR,149,175
Pct 035,FR,48,75
Pct 034,FR,121,168
Pct 039,FR,96,139
Pct 038,FR,87,131
Pct 020,FR,37,40
Pct 021,FR,21,24
Pct 022,FR,91,114
Pct 023,FR,181,176
Pct 024,FR,56,108
Pct 025,FR,22,52
Pct 026,FR,56,69
Pct 027,FR,29,53
Pct 028,FR,48,42
Pct 029,FR,49,57
Pct 019,FR,82,106
Pct 018,FR,32,35
Pct 015,FR,68,56
Pct 014,FR,62,36
Pct 017,FR,72,62
Pct 016,FR,11,9
Pct 011,FR,64,49
Pct 010,FR,73,58
Pct 013,FR,50,38
Pct 012,FR,60,35
Pct 095,FR,12,57
Pct 094,FR,0,0
Pct 097,FR,14,36
Pct 096,FR,25,66
Pct 091,FR,5,7
Pct 090,FR,74,79
Pct 093,FR,72,90
Pct 092,FR,73,78
Total,FR,6220,8877
Pct 099,FR,8,27
Pct 098,FR,4,23
