Row Label,County,Yes,No
MILL CREEK,ST,63,109
KETTLE FALLS 1,ST,181,174
COLUMBIA,ST,206,323
ARDEN 1,ST,141,193
COLVILLE 1,ST,74,75
COLVILLE 2,ST,96,95
DAISY,ST,65,133
COLVILLE 4,ST,206,197
COLVILLE 5,ST,190,152
COLVILLE 6,ST,121,99
COLVILLE 7,ST,95,117
COLVILLE VALLEY,ST,270,363
STONE LODGE,ST,158,239
ECHO VALLEY,ST,103,124
LOON LAKE 2,ST,127,156
NARCISSE,ST,159,323
LOON LAKE 1,ST,223,279
COLVILLE 3,ST,103,96
CAMAS PRAIRIE,ST,91,140
EVANS,ST,84,155
SPRINGDALE,ST,36,36
MEYERS FALLS 2,ST,194,317
NORTHPORT,ST,65,39
SUMMIT,ST,94,175
KELLY HILL,ST,41,77
CLAYTON 2,ST,155,279
CLAYTON 1,ST,81,176
ARDEN 2,ST,135,256
MEYERS FALLS 1,ST,136,186
WAITTS LAKE,ST,159,223
WELLPINIT,ST,167,28
CHEWELAH 3,ST,125,99
HUNTERS,ST,170,243
ONION CREEK,ST,85,66
CHEWELAH 2,ST,79,72
CHEWELAH 1,ST,144,149
ECHO,ST,172,229
QUARTZITE 1,ST,231,366
QUARTZITE 2,ST,127,163
TUM TUM 5,ST,161,227
TUM TUM 4,ST,134,204
ROCK CUT,ST,40,56
TUM TUM 1,ST,90,156
TUM TUM 3,ST,208,343
TUM TUM 2,ST,167,287
MARCUS,ST,49,22
Total,ST,7213,10039
FIRST THOUGHT,ST,23,45
WALKERS PRAIRIE,ST,139,144
CAMAS,ST,128,234
ADDY,ST,145,286
WILLIAMS VALLEY,ST,142,375
ORIN 1,ST,108,168
ORIN 2,ST,143,217
KETTLE FALLS 2,ST,101,117
CHEWELAH FORE,ST,78,106
RICE,ST,89,131
VALLEY 1,ST,28,45
VALLEY 2,ST,88,155
