Row Label,County,Maintained,Registered Voters,Repealed,Times Blank Voted,Times Counted,Times Over Voted
KEN 47-1102,KI,190,759,151,41,382,0
MED 48-0749,KI,168,485,66,51,285,0
SEA 32-3656,KI,169,474,81,38,288,0
SEA 34-1412,KI,117,261,25,24,166,0
FALCON,KI,147,456,99,42,288,0
SEA 36-1319,KI,176,469,71,38,285,0
SEA 36-1318,KI,336,999,102,99,537,0
SEA 36-1317,KI,209,631,92,69,370,0
SEA 36-2119,KI,121,277,35,20,176,0
KMR 46-0501,KI,186,546,86,32,304,0
TUK 11-3499,KI,54,245,42,13,109,0
CHAUTAUQUA,KI,163,416,63,33,259,0
SEA 43-2004,KI,145,356,32,29,206,0
SUNNYWOOD,KI,155,629,95,37,287,0
M-V 05-3242,KI,124,588,116,22,262,0
LAKE JOY,KI,220,845,188,70,478,0
BEL 48-2715,KI,190,471,64,44,298,0
SEA 43-2006,KI,107,298,37,25,169,0
TAHLEQUAH,KI,212,550,78,59,349,0
BEL 48-2716,KI,118,593,85,27,230,0
WEBSTER,KI,164,430,90,28,282,0
DES 33-0532,KI,72,271,65,11,148,0
SEA 43-2001,KI,296,648,79,58,433,0
SEA 43-2002,KI,283,587,52,56,391,0
KIR 01-2561,KI,192,649,112,36,340,0
SI VIEW,KI,137,433,90,32,259,0
SET 33-3073,KI,85,285,75,11,171,0
MERLOT,KI,206,527,109,34,349,0
RNT 33-1204,KI,215,851,201,45,461,0
KIR 48-3337,KI,289,809,113,61,463,0
SEA 11-3580,KI,104,401,48,23,175,0
DUV 45-3502,KI,119,398,95,29,243,0
RED 48-0939,KI,114,457,98,43,255,0
ISS 05-3651,KI,82,396,52,36,170,0
RED 48-0937,KI,78,223,33,14,125,0
RED 48-0935,KI,158,591,85,48,291,0
TAHOMA,KI,148,571,137,28,313,0
BEL 41-0460,KI,160,506,78,51,289,0
PLAINS,KI,173,742,219,38,430,0
SEA 37-1864,KI,125,622,114,34,273,0
SEA 43-1870,KI,208,466,31,34,273,0
SAM 45-2684,KI,88,304,63,18,169,0
KIR 45-0630,KI,146,518,72,41,259,0
KIR 45-0631,KI,161,585,100,47,308,0
KIR 45-0632,KI,160,475,78,35,273,0
BEL 41-3680,KI,147,413,62,30,239,0
RNT 11-3619,KI,96,472,103,26,225,0
BEL 41-3684,KI,79,240,24,19,122,0
RNT 37-3154,KI,142,770,135,34,311,0
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,145,343,48,32,225,0
NPK 33-2474,KI,158,454,106,52,316,0
KMR 46-0695,KI,149,532,107,43,299,0
HAPPY VALLEY,KI,38,141,22,22,82,0
RED 48-3147,KI,96,439,60,19,175,0
ADAIR,KI,452,928,233,71,756,0
SEA 34-1257,KI,155,510,98,51,304,0
SEA 34-1254,KI,87,346,50,13,150,0
SEA 34-1255,KI,93,414,88,21,202,0
SEA 34-1252,KI,149,660,111,35,295,0
SEA 34-1250,KI,125,335,40,34,199,0
SEA 34-1251,KI,137,538,131,44,312,0
COV 47-3365,KI,85,286,63,16,164,0
KIR 48-2915,KI,137,411,67,36,240,0
SET 33-3065,KI,67,464,60,19,146,0
SHL 32-0903,KI,81,271,65,25,171,0
BOT 01-3195,KI,133,510,89,28,250,0
RED 48-2789,KI,74,438,55,16,145,0
RNT 11-0031,KI,136,660,135,27,298,0
BUR 34-0485,KI,164,583,97,41,302,0
TUK 11-3128,KI,129,717,126,33,288,0
NEW 41-3681,KI,111,386,58,33,202,0
SET 33-3060,KI,53,373,67,14,134,0
LINCOLN,KI,69,312,82,17,168,0
RNT 41-1017,KI,84,370,78,21,183,0
RNT 41-1010,KI,116,416,75,28,219,0
RNT 41-1018,KI,244,868,163,57,464,0
SUNSET,KI,52,230,54,15,121,0
FRANKLIN,KI,31,160,28,4,63,0
BEL 41-0108,KI,136,440,61,33,230,0
KEN 47-3676,KI,39,127,22,3,64,0
BUR 33-0705,KI,106,701,122,32,260,0
RED 45-2580,KI,169,384,61,32,262,0
SEA 36-1687,KI,186,644,77,46,309,0
SEA 37-3573,KI,67,564,23,21,111,0
SHL 32-0012,KI,81,340,54,24,159,0
SEA 46-2249,KI,108,250,37,25,170,0
SEA 46-2240,KI,206,431,37,47,290,0
SEA 46-2243,KI,226,514,72,61,359,0
SEA 46-2245,KI,214,409,56,52,322,0
SEA 46-2244,KI,134,268,24,33,191,0
SEA 46-2247,KI,290,630,66,65,421,0
SEA 43-1380,KI,140,301,22,21,183,0
FED 30-3110,KI,110,351,59,25,194,0
RED 48-2968,KI,156,817,103,39,298,0
RED 48-2969,KI,136,443,84,33,253,0
RED 48-2966,KI,81,526,86,12,179,0
RED 48-2967,KI,214,821,107,52,373,0
KEN 47-3493,KI,124,554,113,32,269,0
LAKE LEOTA,KI,198,562,66,49,313,0
KENTLAKE,KI,130,647,129,31,290,0
WYNONA,KI,107,462,82,22,211,0
SEA 37-2799,KI,124,445,53,29,206,0
UNION HILL,KI,208,628,108,58,374,0
SEA 37-1620,KI,81,418,42,17,140,0
WOD 45-1225,KI,157,478,92,30,279,0
COV 47-1145,KI,171,696,119,28,318,0
EASTRIDGE,KI,251,818,164,59,474,0
SEA 37-1621,KI,83,342,48,19,151,1
SEA 46-2100,KI,172,370,42,32,246,0
HOBART,KI,177,621,160,37,374,0
SEA 36-1665,KI,243,515,65,48,356,0
SEA 36-1664,KI,148,326,40,30,218,0
MADISON,KI,62,305,83,12,157,0
ISS 05-3138,KI,179,435,64,44,287,0
AUB 47-1066,KI,86,370,104,21,211,0
BOT 01-2473,KI,121,481,112,23,256,0
FED 30-3027,KI,134,654,117,37,288,0
FED 30-3026,KI,109,399,71,15,195,0
FED 30-3025,KI,175,506,103,29,307,0
FED 30-3024,KI,105,349,92,25,222,0
FED 30-3023,KI,129,412,95,34,258,0
FED 30-3022,KI,64,216,50,18,132,0
FED 30-3021,KI,119,566,111,19,249,0
FED 30-3020,KI,120,436,67,36,223,0
BRINN,KI,238,848,219,56,513,0
NEW 41-3529,KI,146,569,70,33,249,0
SAM 41-2940,KI,64,243,45,27,136,0
SEA 37-1628,KI,118,444,69,28,215,0
FED 30-3029,KI,54,309,54,9,117,0
KIR 45-2934,KI,105,368,59,32,196,0
SEA 36-1701,KI,166,331,35,30,231,0
KEN 33-3629,KI,17,61,5,5,27,0
SEA 34-3648,KI,139,470,63,38,240,0
SEA 43-2017,KI,189,430,37,41,267,0
SEA 43-2016,KI,154,333,23,20,197,0
SEA 43-2015,KI,132,333,26,37,195,0
SEA 43-2014,KI,190,352,32,38,260,0
SEA 43-2013,KI,160,310,29,27,216,0
SHL 32-0232,KI,121,386,78,32,231,0
SEA 43-2011,KI,139,278,26,24,189,0
TUK 11-2955,KI,133,653,116,25,274,0
TUK 11-2956,KI,45,460,51,16,112,0
SEA 43-2018,KI,273,559,47,43,363,0
TWINBERRY,KI,350,656,144,53,547,0
TUK 11-2951,KI,103,601,113,20,236,0
TUK 11-2952,KI,65,294,50,11,126,0
MED 48-0750,KI,225,661,104,60,389,0
MED 48-0751,KI,218,510,78,35,331,0
MED 48-0752,KI,177,527,91,43,311,0
SEA 46-2093,KI,247,462,33,37,317,0
COVE,KI,223,545,68,59,350,0
DES 33-0437,KI,95,271,46,14,155,0
RNT 11-3660,KI,81,341,75,18,174,0
PAC 30-0885,KI,152,762,161,29,342,0
PAC 30-0887,KI,122,796,185,25,332,0
PAC 30-0886,KI,148,668,110,29,287,0
RNT 41-3438,KI,82,365,62,16,160,0
SEA 36-1308,KI,124,298,40,29,193,0
SEA 36-1309,KI,222,556,57,49,328,0
SEA 36-1306,KI,170,381,33,37,240,0
SEA 36-1307,KI,138,276,20,16,174,0
SEA 36-1304,KI,161,333,47,26,234,0
SEA 36-1305,KI,141,301,30,35,206,0
SEA 36-1303,KI,186,411,45,38,269,0
SEA 36-1300,KI,144,383,32,38,214,0
SEA 36-1301,KI,141,319,41,36,218,0
SEA 46-3677,KI,109,320,46,26,181,0
SEA 32-2224,KI,166,535,84,39,289,0
KIR 48-2788,KI,138,354,57,20,215,0
BRIARWOOD,KI,171,582,93,29,293,0
KEN 47-0880,KI,66,362,62,20,148,0
SEA 46-2377,KI,274,574,67,49,391,1
KIR 45-0554,KI,105,451,72,23,200,0
RNT 33-0455,KI,162,767,147,30,339,0
LFP 46-2439,KI,116,311,49,35,200,0
SEA 46-2371,KI,219,656,109,43,371,0
SEA 34-3263,KI,114,415,60,20,194,0
ISS 05-2461,KI,189,572,125,50,364,0
SEA 34-3265,KI,84,353,60,24,168,0
SEA 34-3264,KI,90,340,70,20,180,0
SEA 34-3266,KI,72,311,36,9,117,0
SEA 46-2373,KI,200,683,84,47,331,0
SHL 32-0648,KI,127,481,83,22,232,0
SEA 37-3694,KI,32,92,5,7,44,0
SEA 36-1273,KI,128,279,47,26,201,0
EDGEHILL,KI,25,67,15,4,44,0
BEL 48-2412,KI,91,308,56,21,168,0
AUB 47-3635,KI,145,746,120,30,295,0
FED 30-3599,KI,108,420,64,41,213,0
RNT 11-3590,KI,166,710,131,30,327,0
M-V 05-3589,KI,175,725,136,32,343,0
FED 30-3596,KI,115,332,46,17,178,0
RED 45-3315,KI,300,705,126,76,503,1
COV 47-3551,KI,98,375,67,16,181,0
AUB 30-2702,KI,63,470,85,8,156,0
AUB 30-2703,KI,21,262,40,2,63,0
SAM 41-2469,KI,163,529,80,45,288,0
SHL 32-0735,KI,76,269,43,22,141,0
BEL 41-3671,KI,104,337,43,17,164,0
SEA 36-3252,KI,121,477,62,28,211,0
SEA 37-1854,KI,104,386,59,27,190,0
SEA 43-1849,KI,118,323,22,21,161,0
SEA 37-1850,KI,232,650,75,39,346,0
SEA 37-1853,KI,80,281,29,11,120,0
MONEYSMITH,KI,193,669,168,29,390,0
SEA 43-1845,KI,183,575,61,33,277,0
SEA 43-1847,KI,163,484,34,30,227,0
SEA 43-1846,KI,112,345,29,17,158,0
SEA 43-1843,KI,181,551,37,33,251,0
SEA 43-1842,KI,184,521,44,54,282,0
M-V 05-2748,KI,146,806,156,45,347,0
BEL 41-3695,KI,111,390,48,24,183,0
SEA 43-2545,KI,247,699,64,64,375,0
KEN 33-0270,KI,36,271,44,7,87,0
CAR 05-0290,KI,127,512,106,43,276,0
SHL 32-0537,KI,120,337,66,26,212,0
RNT 11-0804,KI,160,842,151,31,342,0
BROOKSIDE,KI,211,548,102,32,345,0
AUB 47-2729,KI,88,396,75,19,182,0
CLAY,KI,118,438,97,22,237,0
FARLEY,KI,194,739,169,51,414,0
WOD 45-3192,KI,116,352,69,26,211,0
WOD 45-3193,KI,99,462,78,32,209,0
ROUNDTABLE,KI,77,602,97,38,212,0
AUB 47-2723,KI,96,346,121,17,234,0
RIDGE,KI,218,669,133,42,393,0
BUR 33-0562,KI,81,403,96,17,194,0
AUB 47-2478,KI,131,490,160,37,328,0
AUB 47-3413,KI,160,758,134,29,323,0
SHL 32-1077,KI,116,471,85,24,225,0
KEN 33-2570,KI,143,582,94,28,265,0
BEL 41-1235,KI,101,334,47,32,180,0
SHL 32-0917,KI,139,537,71,42,252,0
SHL 32-0914,KI,170,495,88,31,289,0
SEA 34-1533,KI,100,229,31,28,159,0
SEA 34-1532,KI,86,237,39,13,138,0
SEA 43-1263,KI,162,350,34,34,230,0
SEA 34-1530,KI,230,619,95,42,367,0
SEA 34-1537,KI,75,289,55,26,156,0
SEA 34-1536,KI,120,304,43,28,191,0
SEA 34-1535,KI,101,239,32,13,146,0
KIR 01-2918,KI,170,667,107,44,321,0
SEA 43-1269,KI,171,357,32,31,234,0
SEA 43-1268,KI,189,352,35,30,254,0
SEA 34-1539,KI,113,356,57,28,198,0
SEA 34-1538,KI,112,378,53,37,202,0
HUNTER,KI,203,811,129,57,389,0
SEA 43-1353,KI,197,449,32,31,260,0
GUENEVERE,KI,64,342,67,18,149,0
SEA 46-2298,KI,138,321,37,30,205,0
WEEKS,KI,223,713,113,54,390,0
THOMAS,KI,138,442,90,21,249,0
KEN 33-1055,KI,60,424,56,7,123,0
N-B 05-3611,KI,153,664,123,40,316,0
LAKE DESIRE,KI,174,605,117,32,323,0
NAILA,KI,195,798,165,56,416,0
BRIGID,KI,78,320,72,18,168,0
WOD 45-1205,KI,190,507,119,31,340,0
BOT 01-2865,KI,123,356,55,27,205,0
SHL 32-0001,KI,70,439,78,27,175,0
ROWAN,KI,109,356,61,25,195,0
KMR 46-0677,KI,138,552,92,44,274,0
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,321,799,110,78,509,0
SEA 46-2252,KI,104,261,41,27,172,0
SEA 46-2253,KI,208,521,64,50,322,0
SEA 46-2251,KI,219,555,77,56,352,0
GLENN,KI,79,255,40,7,126,0
MAURY,KI,180,413,83,29,292,0
BEL 48-0167,KI,83,271,56,19,158,0
SEA 36-2148,KI,154,359,38,37,229,0
KEN 47-3483,KI,154,606,105,26,285,0
SEA 43-2862,KI,224,736,91,45,360,0
SEA 46-2353,KI,96,488,75,28,199,0
COV 47-1153,KI,124,626,131,29,284,0
SET 33-1031,KI,190,925,159,49,398,0
SEA 46-2317,KI,179,433,52,38,269,0
SHL 32-0454,KI,108,300,46,19,173,0
SEA 43-1280,KI,219,669,64,54,337,0
LAKE YOUNGS,KI,190,669,168,32,390,0
FED 30-3034,KI,92,359,64,15,171,0
FED 30-3035,KI,58,265,62,8,128,0
ARTHUR,KI,288,863,180,42,510,0
FED 30-3037,KI,94,359,86,11,191,0
FED 30-3030,KI,80,361,80,15,175,0
FED 30-3031,KI,129,542,119,25,273,0
FED 30-3032,KI,55,267,56,20,131,0
FED 30-3033,KI,95,408,87,19,201,0
BEL 41-2484,KI,102,404,67,30,199,0
FED 30-3038,KI,56,198,44,15,115,0
FED 30-3039,KI,89,331,78,19,186,0
ISS 41-2401,KI,193,657,86,63,342,0
SHL 32-1197,KI,92,352,64,35,191,0
KEN 11-3663,KI,99,387,106,20,225,0
BINGAMAN,KI,157,565,133,23,313,0
ISS 41-2409,KI,400,1074,302,127,829,0
RENHILL,KI,98,406,82,24,204,0
BARCLAY,KI,83,295,51,28,162,0
C-H 48-0323,KI,164,440,58,36,258,0
C-H 48-0322,KI,90,252,52,17,159,0
C-H 48-0321,KI,142,356,50,24,216,0
SEA 43-2007,KI,111,256,23,30,164,0
SEA 43-2000,KI,208,550,48,38,294,0
C-H 48-0326,KI,91,268,45,25,161,0
C-H 48-0325,KI,171,446,68,37,276,0
C-H 48-0324,KI,164,434,62,39,265,0
SEA 43-2008,KI,120,257,30,19,169,0
SEA 43-2009,KI,254,487,38,37,329,0
KMR 46-0696,KI,240,728,153,62,455,0
DUV 45-0389,KI,237,817,140,37,414,0
SEA 46-1284,KI,98,278,26,16,140,0
SEA 46-1285,KI,128,303,32,22,182,0
SEA 46-1282,KI,264,656,65,70,399,0
SEA 46-1283,KI,145,391,26,33,204,0
SEA 36-1661,KI,125,277,46,22,193,0
SEA 36-1663,KI,151,275,30,24,205,0
SEA 36-1662,KI,167,450,80,44,291,0
BOT 01-2677,KI,130,344,45,29,204,0
BOT 01-2676,KI,192,825,143,56,391,0
SEA 36-1666,KI,242,572,82,36,360,0
SEA 36-1668,KI,133,443,78,33,244,0
SHL 32-0357,KI,146,501,90,28,264,0
SEA 36-1689,KI,202,484,66,44,313,1
SEA 36-1688,KI,109,273,46,24,179,0
SHL 32-0754,KI,227,629,96,66,389,0
RED 45-3547,KI,252,711,89,47,388,0
SEA 36-1683,KI,118,305,53,34,205,0
SEA 36-1682,KI,112,309,50,28,190,0
KIR 45-1019,KI,201,767,122,41,364,0
N-B 05-3296,KI,223,682,124,45,392,0
SEA 36-1686,KI,216,768,92,44,352,0
SEA 36-1685,KI,148,418,46,26,220,0
SEA 36-1684,KI,97,338,52,24,173,0
KIR 45-2760,KI,201,618,138,47,386,0
KIR 45-2761,KI,170,601,113,59,342,0
SEA 36-2795,KI,139,479,47,23,209,0
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,92,393,74,20,186,0
SEA 43-1271,KI,174,473,48,38,260,0
FED 30-2988,KI,145,629,153,34,332,0
SEA 43-1363,KI,258,725,76,52,386,0
SEA 37-1840,KI,174,616,64,43,281,0
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,37,481,73,10,120,0
FED 30-3582,KI,54,255,30,11,95,0
SHL 32-0488,KI,71,282,37,28,136,0
BEL 41-0408,KI,84,212,37,15,136,0
WOD 45-3270,KI,172,612,88,38,298,0
DEVILLE,KI,124,558,120,19,263,0
WYNOCHE,KI,143,397,95,19,257,0
HPT 48-0533,KI,128,334,43,33,204,0
BOWOOD,KI,187,625,109,43,339,0
SEA 11-1942,KI,170,526,68,33,271,0
SEA 11-1941,KI,157,431,44,23,224,0
SEA 37-1841,KI,269,813,76,50,396,1
SEA 11-1947,KI,119,453,51,34,204,0
SEA 11-1945,KI,205,703,91,45,341,0
RED 45-2492,KI,113,356,76,25,214,0
SEA 43-1851,KI,305,694,57,51,413,0
SEA 43-1856,KI,239,579,51,32,322,0
SEA 43-1857,KI,182,528,39,30,251,0
SEA 43-1855,KI,229,619,50,57,337,1
MILWAUKEE,KI,14,50,9,1,24,0
RNT 11-2475,KI,130,654,116,46,292,0
SEA 43-1859,KI,205,553,52,29,286,0
HAM LAKE,KI,129,467,92,46,267,0
BRYAN,KI,84,351,80,24,188,0
KIR 45-0610,KI,175,552,108,39,322,0
KIR 45-0616,KI,171,557,93,33,297,0
BUR 34-0381,KI,111,486,92,40,243,0
KIR 45-0618,KI,209,454,69,37,315,0
KIR 45-0619,KI,126,296,44,20,190,0
SHL 32-0241,KI,147,612,104,40,291,0
KIR 01-0870,KI,178,632,116,46,340,0
MORTON,KI,173,723,202,50,425,0
SEA 43-1858,KI,140,335,30,33,203,0
SHL 32-0866,KI,113,432,81,21,215,0
SEA 46-2285,KI,145,286,34,32,211,0
RNT 41-0995,KI,190,740,119,37,346,0
RNT 41-0994,KI,133,488,88,29,250,0
RNT 41-0993,KI,137,703,141,43,321,0
BEL 41-3225,KI,145,539,67,33,245,0
BEL 41-3226,KI,172,531,72,34,278,0
SEA 36-3689,KI,106,398,30,30,166,0
SEA 36-3686,KI,159,501,67,28,254,0
SEAN,KI,156,690,159,52,367,0
SEA 43-2069,KI,278,652,51,70,399,0
SEA 46-2283,KI,142,348,38,34,214,0
BUR 34-0560,KI,113,474,92,18,223,0
BOT 01-0257,KI,207,718,134,76,417,0
BOT 01-0256,KI,253,670,108,56,417,0
BOT 01-0255,KI,241,750,133,54,428,0
BOT 01-0254,KI,163,561,105,43,311,0
BOT 01-0253,KI,113,400,76,40,229,0
BOT 01-0252,KI,162,514,106,40,308,0
SHL 32-1158,KI,85,317,54,19,158,0
BOT 01-0259,KI,126,430,77,42,245,0
BOT 01-0258,KI,248,817,131,61,440,0
ISS 05-3691,KI,95,314,52,25,172,0
AUB 47-0041,KI,122,735,150,31,303,0
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,66,222,20,14,100,0
SEA 46-2320,KI,137,350,55,30,222,0
SEA 46-2321,KI,155,333,45,25,225,0
SEA 34-1520,KI,105,314,56,29,190,0
SEA 34-1521,KI,118,266,37,26,181,0
SEA 34-1522,KI,111,261,39,21,171,0
SEA 34-1523,KI,125,296,44,24,193,0
SEA 34-1524,KI,126,291,41,32,199,0
SEA 34-1526,KI,104,248,27,25,156,0
SEA 34-1527,KI,196,684,106,49,351,0
PORTAGE,KI,171,396,60,39,270,0
SEA 43-1278,KI,197,588,70,41,308,0
SEA 43-1279,KI,288,684,54,64,406,0
WOD 45-0676,KI,179,502,79,46,304,0
WHITE CENTER,KI,152,788,130,15,297,0
REINTREE,KI,202,565,113,38,353,0
M-I 41-0781,KI,106,216,14,20,140,0
M-I 41-0780,KI,144,389,42,40,226,0
M-I 41-0782,KI,179,503,64,42,285,0
M-I 41-0785,KI,146,380,59,38,243,0
M-I 41-0784,KI,166,411,46,34,246,0
NEW 41-3228,KI,139,470,77,38,254,0
DES 33-2672,KI,91,577,117,23,231,0
M-I 41-0789,KI,253,607,81,57,391,0
NEW 41-3227,KI,132,467,88,34,254,0
LFP 46-1143,KI,179,436,83,37,299,0
KEN 47-2836,KI,121,531,114,24,259,0
KEN 47-2834,KI,133,564,96,26,255,0
SEA 11-1550,KI,131,563,68,23,222,0
SEA 11-1552,KI,91,379,53,22,166,0
DES 33-2455,KI,77,579,86,12,175,0
SHL 32-0038,KI,124,498,87,36,247,0
SEA 43-2928,KI,237,639,55,47,339,0
DORRE DON,KI,244,793,172,61,477,0
KEN 47-2838,KI,158,650,126,23,307,0
KEN 47-3344,KI,148,473,121,29,298,0
M-I 41-0769,KI,205,544,71,57,333,0
M-I 41-0768,KI,104,307,44,22,170,0
ISS 05-3206,KI,214,758,142,63,419,0
M-I 41-0763,KI,131,303,38,31,200,0
M-I 41-0762,KI,95,256,25,28,148,0
M-I 41-0761,KI,133,335,49,26,208,0
M-I 41-0767,KI,90,260,33,18,141,0
M-I 41-0766,KI,122,322,44,31,197,0
M-I 41-0765,KI,251,645,129,61,441,0
FED 30-3574,KI,49,353,59,9,117,0
SEA 46-2099,KI,204,437,40,49,293,0
THISTLE,KI,78,334,60,14,152,0
WOLF,KI,155,690,110,43,308,0
DES 33-1071,KI,84,390,73,24,181,0
COV 47-2586,KI,120,588,100,23,243,0
COV 47-1127,KI,153,606,114,36,303,0
SEA 34-1469,KI,85,362,60,37,182,0
SEA 34-1468,KI,148,448,76,32,256,0
BROOKSHIRE,KI,109,430,65,33,207,0
FED 30-3008,KI,65,365,82,16,163,0
BEL 41-2906,KI,142,474,78,44,264,0
M-V 05-1218,KI,196,674,141,41,378,0
FED 30-3001,KI,157,622,158,42,357,0
FED 30-3000,KI,72,479,103,22,197,0
FED 30-3003,KI,134,563,107,29,270,0
FED 30-3002,KI,135,690,142,37,314,0
FED 30-3005,KI,119,298,71,11,201,0
MIRRORMONT,KI,138,446,71,34,243,0
FED 30-3007,KI,59,242,69,16,144,0
FED 30-3006,KI,100,466,76,31,207,0
KIR 45-3397,KI,78,314,38,14,130,0
RAGING RIVER,KI,146,505,86,36,268,0
N-B 05-3406,KI,64,309,56,16,136,0
CEDAR PARK,KI,54,245,53,11,118,0
SHAWNEE,KI,183,426,62,46,291,0
ILLAHEE,KI,96,328,108,18,222,0
FRAGER,KI,1,2,0,0,1,0
SEA 43-2039,KI,145,328,30,24,199,0
SEA 43-2038,KI,257,560,48,50,355,0
SEA 43-2033,KI,187,438,54,35,276,0
SEA 43-2035,KI,194,668,69,38,301,0
PORT,KI,2,17,1,4,7,0
SEA 43-2037,KI,196,551,45,33,274,0
KIR 48-2657,KI,109,385,71,22,202,0
KMR 46-0689,KI,209,550,88,50,347,0
KMR 46-0686,KI,166,478,77,40,283,0
SEA 36-1326,KI,279,693,92,65,436,0
KEN 47-0662,KI,191,659,166,42,399,0
CARRIAGE LANE,KI,162,621,107,45,314,0
AVALON,KI,82,372,80,29,191,0
SEA 36-1676,KI,98,261,40,29,167,0
SEA 36-1677,KI,138,336,48,33,219,0
WHITE RIVER,KI,169,597,132,36,337,0
SEA 36-1675,KI,125,309,54,30,209,0
SEA 36-1672,KI,97,252,49,17,164,1
SEA 36-1673,KI,300,806,143,87,530,0
SEA 36-1670,KI,202,492,82,47,331,0
SEA 43-2105,KI,253,628,54,54,361,0
SEA 43-2104,KI,201,379,24,35,260,0
BUR 33-0957,KI,73,323,55,13,141,0
SEA 43-1262,KI,208,468,50,50,308,0
SEA 36-1679,KI,169,413,62,41,272,0
KMR 46-0535,KI,164,610,119,41,324,0
SHL 32-0692,KI,171,554,88,40,299,0
SEA 36-1698,KI,109,278,42,16,167,0
SEA 36-1699,KI,103,295,37,20,160,0
ISS 05-0548,KI,205,772,129,64,398,0
SEA 36-1690,KI,95,342,39,43,178,1
SEA 36-1691,KI,90,274,45,21,156,0
SEA 36-1692,KI,171,363,54,31,256,0
BRYN MAWR,KI,97,365,71,33,201,0
BEL 48-3675,KI,72,330,52,17,141,0
BEL 48-3674,KI,89,436,66,30,185,0
SEA 36-1696,KI,182,433,61,43,286,0
SEA 36-1697,KI,118,312,45,23,186,0
BOT 01-3420,KI,88,399,83,34,205,0
DES 33-0297,KI,54,240,56,11,121,0
SEA 36-2118,KI,180,383,46,24,250,0
KEN 33-3172,KI,58,571,72,12,142,0
BEA 41-0099,KI,90,240,43,18,151,0
SEA 36-2523,KI,208,496,75,50,333,0
SEA 36-2522,KI,129,356,72,29,230,0
SEA 46-3688,KI,13,24,2,0,15,0
SEA 36-2520,KI,195,573,61,42,298,0
SEA 36-2527,KI,125,294,45,25,195,0
SEA 36-2526,KI,203,444,54,43,301,1
SEA 36-2524,KI,96,216,29,27,152,0
SEA 36-2529,KI,215,456,52,47,314,0
SEA 36-2528,KI,276,576,80,44,400,0
SEA 36-1722,KI,146,536,64,46,256,0
FED 30-2999,KI,56,392,67,14,137,0
FED 30-2994,KI,47,225,60,11,118,0
FED 30-2995,KI,66,243,43,13,122,0
FED 30-2996,KI,98,510,100,20,218,0
FED 30-2990,KI,101,589,112,26,239,0
FED 30-2991,KI,77,360,83,27,187,0
FED 30-2992,KI,77,356,78,19,174,0
FED 30-2993,KI,181,677,120,39,340,0
KIR 45-0442,KI,174,557,78,34,286,0
SHL 32-0346,KI,83,256,32,16,131,0
M-V 05-3367,KI,173,763,144,40,358,1
M-V 05-3366,KI,84,446,66,22,172,0
DES 33-0361,KI,85,386,97,19,201,0
DES 33-0360,KI,186,582,142,45,373,0
DES 33-0363,KI,77,350,68,9,154,0
DES 33-0362,KI,95,554,99,15,209,0
M-V 05-3369,KI,180,680,159,44,383,0
DES 33-0364,KI,85,441,96,15,196,0
DES 33-0367,KI,108,411,100,26,234,0
DES 33-0366,KI,179,593,128,36,343,0
SEA 43-1266,KI,139,351,39,35,213,0
SEA 37-1839,KI,273,754,81,45,399,0
SEA 37-1838,KI,257,764,110,38,405,0
KIR 01-2488,KI,270,786,131,72,473,0
SEA 37-1834,KI,129,386,41,18,188,0
SEA 37-1833,KI,209,653,95,32,336,0
SEA 37-1831,KI,142,353,47,32,221,0
SEA 43-1826,KI,253,567,65,36,354,0
SEA 43-1821,KI,100,233,26,18,144,0
KEN 47-0910,KI,118,765,157,34,309,0
BUR 33-0094,KI,107,450,87,35,229,0
SEA 46-2350,KI,128,407,64,25,217,0
AUB 47-3276,KI,109,610,111,27,247,0
NEW 41-0840,KI,189,684,102,46,337,0
KMR 46-2754,KI,123,344,46,42,211,0
BEL 41-0505,KI,103,279,58,36,197,0
BUR 34-0710,KI,71,357,79,25,175,0
RNT 41-0989,KI,131,693,109,30,270,0
STACY,KI,37,173,42,10,89,0
SEA 36-2749,KI,72,336,43,15,130,0
SEA 34-1546,KI,171,385,53,33,257,0
AUB 47-2700,KI,27,212,40,6,73,0
AUB 47-2701,KI,58,486,78,10,146,0
SEA 36-2743,KI,217,501,77,38,332,0
VALENCIA,KI,115,501,112,31,258,0
SAM 41-2937,KI,132,452,78,39,249,0
KELSEY,KI,86,439,99,24,209,0
KEN 33-0453,KI,173,815,165,26,364,0
M-V 05-3245,KI,185,636,148,34,367,0
NEW 41-2811,KI,118,381,93,17,228,0
KIR 01-0403,KI,152,537,83,40,275,0
PINE,KI,36,139,36,4,76,0
SEA 36-3345,KI,168,517,61,31,260,0
SHL 32-0559,KI,87,308,47,23,157,0
SEA 36-3341,KI,199,654,92,34,325,0
BEL 41-0180,KI,93,325,49,31,173,0
BUR 34-0402,KI,122,390,77,42,241,0
SEA 34-1515,KI,160,391,53,34,247,0
SEA 34-1514,KI,160,521,85,32,277,0
SEA 34-1517,KI,90,260,32,23,145,0
SEA 34-1516,KI,145,399,57,25,227,0
SEA 34-1511,KI,94,320,46,32,172,0
