Row Label,County,Yes,No
PRECINCT 107,DG,66,130
PRECINCT 106,DG,67,127
PRECINCT 105,DG,63,82
PRECINCT 104,DG,241,267
PRECINCT 103,DG,37,65
PRECINCT 102,DG,186,268
PRECINCT 101,DG,74,165
PRECINCT 109,DG,49,94
PRECINCT 108,DG,64,151
PRECINCT 305,DG,39,125
PRECINCT 304,DG,20,51
PRECINCT 307,DG,16,51
PRECINCT 306,DG,70,130
PRECINCT 208,DG,66,110
PRECINCT 209,DG,103,242
PRECINCT 303,DG,70,158
PRECINCT 302,DG,163,197
PRECINCT 204,DG,115,232
PRECINCT 205,DG,144,303
PRECINCT 206,DG,63,143
PRECINCT 207,DG,129,234
PRECINCT 309,DG,24,71
PRECINCT 201,DG,83,156
PRECINCT 202,DG,48,68
PRECINCT 203,DG,122,171
PRECINCT 311,DG,40,129
PRECINCT 310,DG,31,87
PRECINCT 316,DG,118,196
PRECINCT 308,DG,16,50
PRECINCT 314,DG,40,25
PRECINCT 315,DG,160,238
PRECINCT 114,DG,70,125
PRECINCT 110,DG,101,183
PRECINCT 111,DG,139,270
PRECINCT 112,DG,97,149
PRECINCT 113,DG,97,110
PRECINCT 318,DG,36,68
PRECINCT 312,DG,70,137
PRECINCT 313,DG,18,45
PRECINCT 215,DG,105,177
PRECINCT 214,DG,40,39
PRECINCT 213,DG,31,168
PRECINCT 212,DG,63,165
PRECINCT 211,DG,24,69
PRECINCT 210,DG,60,57
PRECINCT 317,DG,176,276
PRECINCT 301,DG,151,308
Total,DG,3805,6862
