Row Label,County,Repealed,Maintained
PRECINCT 107,DG,111,72
PRECINCT 106,DG,100,79
PRECINCT 105,DG,73,61
PRECINCT 104,DG,263,211
PRECINCT 103,DG,47,48
PRECINCT 102,DG,213,199
PRECINCT 101,DG,118,110
PRECINCT 109,DG,75,61
PRECINCT 108,DG,104,96
PRECINCT 305,DG,96,58
PRECINCT 304,DG,27,36
PRECINCT 307,DG,33,28
PRECINCT 306,DG,88,90
PRECINCT 208,DG,93,74
PRECINCT 209,DG,199,120
PRECINCT 303,DG,121,97
PRECINCT 302,DG,144,189
PRECINCT 204,DG,159,166
PRECINCT 205,DG,242,159
PRECINCT 206,DG,102,81
PRECINCT 207,DG,190,147
PRECINCT 309,DG,63,20
PRECINCT 201,DG,135,90
PRECINCT 202,DG,62,45
PRECINCT 203,DG,158,111
PRECINCT 311,DG,81,66
PRECINCT 310,DG,68,44
PRECINCT 316,DG,146,135
PRECINCT 308,DG,41,23
PRECINCT 314,DG,22,34
PRECINCT 315,DG,182,181
PRECINCT 114,DG,87,83
PRECINCT 110,DG,149,113
PRECINCT 111,DG,190,187
PRECINCT 112,DG,112,114
PRECINCT 113,DG,99,98
PRECINCT 318,DG,57,39
PRECINCT 312,DG,113,84
PRECINCT 313,DG,32,27
PRECINCT 215,DG,159,112
PRECINCT 214,DG,40,33
PRECINCT 213,DG,113,59
PRECINCT 212,DG,117,97
PRECINCT 211,DG,45,44
PRECINCT 210,DG,67,45
PRECINCT 317,DG,219,201
PRECINCT 301,DG,197,216
Total,DG,5352,4483
