Row Label,County,Repealed,Maintained
Pct 008,FR,137,67
Pct 009,FR,49,20
Pct 002,FR,62,46
Pct 003,FR,39,16
Pct 001,FR,143,63
Pct 006,FR,81,29
Pct 007,FR,65,37
Pct 004,FR,60,31
Pct 005,FR,47,21
Pct 082,FR,83,27
Pct 083,FR,60,33
Pct 080,FR,165,114
Pct 081,FR,43,23
Pct 086,FR,46,37
Pct 087,FR,37,32
Pct 084,FR,29,18
Pct 085,FR,38,14
Pct 088,FR,23,17
Pct 089,FR,76,39
Pct 079,FR,70,41
Pct 078,FR,63,26
Pct 077,FR,47,14
Pct 076,FR,56,26
Pct 075,FR,17,23
Pct 074,FR,127,102
Pct 073,FR,129,135
Pct 072,FR,94,37
Pct 071,FR,89,65
Pct 070,FR,24,42
Pct 101,FR,70,34
Pct 100,FR,62,34
Pct 068,FR,8,4
Pct 069,FR,23,17
Pct 064,FR,124,57
Pct 065,FR,66,41
Pct 066,FR,163,121
Pct 067,FR,138,90
Pct 060,FR,46,46
Pct 061,FR,199,86
Pct 062,FR,208,156
Pct 063,FR,116,80
Pct 059,FR,157,142
Pct 058,FR,15,14
Pct 051,FR,134,101
Pct 050,FR,132,103
Pct 053,FR,106,69
Pct 052,FR,36,26
Pct 055,FR,183,150
Pct 054,FR,56,43
Pct 057,FR,91,92
Pct 056,FR,98,67
Pct 046,FR,182,113
Pct 047,FR,22,5
Pct 044,FR,122,76
Pct 045,FR,170,91
Pct 042,FR,91,71
Pct 043,FR,105,63
Pct 040,FR,115,92
Pct 041,FR,64,56
Pct 048,FR,117,121
Pct 049,FR,117,129
Pct 033,FR,89,66
Pct 032,FR,210,187
Pct 031,FR,40,35
Pct 030,FR,34,26
Pct 037,FR,169,116
Pct 036,FR,163,121
Pct 035,FR,64,51
Pct 034,FR,129,122
Pct 039,FR,129,86
Pct 038,FR,114,91
Pct 020,FR,58,18
Pct 021,FR,23,16
Pct 022,FR,102,74
Pct 023,FR,170,148
Pct 024,FR,106,52
Pct 025,FR,46,21
Pct 026,FR,77,41
Pct 027,FR,57,22
Pct 028,FR,52,30
Pct 029,FR,67,29
Pct 019,FR,107,64
Pct 018,FR,50,12
Pct 015,FR,64,50
Pct 014,FR,54,42
Pct 017,FR,85,46
Pct 016,FR,16,3
Pct 011,FR,69,36
Pct 010,FR,88,36
Pct 013,FR,56,28
Pct 012,FR,46,45
Pct 095,FR,38,23
Pct 094,FR,0,0
Pct 097,FR,36,14
Pct 096,FR,52,33
Pct 091,FR,6,6
Pct 090,FR,90,59
Pct 093,FR,84,63
Pct 092,FR,79,57
Total,FR,8295,5569
Pct 099,FR,19,10
Pct 098,FR,22,5
