Row Label,County,Yes,No
02-154(*),PI,0,0
28-588,PI,301,253
28-589,PI,311,218
28-587,PI,191,157
02-135(*),PI,0,0
28-585,PI,115,68
02-136(*),PI,0,0
25-280,PI,372,253
02-148,PI,306,262
02-120,PI,241,162
02-121,PI,333,174
02-122,PI,323,178
02-123,PI,326,207
02-124,PI,252,160
02-125,PI,275,125
02-126,PI,312,207
02-127,PI,200,89
02-128,PI,349,146
02-129,PI,198,109
02-140,PI,326,257
02-141,PI,356,223
02-142,PI,225,136
25-279,PI,301,178
25-278,PI,136,66
Total,PI,8847,5783
02-151,PI,105,86
02-159,PI,181,147
02-117,PI,228,191
02-157,PI,39,22
02-139,PI,278,226
02-138,PI,393,262
02-137,PI,7,4
02-150,PI,256,200
02-153,PI,262,219
02-134,PI,337,228
02-133,PI,86,51
02-131,PI,410,173
02-130,PI,191,73
