Row Label,County,Repealed,Maintained
CAMANO 08,IS,261,180
CAMANO 09,IS,363,287
S WHIDBEY 09,IS,325,441
S WHIDBEY 08,IS,209,444
N WHIDBEY 04,IS,402,344
N WHIDBEY 05,IS,197,172
N WHIDBEY 06,IS,189,187
N WHIDBEY 07,IS,248,262
S WHIDBEY 03,IS,371,451
S WHIDBEY 02,IS,309,444
S WHIDBEY 01,IS,339,469
CAMANO 03,IS,345,332
S WHIDBEY 07,IS,300,434
S WHIDBEY 06,IS,306,422
S WHIDBEY 05,IS,324,505
S WHIDBEY 04,IS,268,454
N WHIDBEY 01,IS,341,350
N WHIDBEY 03,IS,266,229
CAMANO 01,IS,250,280
C WHIDBEY 03,IS,326,438
C WHIDBEY 02,IS,332,442
C WHIDBEY 01,IS,206,230
COUPEVILLE,IS,282,458
C WHIDBEY 05,IS,310,415
C WHIDBEY 04,IS,360,399
N WHIDBEY 02,IS,317,319
N WHIDBEY 08,IS,171,255
N WHIDBEY 09,IS,199,202
CAMANO 02,IS,324,353
N WHIDBEY 11,IS,47,59
N WHIDBEY 10,IS,106,64
S WHIDBEY 10,IS,265,478
CAMANO 04,IS,395,484
CAMANO 05,IS,397,324
CAMANO 06,IS,360,336
CAMANO 11,IS,334,301
CAMANO 10,IS,230,265
CAMANO 07,IS,267,324
OAK HARBOR 08,IS,253,243
OAK HARBOR 09,IS,65,82
OAK HARBOR 01,IS,292,286
OAK HARBOR 02,IS,211,226
OAK HARBOR 03,IS,261,298
OAK HARBOR 04,IS,286,290
OAK HARBOR 05,IS,277,311
OAK HARBOR 06,IS,262,229
OAK HARBOR 07,IS,300,303
LANGLEY,IS,165,371
Total,IS,13213,15472
