Row Label,County,Yes,No
Yellowhawk 58,WL,22,22
CP 3 63,WL,258,236
Touchet 5 56(*),WL,0,0
Spruce 24,WL,112,108
Birch 05,WL,180,89
Baumeister 04,WL,232,176
Jefferson 13,WL,325,265
Ice Harbor 34,WL,106,343
Alder 02,WL,90,87
Waitsburg 65,WL,166,321
Lincoln 49,WL,21,53
CP 1 61,WL,290,211
Watertown 29,WL,151,126
Frenchtown 4 45,WL,16,30
Ritz 53,WL,238,332
CP 2 62,WL,163,217
Frenchtown 5 44,WL,60,145
Alderbrook 01,WL,90,151
Baker 33,WL,34,71
Edison 08,WL,155,129
Pine 21,WL,89,88
Mill Creek 50,WL,88,176
Sharpstein 23,WL,162,112
Gose 47,WL,46,59
CP 5 67,WL,218,211
Henderson 11,WL,157,132
Burbank 38,WL,151,340
Garfield 09,WL,152,169
Washington 60,WL,44,111
Garrison 46,WL,76,159
Berney 35,WL,123,168
Isaacs 12,WL,112,100
Paine 20,WL,98,56
Pleasant 22,WL,256,280
Wallula 59,WL,11,31
Monroe 18,WL,378,270
Ash 03,WL,169,268
Dixie 41,WL,72,201
Touchet 4 55,WL,86,242
CP 6 68,WL,29,38
Eureka 4 43(*),WL,0,0
Blalock 36,WL,191,273
Stadium 25,WL,143,117
Clyde 39,WL,10,23
CP 4 66,WL,307,265
Pros Point 52,WL,453,504
Wainwright 28,WL,242,187
Moore 51,WL,129,121
Derry 40,WL,61,98
Eureka 5 42(*),WL,0,0
College 07,WL,204,83
Prescott 64,WL,28,60
Green Park 10,WL,166,52
Twin Grove 57,WL,107,152
Tausick 26,WL,141,137
Marcus 17,WL,364,320
Braden 37,WL,240,284
McNary 54,WL,70,192
Maple 16,WL,337,245
Total,WL,8718,9719
Abbott 31,WL,161,175
Clark 06,WL,120,70
