Row Label,County,Repealed,Maintained
27-407,PI,248,282
28-520,PI,297,267
28-521,PI,289,334
28-522,PI,240,394
28-523,PI,276,371
28-524,PI,309,377
28-525,PI,294,373
28-526,PI,159,295
28-527,PI,290,388
28-528,PI,268,327
28-529,PI,212,262
31-818,PI,49,56
31-819,PI,83,107
31-813,PI,86,123
31-810,PI,93,173
31-816,PI,152,214
31-817,PI,182,266
31-814,PI,31,25
31-815,PI,112,189
26-351,PI,224,337
26-350,PI,246,353
26-352,PI,226,349
31-926,PI,5,7
31-927,PI,198,161
31-924,PI,107,150
31-925,PI,39,75
25-248,PI,346,309
25-249,PI,234,317
31-920,PI,147,141
31-921,PI,188,157
25-244,PI,302,364
25-245,PI,3,2
25-246,PI,23,24
25-247,PI,244,221
25-240,PI,125,99
25-241,PI,147,106
25-242,PI,267,329
25-243,PI,234,211
02-110,PI,168,122
29-621(*),PI,0,0
29-668,PI,163,167
29-669,PI,242,205
29-662,PI,0,0
29-663,PI,200,189
29-660,PI,259,262
29-661,PI,163,201
29-667,PI,262,197
29-664,PI,216,209
28-565,PI,185,250
28-566,PI,197,257
28-567,PI,196,311
28-560,PI,290,388
28-561,PI,170,180
28-562,PI,156,153
28-563,PI,104,66
28-568,PI,209,301
02-148,PI,318,238
02-120,PI,200,179
02-121,PI,277,206
02-122,PI,253,217
02-123,PI,302,217
02-124,PI,209,178
02-125,PI,193,180
02-126,PI,290,207
02-127,PI,138,124
02-128,PI,244,230
02-129,PI,132,150
28-575(*),PI,0,0
31-824(*),PI,0,0
02-142,PI,212,209
26-315,PI,310,365
26-317,PI,288,302
26-316,PI,339,344
26-319,PI,247,296
26-318,PI,250,245
27-448,PI,11,7
27-449,PI,226,231
27-444,PI,206,219
27-445,PI,197,203
27-446,PI,190,206
27-447,PI,195,223
27-440,PI,228,240
27-441,PI,167,238
27-442,PI,162,165
27-443,PI,182,168
31-845,PI,163,175
31-844,PI,120,159
31-847,PI,104,79
31-846,PI,64,85
31-841,PI,124,97
31-840,PI,83,105
31-843,PI,137,153
31-842,PI,166,181
31-849,PI,69,66
31-848,PI,33,32
25-217,PI,275,332
25-216,PI,170,200
25-215,PI,272,251
25-213,PI,258,377
25-212,PI,266,299
25-211,PI,256,236
25-210,PI,284,421
25-219,PI,254,374
25-218,PI,230,338
29-671,PI,224,185
29-670,PI,256,245
29-675,PI,241,202
29-676,PI,226,212
29-635,PI,49,57
31-883,PI,205,332
29-637,PI,165,173
29-636,PI,244,266
29-633,PI,20,13
29-639,PI,218,159
29-638,PI,116,85
25-220(*),PI,0,0
31-882,PI,180,234
28-538,PI,188,280
28-537,PI,262,358
28-536,PI,262,327
28-535,PI,275,358
28-531,PI,236,299
28-530,PI,141,119
30-713,PI,2,2
31-809,PI,191,229
31-808,PI,200,205
31-801,PI,123,155
31-803,PI,198,217
31-802,PI,174,222
31-805,PI,203,207
31-804,PI,166,265
31-807,PI,2,2
31-806,PI,232,277
25-293,PI,265,277
27-417,PI,203,376
27-416,PI,237,312
27-415,PI,263,346
27-414,PI,177,397
27-413,PI,208,327
27-412,PI,252,234
27-411,PI,209,467
27-410,PI,206,339
31-898,PI,224,233
31-899,PI,113,119
27-419,PI,218,338
27-418,PI,229,274
25-292,PI,297,299
25-259,PI,276,256
25-258,PI,287,281
25-253,PI,207,144
25-252,PI,265,200
25-251,PI,244,246
25-250,PI,98,128
25-257,PI,237,242
25-256,PI,248,233
25-255,PI,179,143
25-254,PI,147,136
Total,PI,93099,103443
29-679,PI,183,176
29-678,PI,199,125
25-228,PI,245,229
25-226,PI,167,192
25-227,PI,150,135
29-673,PI,246,240
29-672,PI,139,118
25-222,PI,193,184
29-674,PI,75,81
29-677,PI,234,234
25-221,PI,234,295
25-275(*),PI,0,0
30-708,PI,143,220
28-573,PI,165,146
28-572,PI,213,225
28-571,PI,2,7
28-570,PI,6,3
28-577,PI,7,11
28-576,PI,215,313
28-574,PI,55,41
28-579,PI,49,22
28-578,PI,39,62
02-139,PI,270,203
02-138,PI,299,315
02-137,PI,164,115
02-136,PI,54,43
02-135,PI,326,246
02-134,PI,296,238
02-133,PI,61,70
02-131,PI,324,225
02-130,PI,121,127
27-428,PI,174,279
27-429,PI,186,301
27-426,PI,152,324
27-427,PI,172,332
27-424,PI,185,340
27-425,PI,159,344
27-422,PI,213,439
27-423,PI,197,402
27-420,PI,192,428
27-421,PI,171,278
26-328,PI,240,294
26-329,PI,254,361
26-324,PI,276,320
26-325,PI,241,327
26-326,PI,284,346
26-327,PI,236,355
26-320,PI,238,339
26-321,PI,353,421
26-322,PI,357,293
26-323,PI,324,382
28-506,PI,256,334
28-507,PI,241,225
28-504,PI,252,319
28-505,PI,255,416
28-502,PI,226,363
28-503,PI,278,288
28-501,PI,252,341
31-893(*),PI,0,0
28-508,PI,125,141
28-509,PI,0,0
27-459,PI,140,130
27-458,PI,145,153
27-453,PI,177,120
27-452,PI,218,216
27-451,PI,169,202
27-450,PI,251,243
27-457,PI,205,180
27-456,PI,176,152
27-455,PI,208,181
27-454,PI,234,224
31-873,PI,40,39
31-874,PI,0,0
31-875,PI,223,300
31-876,PI,19,7
31-877,PI,99,107
31-879,PI,40,62
25-283,PI,151,135
25-262,PI,257,275
25-263,PI,247,222
25-260,PI,272,293
25-261,PI,207,189
25-266,PI,267,333
25-267,PI,116,147
25-264,PI,282,283
25-265,PI,307,233
25-268,PI,147,134
25-269,PI,181,178
29-600,PI,0,0
29-601,PI,187,166
29-602,PI,171,144
29-603,PI,200,190
29-604,PI,186,203
29-605,PI,181,158
29-606,PI,241,206
29-607,PI,231,244
29-608,PI,186,164
29-609,PI,156,144
31-881,PI,124,151
28-548,PI,243,231
28-549,PI,225,305
31-880,PI,58,99
28-542,PI,221,333
28-543,PI,197,260
28-540,PI,298,389
28-541,PI,222,287
28-546,PI,237,270
28-547,PI,321,347
28-545,PI,255,284
02-106,PI,281,267
30-709,PI,183,181
02-105,PI,102,92
02-101,PI,109,59
31-885,PI,72,92
30-701,PI,8,11
30-707,PI,92,121
30-706,PI,184,193
30-705,PI,127,107
31-884,PI,200,315
31-834,PI,163,179
31-835,PI,289,316
31-836,PI,167,244
31-837,PI,166,164
31-830,PI,88,75
31-887,PI,147,183
31-833,PI,201,194
31-886,PI,206,191
31-838,PI,168,131
31-839,PI,12,21
27-462,PI,209,329
27-463,PI,193,203
27-460,PI,209,330
27-461,PI,240,356
27-466,PI,194,231
27-467,PI,195,243
27-464,PI,162,283
27-465,PI,183,229
31-888,PI,159,161
27-468,PI,209,206
