Row Label,County,Yes,No
Salzer,LE,67,110
Napavine #2,LE,0,0
Packwood,LE,53,52
Napavine #5,LE,0,0
Napavine #6,LE,0,0
Napavine #1,LE,234,237
Union,LE,118,152
Paradise,LE,29,30
Napavine #4,LE,0,0
Urquhart,LE,87,123
Mossyrock,LE,62,92
Independence,LE,25,58
Sommerville,LE,34,34
Stillwater West,LE,71,115
Veness,LE,125,245
Greenwood,LE,7,13
Stearns Creek,LE,49,101
Elk Crk,LE,52,86
Stillwater East,LE,47,63
Agate,LE,79,121
Skookumchuck,LE,157,214
Silver Creek,LE,145,231
Meskill,LE,23,49
Onalaska,LE,282,428
Jackson,LE,172,302
Napavine #3(*),LE,0,0
Toledo,LE,92,101
Mauermann,LE,37,50
Chehalis #9,LE,11,4
Chehalis #8,LE,135,142
Harmony,LE,148,235
Chehalis #1,LE,157,119
Chehalis #3,LE,105,104
Chehalis #2,LE,103,89
Chehalis #5,LE,79,98
Chehalis #4,LE,106,103
Chehalis #7,LE,30,33
Chehalis #6,LE,169,198
Centralia #2,LE,205,218
Centralia #3,LE,72,87
Centralia #1,LE,85,83
Centralia #6,LE,172,168
Centralia #7,LE,68,100
Centralia #4,LE,134,121
Centralia #5,LE,85,80
Centralia #8,LE,103,103
Centralia #9,LE,179,221
Mineral,LE,87,135
Salkum,LE,135,171
Randle West,LE,114,157
Ethel,LE,174,331
Fair,LE,0,0
Mellen(*),LE,0,0
Crego,LE,308,534
Parcuvia,LE,129,177
Evaline West,LE,91,113
Pe Ell,LE,84,113
Newaukum,LE,129,221
Forest,LE,164,250
Dryad,LE,42,87
Temple,LE,150,181
Cowlitz,LE,208,380
Drews Prairie,LE,75,108
Seminary Hill,LE,83,127
Klickitat,LE,101,132
Verndale,LE,176,184
Cinebar,LE,112,220
Whealdon,LE,98,170
Sears,LE,91,174
Adna ,LE,232,429
Big Bottom,LE,171,235
Fords Prairie,LE,176,223
Jackson North,LE,0,0
Boistfort,LE,43,87
Claquato,LE,121,239
Curtis,LE,49,96
Vader,LE,80,75
Logan,LE,142,231
Alpha,LE,172,334
Berwick,LE,214,317
Evaline East,LE,47,94
Lincoln Creek,LE,116,195
Randle East,LE,160,204
Salmon Creek,LE,239,390
Emery,LE,69,152
Emery North(*),LE,0,0
Winlock,LE,138,144
Prescott,LE,298,450
Total,LE,10046,14130
Kelly,LE,0,0
Roswell,LE,2,10
Centralia #10,LE,82,62
Centralia #11,LE,197,201
Centralia #12,LE,204,269
Centralia #13,LE,222,245
Morton,LE,126,163
