Row Label,County,Mary E. Fairhurst
669,CR,343
668,CR,395
667,CR,335
664,CR,419
663,CR,293
662,CR,421
660,CR,438
130,CR,416
571,CR,398
490,CR,278
491,CR,30
626,CR,397
692,CR,416
693,CR,242
690,CR,411
691,CR,395
696,CR,457
697,CR,521
694,CR,164
695,CR,430
698,CR,367
699,CR,350
450,CR,468
540,CR,409
340,CR,406
400,CR,239
930,CR,375
452,CR,353
935,CR,386
570,CR,395
678,CR,297
679,CR,282
674,CR,351
675,CR,260
677,CR,387
670,CR,423
672,CR,345
455,CR,297
120,CR,482
575,CR,125
914,CR,422
917,CR,270
528,CR,345
910,CR,389
537,CR,163
415,CR,303
535,CR,485
410,CR,484
913,CR,426
298,CR,254
530,CR,160
296,CR,298
370,CR,287
294,CR,276
912,CR,340
925,CR,336
290,CR,396
538,CR,196
591,CR,500
590,CR,511
593,CR,393
592,CR,470
595,CR,216
594,CR,13
597,CR,40
200,CR,445
598,CR,11
629,CR,363
700,CR,68
190,CR,427
985,CR,334
390,CR,483
110,CR,420
113,CR,233
112,CR,38
250,CR,490
536,CR,244
628,CR,449
524,CR,39
525,CR,248
527,CR,313
520,CR,213
521,CR,9
522,CR,136
523,CR,6
420,CR,390
423,CR,321
255,CR,411
425,CR,296
424,CR,466
360,CR,403
426,CR,538
586,CR,342
587,CR,324
449,CR,513
448,CR,507
582,CR,307
583,CR,306
580,CR,269
581,CR,193
441,CR,399
440,CR,400
447,CR,488
446,CR,386
445,CR,510
444,CR,505
245,CR,421
920,CR,312
108,CR,390
240,CR,483
102,CR,316
100,CR,440
615,CR,182
106,CR,373
649,CR,338
104,CR,407
903,CR,398
900,CR,361
905,CR,416
641,CR,159
640,CR,402
643,CR,382
642,CR,180
645,CR,492
644,CR,418
647,CR,270
646,CR,203
436,CR,233
510,CR,266
434,CR,280
435,CR,276
515,CR,462
430,CR,290
588,CR,231
579,CR,14
578,CR,35
627,CR,404
338,CR,390
625,CR,401
624,CR,101
335,CR,330
451,CR,406
337,CR,348
453,CR,372
577,CR,491
330,CR,416
456,CR,544
574,CR,16
600,CR,202
175,CR,306
257,CR,425
170,CR,328
543,CR,381
596,CR,0
654,CR,277
656,CR,207
710,CR,194
180,CR,334
655,CR,386
652,CR,382
653,CR,350
650,CR,411
651,CR,275
505,CR,451
502,CR,347
503,CR,299
500,CR,417
659,CR,405
630,CR,336
631,CR,474
632,CR,218
633,CR,371
634,CR,351
635,CR,315
636,CR,339
560,CR,402
639,CR,359
545,CR,286
460,CR,585
566,CR,271
225,CR,538
160,CR,330
220,CR,311
964,CR,414
965,CR,358
966,CR,255
967,CR,230
960,CR,456
961,CR,78
962,CR,295
963,CR,311
968,CR,349
969,CR,228
658,CR,345
720,CR,322
947,CR,329
605,CR,361
150,CR,254
153,CR,282
606,CR,76
395,CR,116
603,CR,206
555,CR,459
550,CR,463
553,CR,385
584,CR,373
681,CR,335
959,CR,17
958,CR,72
951,CR,326
950,CR,383
953,CR,179
957,CR,73
638,CR,364
327,CR,424
585,CR,464
325,CR,312
620,CR,426
147,CR,325
618,CR,410
563,CR,454
613,CR,168
610,CR,536
617,CR,392
565,CR,333
511,CR,23
648,CR,326
487,CR,197
485,CR,247
673,CR,431
483,CR,569
573,CR,492
480,CR,538
686,CR,300
432,CR,305
576,CR,3
940,CR,338
470,CR,531
689,CR,422
688,CR,340
350,CR,329
685,CR,110
687,CR,380
Total,CR,81307
572,CR,520
680,CR,326
683,CR,345
682,CR,373
