Row Label,County,Mary E. Fairhurst
Friday Harbor North,SJ,275
San Juan South East,SJ,216
Lopez North,SJ,506
Total,SJ,4747
Decatur and Outer Is,SJ,17
Shaw,SJ,60
San Juan West,SJ,286
Turn Point,SJ,136
San Juan South West,SJ,327
Orcas East,SJ,335
Eastsound,SJ,416
Blakely &amp; Outer Is,SJ,16
Friday Harbor South,SJ,213
Waldron &amp; Outer Is,SJ,31
Orcas Central,SJ,370
San Juan North,SJ,274
Lopez South,SJ,352
Orcas West,SJ,383
San Juan East,SJ,254
San Juan Central,SJ,280
