Row Label,County,Yes,No
COLUMBUS,KT,32,9
N DALLES,KT,256,136
ROOSEVELT,KT,45,21
GLENWOOD,KT,195,111
HGH PRAIRIE,KT,43,31
LYLE,KT,238,199
F VALLEY,KT,157,234
BINGEN,KT,80,66
WISHRAM,KT,56,34
WHITE SALMON,KT,186,294
ALDER CREEK,KT,104,57
ALDERDALE,KT,22,17
N WHITE SALMON,KT,116,178
PINE FOREST,KT,492,295
GOLDENDALE 3,KT,198,113
ORCHARD HTS,KT,171,79
GOLDENDALE 1,KT,270,160
N F VALLEY,KT,236,200
E LYLE,KT,79,81
E KLICKITAT,KT,71,26
W KLICKITAT,KT,59,28
HUSUM,KT,221,172
TROUT LAKE,KT,186,190
RIVER,KT,19,4
CENTERVILLE,KT,265,62
WOODLAND,KT,541,265
GOLDENDALE 2,KT,270,118
MT BROOK,KT,153,172
Total,KT,4842,3389
APPLETON,KT,81,37
