Row Label,County,Mary Yu
MILL CREEK,ST,110
KETTLE FALLS 1,ST,212
COLUMBIA,ST,289
ARDEN 1,ST,184
COLVILLE 1,ST,103
COLVILLE 2,ST,123
DAISY,ST,117
COLVILLE 4,ST,269
COLVILLE 5,ST,208
COLVILLE 6,ST,148
COLVILLE 7,ST,138
COLVILLE VALLEY,ST,358
STONE LODGE,ST,252
ECHO VALLEY,ST,144
LOON LAKE 2,ST,182
NARCISSE,ST,251
LOON LAKE 1,ST,338
COLVILLE 3,ST,136
CAMAS PRAIRIE,ST,131
EVANS,ST,134
SPRINGDALE,ST,51
MEYERS FALLS 2,ST,300
NORTHPORT,ST,69
SUMMIT,ST,167
KELLY HILL,ST,58
CLAYTON 2,ST,274
CLAYTON 1,ST,164
ARDEN 2,ST,211
MEYERS FALLS 1,ST,192
WAITTS LAKE,ST,253
WELLPINIT,ST,127
CHEWELAH 3,ST,150
HUNTERS,ST,239
ONION CREEK,ST,87
CHEWELAH 2,ST,93
CHEWELAH 1,ST,198
ECHO,ST,244
QUARTZITE 1,ST,364
QUARTZITE 2,ST,194
TUM TUM 5,ST,249
TUM TUM 4,ST,202
ROCK CUT,ST,46
TUM TUM 1,ST,162
TUM TUM 3,ST,354
TUM TUM 2,ST,298
MARCUS,ST,39
Total,ST,10482
FIRST THOUGHT,ST,31
WALKERS PRAIRIE,ST,191
CAMAS,ST,203
ADDY,ST,253
WILLIAMS VALLEY,ST,307
ORIN 1,ST,160
ORIN 2,ST,180
KETTLE FALLS 2,ST,144
CHEWELAH FORE,ST,110
RICE,ST,106
VALLEY 1,ST,36
VALLEY 2,ST,149
