Row Label,County,Yes,No
Salzer,LE,41,138
Napavine #2,LE,0,0
Packwood,LE,46,66
Napavine #5,LE,0,0
Napavine #6,LE,0,0
Napavine #1,LE,193,285
Union,LE,85,192
Paradise,LE,21,37
Napavine #4,LE,0,0
Urquhart,LE,67,145
Mossyrock,LE,54,103
Independence,LE,16,68
Sommerville,LE,16,52
Stillwater West,LE,70,120
Veness,LE,104,276
Stearns Creek,LE,35,119
Elk Crk,LE,29,115
Stillwater East,LE,40,74
Agate,LE,55,144
Skookumchuck,LE,118,257
Silver Creek,LE,102,282
Meskill,LE,14,59
Onalaska,LE,206,522
Jackson,LE,132,353
Napavine #3(*),LE,0,0
Toledo,LE,82,109
Mauermann,LE,27,63
Chehalis #9,LE,7,8
Chehalis #8,LE,142,137
Harmony,LE,124,270
Chehalis #1,LE,152,129
Chehalis #3,LE,118,96
Chehalis #2,LE,81,114
Chehalis #5,LE,71,107
Chehalis #4,LE,96,116
Chehalis #7,LE,19,43
Chehalis #6,LE,149,229
Centralia #2,LE,185,245
Centralia #3,LE,72,88
Centralia #1,LE,74,100
Centralia #6,LE,154,201
Centralia #7,LE,65,109
Centralia #4,LE,117,139
Centralia #5,LE,75,93
Centralia #8,LE,93,113
Centralia #9,LE,148,251
Mineral,LE,56,170
Salkum,LE,99,216
Randle West,LE,70,205
Ethel,LE,134,372
Fair,LE,0,0
Mellen(*),LE,0,0
Crego,LE,253,606
Parcuvia,LE,110,199
Evaline West,LE,53,154
Pe Ell,LE,58,146
Newaukum,LE,104,256
Forest,LE,118,299
Dryad,LE,35,97
Temple,LE,94,241
Cowlitz,LE,167,435
Drews Prairie,LE,57,133
Greenwood(*),LE,0,0
Seminary Hill,LE,73,138
Klickitat,LE,67,169
Verndale,LE,87,275
Cinebar,LE,57,282
Whealdon,LE,92,180
Sears,LE,76,190
Adna ,LE,184,485
Big Bottom,LE,160,258
Fords Prairie,LE,132,279
Jackson North,LE,0,0
Boistfort,LE,19,114
Claquato,LE,116,257
Curtis,LE,36,111
Vader,LE,54,101
Logan,LE,96,280
Alpha,LE,132,386
Berwick,LE,184,356
Evaline East,LE,46,96
Lincoln Creek,LE,101,219
Randle East,LE,103,260
Salmon Creek,LE,183,451
Emery North(*),LE,0,0
Emery(*),LE,0,0
Winlock,LE,102,184
Prescott,LE,246,519
Total,LE,8078,16540
Kelly,LE,0,0
Roswell,LE,5,7
Centralia #10,LE,78,67
Centralia #11,LE,155,253
Centralia #12,LE,232,245
Centralia #13,LE,203,283
Morton,LE,94,199
