Row Label,County,Yes,No
COLUMBUS,KT,10,32
N DALLES,KT,176,218
ROOSEVELT,KT,14,52
GLENWOOD,KT,121,186
HGH PRAIRIE,KT,28,47
LYLE,KT,222,216
F VALLEY,KT,250,147
BINGEN,KT,94,54
WISHRAM,KT,46,44
WHITE SALMON,KT,314,170
ALDER CREEK,KT,47,114
ALDERDALE,KT,14,24
N WHITE SALMON,KT,188,102
PINE FOREST,KT,296,492
GOLDENDALE 3,KT,140,175
ORCHARD HTS,KT,76,176
GOLDENDALE 1,KT,190,241
N F VALLEY,KT,220,219
E LYLE,KT,84,75
E KLICKITAT,KT,39,59
W KLICKITAT,KT,37,45
HUSUM,KT,208,188
TROUT LAKE,KT,213,165
RIVER,KT,7,16
CENTERVILLE,KT,79,252
WOODLAND,KT,283,530
GOLDENDALE 2,KT,158,233
MT BROOK,KT,161,162
Total,KT,3747,4520
APPLETON,KT,32,86
