Row Label,County,Repealed,Maintained
601 Queets,JE,21,17
704 Port Townsend,JE,72,132
101 Gardiner,JE,74,95
501 Port Ludlow I,JE,220,360
200 Coyle,JE,99,130
708 Port Townsend,JE,191,375
302 Center I,JE,128,142
702 Port Townsend,JE,68,164
306 Irondale II,JE,217,215
300 Chimacum I,JE,136,178
102 Port Discovery,JE,86,117
105 Discovery Bay,JE,154,278
305 Irondale I,JE,157,166
710 Port Townsend,JE,102,223
500 Port Ludlow,JE,243,311
106 North Jacob,JE,142,184
503 Port Ludlow III,JE,132,247
301 Chimacum II,JE,76,111
706 Port Townsend,JE,248,371
401 Nordland,JE,200,265
502 Port Ludlow II,JE,144,226
505 Port Ludlow V,JE,169,251
709 Port Townsend,JE,161,314
303 Hadlock,JE,209,233
304 Kala Point,JE,188,326
107 South Jacob,JE,201,246
201 Quilcene,JE,223,259
308 Center II,JE,66,90
705 Port Townsend,JE,128,140
204 Brinnon,JE,307,286
707 Port Townsend,JE,212,348
104 Cape George,JE,174,270
103 Crocker,JE,68,87
600 Hoh,JE,23,21
703 Port Townsend,JE,92,204
700 Port Townsend,JE,165,263
504 Port Ludlow IV,JE,103,153
Total,JE,5594,8088
701 Port Townsend,JE,70,134
307 Four Corners,JE,125,156
