Row Label,County,Yes,No
29-620(*),PI,0,0
27-448,PI,14,5
27-449,PI,362,114
27-444,PI,312,130
27-445,PI,300,118
27-446,PI,314,106
27-447,PI,319,122
27-440,PI,387,88
27-441,PI,317,89
27-442,PI,235,105
27-443,PI,255,113
27-428,PI,386,79
27-429,PI,414,91
27-426,PI,378,146
27-427,PI,418,119
27-424,PI,422,158
27-425,PI,427,123
27-422,PI,509,197
27-423,PI,485,153
27-420,PI,521,153
27-421,PI,381,108
28-506,PI,423,176
28-507,PI,337,148
28-504,PI,381,195
28-505,PI,463,226
28-502,PI,405,226
28-503,PI,423,163
28-501,PI,406,227
28-508,PI,193,65
28-509,PI,0,0
27-459,PI,186,87
27-458,PI,233,71
27-453,PI,231,73
27-452,PI,288,122
27-451,PI,288,95
27-450,PI,369,119
27-457,PI,275,111
27-456,PI,239,97
27-455,PI,271,118
27-454,PI,327,142
27-439,PI,383,85
27-438,PI,346,90
27-435,PI,364,152
27-434,PI,328,138
27-437,PI,324,112
27-436,PI,396,109
27-431,PI,123,86
27-430,PI,404,97
27-433,PI,379,134
27-432,PI,345,161
29-626,PI,10,2
29-627,PI,0,0
29-624,PI,0,0
29-625,PI,5,2
29-622,PI,224,84
29-623,PI,61,22
27-408,PI,399,188
27-409,PI,376,159
27-404,PI,149,38
27-405,PI,411,173
27-406,PI,499,264
27-407,PI,368,184
29-601,PI,255,111
29-602,PI,217,102
29-603,PI,312,75
29-604,PI,284,105
29-605,PI,212,120
29-606,PI,306,148
29-607,PI,320,167
29-608,PI,237,111
29-609,PI,201,96
29-619,PI,260,119
29-618,PI,209,117
29-617,PI,253,150
29-616,PI,287,131
29-615,PI,324,149
29-614,PI,333,143
29-613,PI,316,140
29-612,PI,154,70
29-611,PI,75,24
29-610,PI,264,123
27-417,PI,456,168
27-416,PI,439,156
27-415,PI,428,203
27-414,PI,454,156
27-413,PI,406,162
27-412,PI,340,167
27-411,PI,498,231
27-410,PI,405,176
27-419,PI,436,149
27-418,PI,407,151
29-621(*),PI,0,0
27-462,PI,403,155
27-463,PI,291,122
27-460,PI,380,163
27-461,PI,408,203
27-466,PI,317,118
27-467,PI,286,164
27-464,PI,334,127
27-465,PI,291,123
27-468,PI,286,129
Total,PI,31037,12337
