Row Label,County,Repealed,Maintained
PCT 3000(*),SP,0,0
PCT 3329,SP,179,175
PCT 4448,SP,223,146
PCT 3323,SP,224,209
PCT 3322,SP,198,160
PCT 3321,SP,233,235
PCT 3320,SP,138,190
PCT 3327,SP,169,143
PCT 3326,SP,91,91
PCT 4438,SP,341,300
PCT 4439,SP,282,208
PCT 3325,SP,241,253
PCT 4432,SP,260,231
PCT 4433,SP,174,158
PCT 4430,SP,312,206
PCT 3324,SP,199,214
PCT 4436,SP,345,330
PCT 4437,SP,328,212
PCT 4434,SP,337,353
PCT 4435,SP,285,229
PCT 7028,SP,283,365
PCT 7029,SP,273,167
PCT 7020,SP,225,289
PCT 7021,SP,162,134
PCT 7022,SP,191,196
PCT 7023,SP,226,156
PCT 7024,SP,285,343
PCT 7025,SP,232,212
PCT 7026,SP,229,277
PCT 7027,SP,198,176
PCT 3222,SP,86,138
PCT 3223,SP,125,168
PCT 3220,SP,205,311
PCT 3221,SP,253,266
PCT 6221,SP,281,333
PCT 6220,SP,258,302
PCT 6223,SP,207,351
PCT 6222,SP,156,252
PCT 6225,SP,275,266
PCT 6224,SP,208,264
PCT 3128,SP,186,167
PCT 3121,SP,222,131
PCT 3120,SP,201,159
PCT 3123,SP,190,140
PCT 3122,SP,212,219
PCT 3125,SP,217,126
PCT 3124,SP,211,157
PCT 3127,SP,167,166
PCT 3126,SP,53,27
PCT 9400,SP,22,14
PCT 4034,SP,195,168
PCT 4035,SP,141,179
PCT 4032,SP,163,142
PCT 4033,SP,191,188
PCT 4030,SP,171,159
PCT 4031,SP,177,221
PCT 6315,SP,150,129
PCT 6314,SP,238,208
PCT 6317,SP,212,147
PCT 6316,SP,81,146
PCT 6311,SP,197,196
PCT 6310,SP,183,212
PCT 6313,SP,276,216
PCT 6312,SP,206,180
PCT 6318,SP,180,210
PCT 6009,SP,216,148
PCT 6008,SP,180,174
PCT 9700,SP,82,73
PCT 6001,SP,203,227
PCT 6000,SP,191,148
PCT 6003,SP,235,287
PCT 6002,SP,64,58
PCT 6005,SP,229,192
PCT 6004,SP,158,163
PCT 6007,SP,224,193
PCT 6006,SP,240,196
PCT 3301,SP,289,306
PCT 3100(*),SP,0,0
PCT 3303,SP,241,179
PCT 3302,SP,239,211
PCT 3305,SP,196,170
PCT 3304,SP,235,206
PCT 3307,SP,161,158
PCT 3306,SP,227,202
PCT 3309,SP,235,182
PCT 3308,SP,230,208
PCT 6500,SP,45,58
PCT 6218,SP,233,205
PCT 6219,SP,200,318
PCT 6210,SP,246,295
PCT 6211,SP,198,176
PCT 6212,SP,158,136
PCT 6213,SP,284,267
PCT 6214,SP,173,261
PCT 6215,SP,265,277
PCT 6216,SP,222,246
PCT 6217,SP,223,297
PCT 3110,SP,163,114
PCT 3111,SP,171,108
PCT 3112,SP,14,7
PCT 3113,SP,223,169
PCT 3114,SP,233,164
PCT 3115,SP,198,175
PCT 3116,SP,230,184
PCT 3117,SP,156,120
PCT 3118,SP,154,116
PCT 3119,SP,171,152
PCT 4429,SP,301,234
PCT 4428,SP,176,166
PCT 4425,SP,202,162
PCT 4424,SP,249,205
PCT 4427,SP,301,267
PCT 4426,SP,141,123
PCT 4421,SP,205,163
PCT 4420,SP,115,96
PCT 4423,SP,357,250
PCT 4422,SP,263,208
PCT 7033,SP,162,161
PCT 7032,SP,259,213
PCT 7031,SP,203,231
PCT 7030,SP,231,276
PCT 7036,SP,176,150
PCT 7035,SP,209,108
PCT 7034,SP,152,130
PCT 6602,SP,240,202
PCT 6601,SP,193,180
PCT 6600,SP,250,186
PCT 6030,SP,313,340
PCT 6031,SP,172,171
PCT 6032,SP,130,146
PCT 6033,SP,306,366
PCT 6034,SP,276,243
PCT 6035,SP,147,139
PCT 6036,SP,153,139
PCT 6037,SP,120,139
PCT 4450,SP,136,103
PCT 4451,SP,216,153
PCT 4452,SP,203,170
PCT 4453,SP,279,184
PCT 4454,SP,206,131
PCT 4455,SP,227,129
PCT 3300,SP,190,233
PCT 4029,SP,221,234
PCT 4028,SP,283,348
PCT 4021,SP,304,210
PCT 4020,SP,284,246
PCT 4023,SP,96,78
PCT 4022,SP,252,173
PCT 4025,SP,202,226
PCT 4024,SP,152,196
PCT 4027,SP,197,234
PCT 4026,SP,183,213
PCT 4431,SP,209,186
PCT 4414,SP,325,228
PCT 4415,SP,220,186
PCT 4416,SP,275,180
PCT 4417,SP,193,110
PCT 4410,SP,254,270
PCT 4411,SP,273,232
PCT 4412,SP,205,154
PCT 4413,SP,259,200
PCT 4418,SP,235,222
PCT 4419,SP,304,192
PCT 4201,SP,126,88
PCT 4200,SP,192,154
PCT 9600,SP,42,30
PCT 6100,SP,153,117
PCT 6101,SP,214,185
PCT 6102,SP,211,180
PCT 6103,SP,100,60
PCT 6104,SP,178,116
PCT 6105,SP,207,129
PCT 6106,SP,287,218
PCT 6107,SP,139,168
PCT 6108,SP,160,144
PCT 6109,SP,132,111
PCT 3208,SP,228,181
PCT 3209,SP,260,241
PCT 3200,SP,136,188
PCT 3201,SP,221,238
PCT 3202,SP,151,119
PCT 3203,SP,197,196
PCT 3204,SP,132,188
PCT 3205,SP,172,186
PCT 3206,SP,159,159
PCT 3207,SP,114,106
PCT 6209,SP,209,247
PCT 6208,SP,228,313
PCT 6203,SP,205,371
PCT 6202,SP,275,192
PCT 6201,SP,194,221
PCT 6200,SP,277,302
PCT 6207,SP,195,366
PCT 6206,SP,224,358
PCT 6205,SP,190,368
PCT 6204,SP,248,410
PCT 3103,SP,148,116
PCT 3102,SP,136,97
PCT 3101,SP,195,110
PCT 3107,SP,201,161
PCT 3106,SP,191,141
PCT 3105,SP,189,134
PCT 3104,SP,207,181
PCT 3109,SP,185,141
PCT 3108,SP,153,115
PCT 4010,SP,225,211
PCT 4011,SP,360,301
PCT 4012,SP,377,350
PCT 4013,SP,227,194
PCT 4014,SP,168,146
PCT 4015,SP,151,187
PCT 4016,SP,218,265
PCT 4017,SP,322,256
PCT 4018,SP,200,139
PCT 4019,SP,228,131
PCT 6704,SP,224,201
PCT 6702,SP,147,160
PCT 6703,SP,164,223
PCT 6700,SP,224,179
PCT 6701,SP,181,232
PCT 7008,SP,312,263
PCT 7009,SP,386,289
PCT 7006,SP,302,218
PCT 7007,SP,300,158
PCT 7004,SP,329,187
PCT 7005,SP,462,264
PCT 7002,SP,218,164
PCT 7003,SP,280,230
PCT 7000,SP,351,326
PCT 7001,SP,245,154
PCT 6023,SP,113,155
PCT 6022,SP,199,263
PCT 6021,SP,197,229
PCT 6020,SP,298,385
PCT 6027,SP,223,220
PCT 6026,SP,379,285
PCT 6025,SP,195,156
PCT 6024,SP,100,181
PCT 6029,SP,222,226
PCT 6028,SP,194,182
PCT 4449,SP,133,141
PCT 3328,SP,213,221
PCT 4443,SP,132,141
PCT 4442,SP,160,167
PCT 4441,SP,212,137
PCT 4440,SP,313,215
PCT 4447,SP,140,90
PCT 4446,SP,145,128
PCT 4445,SP,220,193
PCT 4444,SP,296,227
Total,SP,72519,68238
PCT 7301,SP,212,132
PCT 7300,SP,238,164
PCT 7302,SP,212,115
PCT 4407,SP,279,218
PCT 4406,SP,258,182
PCT 4405,SP,320,204
PCT 4404,SP,300,207
PCT 4403,SP,319,182
PCT 4402,SP,263,168
