Row Label,County,Yes,No
31-900,PI,151,164
29-680,PI,198,207
31-902,PI,331,302
31-903,PI,5,4
31-904,PI,31,50
31-905,PI,204,207
31-906,PI,101,131
31-907,PI,176,185
31-908,PI,154,145
31-909,PI,180,142
29-640,PI,250,158
29-641,PI,277,141
29-642,PI,291,181
29-643,PI,31,11
29-648,PI,6,3
29-649,PI,97,31
25-239,PI,295,309
25-238,PI,153,151
31-901,PI,22,28
25-235,PI,5,13
25-236,PI,231,185
25-230,PI,88,53
28-588,PI,258,292
28-589,PI,263,280
28-586,PI,246,213
28-587,PI,157,188
28-584,PI,176,166
28-585,PI,284,279
28-582,PI,104,96
28-583,PI,176,161
28-580,PI,58,30
28-581,PI,179,131
25-280,PI,311,326
25-281,PI,208,178
25-282,PI,297,296
02-149,PI,265,345
25-284,PI,156,134
25-285,PI,355,423
25-286,PI,321,249
25-287,PI,4,2
25-288,PI,283,296
25-289,PI,0,0
02-140,PI,281,307
02-141,PI,249,321
02-146,PI,180,241
02-147,PI,198,231
02-144,PI,202,293
02-145,PI,237,307
27-439,PI,343,143
27-438,PI,346,114
27-435,PI,357,220
27-434,PI,299,208
27-437,PI,316,163
27-436,PI,331,196
27-431,PI,124,100
27-430,PI,347,201
27-433,PI,329,226
27-432,PI,341,220
26-339,PI,48,62
26-338,PI,253,322
26-333,PI,314,361
26-332,PI,259,327
26-331,PI,78,111
26-330,PI,205,232
26-337,PI,327,387
26-336,PI,312,417
26-335,PI,253,256
26-334,PI,270,393
28-515,PI,330,429
28-517,PI,366,323
28-516,PI,370,305
25-237(*),PI,0,0
28-519,PI,360,288
28-518,PI,373,243
31-869,PI,91,129
31-865,PI,76,56
31-861,PI,49,68
26-348,PI,307,313
26-349,PI,304,331
26-346,PI,251,271
26-347,PI,227,299
26-344,PI,40,33
26-345,PI,293,331
26-342,PI,341,359
26-343,PI,271,327
26-340,PI,373,383
26-341,PI,292,336
25-271,PI,286,287
25-270,PI,309,272
25-273,PI,210,204
25-272,PI,271,353
25-274,PI,323,388
25-277,PI,312,254
25-276,PI,7,11
25-279,PI,254,239
25-278,PI,107,100
29-682,PI,227,193
29-683,PI,249,195
31-923,PI,148,171
29-619,PI,235,184
29-618,PI,248,126
29-617,PI,245,183
29-616,PI,260,170
29-615,PI,296,203
29-614,PI,298,214
29-613,PI,261,211
29-612,PI,147,86
29-611,PI,66,43
29-610,PI,248,174
28-559,PI,216,329
28-558,PI,240,216
28-551,PI,389,358
28-550,PI,233,210
28-553,PI,337,305
28-552,PI,377,290
28-555,PI,363,337
28-554,PI,300,344
28-557,PI,271,212
28-556,PI,273,225
02-115,PI,213,204
02-114,PI,136,152
02-117,PI,256,263
02-116,PI,307,252
02-111,PI,230,197
25-291,PI,70,65
02-113,PI,167,178
02-112,PI,153,163
02-143,PI,188,213
25-290,PI,30,29
02-119,PI,168,124
02-118,PI,183,142
31-823,PI,168,154
31-822,PI,177,164
31-827,PI,43,85
31-826,PI,283,195
31-825,PI,223,202
31-829,PI,217,166
31-828,PI,233,185
26-302,PI,430,432
26-303,PI,368,412
26-301,PI,98,130
26-304,PI,439,442
26-305,PI,427,418
31-892,PI,143,172
31-890,PI,124,127
27-471,PI,7,11
31-891,PI,69,91
27-475,PI,241,277
27-477,PI,256,312
27-476,PI,193,213
31-896,PI,3,4
31-897,PI,111,113
31-894,PI,36,29
31-895,PI,135,227
31-856,PI,182,191
31-857,PI,119,124
31-854,PI,113,94
31-855,PI,168,114
31-853,PI,43,43
31-919,PI,198,179
31-917,PI,254,328
31-916,PI,211,179
31-915,PI,28,44
31-914,PI,141,156
31-913,PI,95,90
31-912,PI,147,131
31-911,PI,105,137
31-910,PI,203,154
29-653,PI,260,165
29-652,PI,28,17
29-651,PI,288,220
29-650,PI,264,158
29-657,PI,4,3
29-656,PI,214,200
29-655,PI,123,77
29-654,PI,296,205
29-659,PI,135,139
29-658,PI,238,211
25-208,PI,351,364
25-209,PI,370,279
25-201,PI,330,347
25-202,PI,280,254
25-203,PI,338,305
25-204,PI,284,255
25-205,PI,349,239
25-206,PI,204,155
28-590,PI,5,14
29-626,PI,12,2
29-627,PI,0,0
29-624,PI,0,0
29-625,PI,5,3
29-622,PI,192,129
