Row Label,County,Mary Yu
HARRINGTON IN,LI,92
LONG LAKE,LI,47
S REARDAN RURAL,LI,32
DAVENPORT RURAL,LI,57
IRBY,LI,16
KELLER,LI,45
LAMONA,LI,21
HAWK CREEK,LI,54
EDWALL,LI,44
MOHLER,LI,31
EGYPT,LI,84
WEST LARENE,LI,27
SPRAGUE RURAL,LI,74
WHEATLAND,LI,55
EAST LARENE,LI,54
GRAVELLE,LI,33
GRAND COULEE,LI,18
REARDAN IN,LI,160
PEACH,LI,91
ALMIRA RURAL,LI,19
N REARDAN RURAL,LI,32
HARR RURAL,LI,29
GOVAN,LI,17
LAKEVIEW,LI,81
ODESSA IN,LI,251
SPRAGUE IN,LI,81
RIVERVIEW,LI,110
ENOS,LI,7
LAYTON,LI,10
CANBY,LI,20
EARL,LI,23
WILBUR RURAL,LI,54
WAUKON,LI,36
WILBUR IN,LI,247
DOWNS,LI,16
SHERMAN,LI,39
MONDOVI,LI,53
ALMIRA IN,LI,75
SPRING CREEK,LI,57
SEVEN BAYS,LI,45
CRESTON RURAL,LI,32
CRESTON IN,LI,57
ODESSA RURAL,LI,54
WILSON CREEK,LI,23
Total,LI,2900
DAVENPORT IN,LI,387
BLUESTEM,LI,10
