Row Label,County,Yes,No
669,CR,371,211
668,CR,507,145
667,CR,363,93
664,CR,365,239
663,CR,258,153
662,CR,347,273
660,CR,382,216
130,CR,472,182
571,CR,319,250
490,CR,256,241
491,CR,25,26
626,CR,298,247
692,CR,344,268
693,CR,204,139
690,CR,480,182
691,CR,320,252
696,CR,495,217
697,CR,475,276
694,CR,149,67
695,CR,418,220
698,CR,349,239
699,CR,321,224
450,CR,488,252
540,CR,284,435
340,CR,366,226
400,CR,212,127
595(*),CR,0,0
930,CR,325,313
452,CR,340,224
935,CR,307,327
570,CR,294,315
678,CR,291,174
679,CR,271,124
674,CR,353,173
675,CR,267,158
677,CR,397,233
670,CR,390,246
672,CR,313,179
455,CR,240,205
120,CR,543,180
575,CR,81,102
914,CR,360,240
917,CR,202,202
528,CR,222,402
910,CR,269,279
537,CR,89,160
415,CR,307,136
535,CR,287,528
410,CR,443,277
913,CR,426,294
298,CR,249,113
530,CR,84,202
296,CR,293,119
370,CR,269,173
294,CR,244,138
912,CR,297,204
925,CR,246,284
290,CR,393,197
538,CR,118,204
591,CR,361,487
590,CR,365,447
593,CR,288,384
592,CR,359,432
594,CR,10,12
597,CR,29,47
200,CR,452,168
598,CR,9,10
629,CR,286,242
700,CR,53,54
190,CR,492,177
985,CR,302,194
390,CR,434,258
110,CR,484,208
113,CR,182,131
112,CR,37,22
250,CR,464,239
536,CR,136,243
628,CR,323,277
524,CR,42,38
525,CR,167,259
527,CR,187,357
520,CR,169,190
521,CR,6,8
522,CR,103,137
523,CR,4,17
420,CR,357,230
423,CR,283,161
255,CR,386,192
425,CR,274,171
424,CR,446,224
360,CR,381,241
426,CR,458,311
586,CR,241,258
587,CR,216,278
449,CR,531,272
448,CR,513,252
582,CR,204,271
583,CR,225,269
580,CR,183,231
581,CR,129,170
441,CR,335,268
440,CR,397,224
447,CR,489,286
446,CR,358,239
445,CR,461,309
444,CR,501,276
245,CR,442,215
920,CR,257,265
108,CR,428,167
240,CR,534,213
102,CR,320,162
100,CR,525,166
615,CR,142,154
106,CR,398,151
649,CR,279,223
104,CR,447,195
903,CR,316,273
900,CR,300,274
905,CR,393,245
641,CR,167,78
640,CR,310,255
643,CR,281,246
642,CR,163,108
645,CR,487,251
644,CR,451,203
647,CR,304,138
646,CR,183,101
436,CR,225,114
510,CR,163,283
434,CR,279,171
435,CR,288,152
515,CR,404,317
430,CR,246,179
588,CR,156,193
579,CR,14,9
578,CR,40,21
627,CR,309,260
338,CR,342,234
625,CR,264,381
624,CR,66,69
335,CR,290,180
451,CR,385,209
337,CR,334,212
453,CR,349,211
577,CR,354,457
330,CR,359,239
456,CR,498,325
574,CR,17,13
600,CR,96,228
175,CR,284,130
257,CR,379,215
170,CR,328,163
543,CR,316,318
654,CR,220,189
656,CR,178,139
710,CR,187,76
180,CR,322,150
655,CR,335,179
652,CR,321,206
653,CR,313,166
650,CR,385,178
651,CR,225,191
505,CR,353,381
502,CR,315,244
503,CR,235,230
500,CR,409,282
659,CR,324,268
630,CR,257,212
631,CR,484,185
632,CR,195,121
633,CR,295,223
634,CR,288,228
635,CR,245,191
636,CR,288,210
560,CR,349,268
639,CR,346,170
545,CR,180,262
460,CR,537,288
566,CR,209,195
225,CR,573,239
160,CR,289,164
220,CR,280,158
964,CR,417,225
965,CR,414,199
966,CR,258,153
967,CR,256,128
960,CR,472,254
961,CR,85,25
962,CR,288,188
963,CR,310,162
968,CR,361,156
969,CR,218,143
658,CR,336,203
720,CR,282,181
947,CR,260,248
605,CR,193,406
150,CR,250,127
153,CR,220,199
606,CR,35,87
395,CR,129,68
603,CR,99,305
555,CR,360,364
550,CR,405,356
553,CR,366,205
584,CR,233,295
681,CR,296,175
959,CR,13,22
958,CR,62,41
951,CR,351,189
950,CR,339,208
953,CR,175,85
957,CR,83,54
638,CR,267,240
327,CR,361,278
585,CR,347,371
325,CR,297,154
620,CR,318,386
147,CR,314,185
618,CR,356,345
563,CR,357,295
613,CR,125,173
610,CR,389,452
617,CR,276,331
565,CR,282,221
511,CR,18,17
648,CR,340,153
487,CR,141,158
485,CR,217,250
673,CR,464,208
483,CR,524,325
573,CR,380,371
480,CR,453,391
686,CR,274,173
432,CR,291,171
576,CR,4,4
940,CR,246,329
680,CR,348,159
470,CR,535,262
689,CR,352,254
688,CR,302,205
350,CR,293,205
685,CR,93,67
687,CR,273,251
Total,CR,72045,51861
572,CR,420,341
596(*),CR,0,0
683,CR,332,214
682,CR,327,190
