Row Label,County,Yes,No
210,CH,196,158
1149,CH,14,26
133,CH,138,194
132,CH,11,24
131,CH,11,37
136,CH,2,4
135,CH,185,325
134,CH,191,345
490,CH,367,486
540,CH,227,235
163,CH,7,19
1150,CH,4,2
710,CH,161,202
120,CH,95,189
121,CH,89,169
122,CH,67,97
123,CH,9,29
124,CH,29,39
125,CH,257,323
126,CH,41,41
127,CH,54,80
128,CH,18,37
129,CH,107,139
410,CH,174,252
530,CH,283,290
590,CH,198,338
310,CH,109,114
190,CH,24,35
115,CH,14,24
114,CH,149,234
116,CH,44,103
111,CH,38,48
110,CH,118,181
113,CH,29,41
112,CH,7,19
520,CH,301,504
420,CH,203,262
580,CH,151,222
440,CH,293,370
100,CH,5,3
510,CH,167,131
430,CH,245,375
450,CH,252,339
330,CH,147,166
175,CH,281,375
174,CH,155,229
173,CH,19,10
172,CH,5,16
171,CH,2,10
730,CH,304,252
182,CH,194,223
183,CH,102,130
181,CH,173,285
151(*),CH,0,0
1151(*),CH,0,0
560,CH,264,246
460,CH,267,257
164,CH,71,132
165,CH,44,90
161,CH,15,19
162,CH,16,21
220,CH,212,213
720,CH,238,286
150,CH,20,42
153,CH,272,443
155,CH,69,160
154,CH,234,405
157,CH,176,339
156,CH,21,48
159,CH,5,4
158,CH,83,168
320,CH,105,198
146,CH,33,68
147,CH,142,333
144,CH,11,12
145,CH,13,16
142,CH,15,20
143,CH,8,5
140,CH,69,79
141,CH,6,8
610,CH,138,206
148,CH,129,116
149,CH,80,169
152(*),CH,0,0
480,CH,290,316
Total,CH,9514,13209
