Row Label,County,Repealed,Maintained
ALTO,CU,45,25
TOUCHET,CU,94,60
STARBUCK COUNTRY,CU,12,14
STAR,CU,62,37
MUSTARD,CU,88,77
DAYTON,CU,119,77
PING,CU,96,78
BROOKLYN,CU,120,64
TUCANNON,CU,29,37
STARBUCK CITY,CU,49,17
COLUMBIA,CU,139,96
RAINWATER,CU,83,49
Total,CU,1033,689
PATIT,CU,97,58
