Row Label,County,Mary Yu
Griffin,BE,2
215,BE,137
Ridge,BE,0
Kiona,BE,291
210,BE,137
Hedges,BE,154
Weidle,BE,34
Randy,BE,73
W2 - P641,BE,135
W2 - P640,BE,183
135,BE,162
165,BE,139
W1 - P685,BE,261
W1 - P686,BE,208
W1 - P680,BE,258
W1 - P681,BE,197
W1 - P682,BE,302
W1 - P683,BE,184
Columbia,BE,0
El Rancho,BE,290
Benton South,BE,184
W3 - P545,BE,116
French,BE,26
289,BE,297
288,BE,186
(none),BE,179
281,BE,268
280,BE,242
283,BE,160
220,BE,111
285,BE,308
284,BE,179
287,BE,136
286,BE,150
235,BE,123
Pearson,BE,3
Apricot,BE,54
Benton East,BE,0
McBee,BE,1
Candy,BE,5
455,BE,191
Reata,BE,166
W1 - P670,BE,192
W3-P511,BE,18
W1 - P675,BE,88
W1 - P674,BE,148
265,BE,167
W1 - P676,BE,301
Harrington,BE,250
W3 - P558,BE,276
W3 - P559,BE,263
Carley,BE,0
W3 - P552,BE,215
W3 - P553,BE,199
W3 - P550,BE,208
W3 - P551,BE,192
W3 - P556,BE,275
W3 - P557,BE,227
WR 11,BE,200
W3 - P555,BE,176
WR 17,BE,153
130,BE,171
WR 16,BE,152
Benton North,BE,257
292,BE,162
293,BE,118
290,BE,229
Badger,BE,147
Sacagawea,BE,1
Crow Butte,BE,22
195,BE,161
Washington,BE,77
311,BE,0
310,BE,223
Mills,BE,255
Rattlesnake,BE,40
Liberty,BE,10
Vineyard,BE,0
271,BE,98
W1 - P660,BE,203
W1 - P667,BE,107
W1 - P664,BE,330
W1 - P665,BE,273
278,BE,220
279,BE,84
W1 - P668,BE,331
W1 - P669,BE,136
175,BE,330
Susie,BE,17
Walnut Grove,BE,132
Kennewick Valley,BE,191
Yakima,BE,3
Hawthorne,BE,135
Expansion,BE,0
W3 - P560,BE,99
255,BE,180
Yellowstone,BE,111
Cook,BE,12
Celilo,BE,227
WR 10,BE,19
Orchard,BE,9
300,BE,188
301,BE,193
Jewel,BE,28
305,BE,180
W1 - P657,BE,168
W1 - P656,BE,118
W1 - P655,BE,125
Shockley,BE,4
240,BE,273
W1 - P651,BE,48
W1 - P650,BE,236
Ivey,BE,153
105,BE,148
245,BE,155
Hanford 4,BE,0
Hanford 3,BE,0
Hanford 2,BE,0
Hanford 1,BE,0
Cascade,BE,184
270,BE,226
Roe,BE,11
WR 1,BE,109
W2 - P633,BE,194
Cone,BE,129
W3 - P540,BE,206
160,BE,249
291,BE,248
282,BE,289
W2 - P635,BE,244
Elk,BE,0
125,BE,133
450,BE,241
Salmon,BE,37
Umatilla,BE,86
W1 - P645,BE,55
W1 - P646,BE,73
Gage,BE,5
Bobbie,BE,0
W2 - P639,BE,136
W2 - P601,BE,112
W2 - P600,BE,108
Riverside,BE,219
W2 - P605,BE,145
W1 - P691,BE,34
170,BE,158
W3 - P505,BE,157
Buena Vista,BE,313
W3 - P500,BE,41
Demoss,BE,11
Sunny,BE,54
316,BE,0
180,BE,112
W2 - P570,BE,188
186,BE,67
Dot,BE,105
W2 - P575,BE,85
185,BE,91
250,BE,199
Onion,BE,0
465,BE,205
Horse Heaven,BE,31
460,BE,170
190,BE,202
315,BE,325
Enterprise,BE,132
W2 - P590,BE,152
W2 - P610,BE,132
W2 - P595,BE,148
Prosser North,BE,200
W2 - P615,BE,62
115,BE,135
W3 - P515,BE,117
W3 - P510,BE,107
225,BE,163
W2 - P565,BE,93
Canyon,BE,196
295,BE,194
W2 - P560,BE,122
Roza,BE,0
Edgewater,BE,151
W2 - P625,BE,222
110,BE,164
151,BE,374
150,BE,243
Vista,BE,95
WR 4,BE,275
Legion,BE,185
Cherry,BE,230
Oak,BE,103
WR 9,BE,169
WR 8,BE,260
W1-P663,BE,165
Paterson,BE,13
WR 2,BE,125
WR 3,BE,108
W2 - P626,BE,126
W2 - P580,BE,133
W3 - P520,BE,86
WR 7,BE,242
Chandler,BE,27
W3 - P525,BE,122
W2 - P585,BE,106
W2-P574,BE,118
230,BE,140
WR12,BE,243
WR13,BE,161
WR14,BE,284
WR15,BE,185
WR 6,BE,266
320,BE,269
WR 5,BE,80
155,BE,281
W2 - P620,BE,141
White Bluffs,BE,273
200,BE,158
145,BE,262
205,BE,138
140,BE,153
275,BE,84
W3 - P535,BE,95
W2 - P630,BE,189
Goose Ridge,BE,41
W2 - P634,BE,269
Reese,BE,23
W2 - P636,BE,199
W2 - P637,BE,232
W2 - P638,BE,233
Wheat,BE,0
Black Rock,BE,1
W1 - P690,BE,280
W3 - P530,BE,127
South,BE,157
Ida,BE,0
120,BE,211
Finley,BE,298
Tumble Weed,BE,34
Miller,BE,1
470,BE,162
260,BE,152
W3-P516,BE,11
Red Mountain,BE,176
Total,BE,34899
Clements,BE,39
