Row Label,County,Repealed,Maintained
Griffin,BE,7,2
215,BE,129,72
Ridge,BE,0,0
Kiona,BE,277,180
210,BE,121,79
Hedges,BE,150,75
Weidle,BE,27,19
Randy,BE,74,52
W2 - P641,BE,109,80
W2 - P640,BE,141,119
135,BE,81,157
165,BE,112,93
W1 - P685,BE,162,189
W1 - P686,BE,150,168
W1 - P680,BE,189,166
W1 - P681,BE,135,130
W1 - P682,BE,231,200
W1 - P683,BE,145,135
El Rancho,BE,218,230
Columbia(*),BE,0,0
Benton South,BE,165,98
W3 - P545,BE,107,45
French,BE,17,21
289,BE,191,249
288,BE,123,148
(none),BE,143,130
Carley(*),BE,0,0
281,BE,167,241
280,BE,164,197
283,BE,110,132
220,BE,96,79
285,BE,219,232
284,BE,124,119
287,BE,105,75
286,BE,93,117
235,BE,84,89
Apricot,BE,44,24
Benton East,BE,0,0
Candy,BE,4,3
455,BE,138,120
Reata,BE,137,114
W1 - P670,BE,130,130
W3-P511,BE,19,6
W1 - P675,BE,74,63
W1 - P674,BE,127,88
265,BE,128,118
W1 - P676,BE,224,159
Harrington,BE,202,156
W3 - P558,BE,229,162
W3 - P559,BE,208,160
W3 - P552,BE,171,127
W3 - P553,BE,154,118
W3 - P550,BE,154,166
W3 - P551,BE,143,112
W3 - P556,BE,232,139
W3 - P557,BE,178,136
WR 11,BE,135,159
W3 - P555,BE,143,87
WR 17,BE,111,112
130,BE,105,160
WR 16,BE,114,88
Onion(*),BE,0,0
Benton North,BE,224,146
292,BE,117,91
293,BE,94,73
290,BE,182,130
Badger,BE,125,106
Crow Butte,BE,16,15
195,BE,137,87
Washington,BE,57,54
311,BE,0,0
310,BE,135,183
Mills,BE,257,113
Rattlesnake,BE,36,36
Liberty,BE,6,3
115,BE,94,104
271,BE,95,62
W1 - P660,BE,160,114
W1 - P667,BE,80,60
W1 - P664,BE,247,230
W1 - P665,BE,161,200
278,BE,175,165
279,BE,63,59
W1 - P668,BE,262,199
W1 - P669,BE,97,84
175,BE,241,221
Susie,BE,24,13
Walnut Grove,BE,110,90
Kennewick Valley,BE,190,85
Hawthorne,BE,112,67
W3 - P560,BE,87,65
255,BE,144,107
Yellowstone,BE,102,63
Cook,BE,10,6
Celilo,BE,162,177
WR 10,BE,16,13
Black Rock(*),BE,0,0
Orchard,BE,11,7
300,BE,132,146
301,BE,145,128
Jewel,BE,27,17
305,BE,147,136
W1 - P657,BE,122,109
W1 - P656,BE,95,59
W1 - P655,BE,113,70
240,BE,203,177
W1 - P651,BE,37,30
W1 - P650,BE,204,131
Ivey,BE,141,71
105,BE,116,65
245,BE,121,75
Hanford 4,BE,0,0
Hanford 3,BE,0,0
Hanford 2,BE,0,0
Hanford 1,BE,0,0
Cascade,BE,170,85
Roe,BE,12,5
WR 1,BE,99,62
W2 - P633,BE,146,162
Cone,BE,93,85
W3 - P540,BE,162,109
160,BE,164,169
291,BE,188,153
282,BE,226,227
W2 - P635,BE,192,136
Elk,BE,0,0
125,BE,98,90
450,BE,174,136
Salmon,BE,50,22
Umatilla,BE,79,50
W1 - P645,BE,37,29
W1 - P646,BE,61,40
Gage,BE,2,3
Bobbie,BE,0,0
W2 - P639,BE,110,75
W2 - P601,BE,95,52
W2 - P600,BE,91,60
Riverside,BE,185,119
W2 - P605,BE,121,92
Finley,BE,296,137
170,BE,108,105
W3 - P505,BE,137,69
Buena Vista,BE,265,181
W3 - P500,BE,34,23
Demoss,BE,10,12
Sunny,BE,35,36
316,BE,0,0
Pearson(*),BE,0,0
180,BE,77,80
W2 - P570,BE,132,100
186,BE,62,49
Dot,BE,103,42
W2 - P575,BE,71,56
185,BE,63,61
250,BE,146,117
Vineyard(*),BE,0,0
465,BE,136,160
