Row Label,County,Repealed,Maintained
Horse Heaven,BE,17,15
460,BE,139,115
315,BE,196,264
McBee(*),BE,0,0
190,BE,114,175
Enterprise,BE,104,108
W2 - P590,BE,120,71
W2 - P610,BE,106,83
W2 - P595,BE,145,83
Prosser North,BE,164,126
W2 - P615,BE,55,32
270,BE,157,157
W3 - P515,BE,83,73
W3 - P510,BE,85,51
225,BE,132,107
Miller(*),BE,0,0
W2 - P565,BE,79,42
Canyon,BE,127,158
295,BE,157,125
W2 - P560,BE,93,83
Roza,BE,0,0
Edgewater,BE,150,78
W2 - P625,BE,190,108
110,BE,115,139
151,BE,241,255
150,BE,186,189
Vista,BE,73,51
WR 4,BE,227,194
Legion,BE,159,127
Cherry,BE,203,113
Oak,BE,100,51
WR 9,BE,117,116
WR 8,BE,191,196
W1-P663,BE,128,129
Paterson,BE,17,2
WR 2,BE,109,58
WR 3,BE,74,65
W2 - P626,BE,99,63
W2 - P580,BE,104,77
W3 - P520,BE,78,27
WR 7,BE,162,210
Chandler,BE,29,20
W3 - P525,BE,113,76
W2 - P585,BE,92,58
W2-P574,BE,91,63
230,BE,95,88
Yakima(*),BE,0,0
WR13,BE,135,98
WR14,BE,192,218
WR15,BE,134,125
WR 6,BE,232,176
320,BE,191,231
WR 5,BE,80,40
155,BE,182,197
W2 - P620,BE,125,70
White Bluffs,BE,219,182
200,BE,123,96
145,BE,170,204
205,BE,121,78
140,BE,104,118
275,BE,63,64
W3 - P535,BE,85,44
W2 - P630,BE,149,112
Expansion(*),BE,0,0
Goose Ridge,BE,32,45
W2 - P634,BE,205,164
Reese,BE,22,18
W2 - P636,BE,142,161
W2 - P637,BE,185,141
W2 - P638,BE,186,134
Wheat,BE,0,0
W1 - P691,BE,31,16
W1 - P690,BE,179,182
W3 - P530,BE,99,61
South,BE,145,85
Ida,BE,0,0
120,BE,120,175
Tumble Weed,BE,32,27
Sacagawea(*),BE,0,0
470,BE,124,94
260,BE,107,109
Shockley(*),BE,0,0
W3-P516,BE,8,6
Red Mountain,BE,154,115
Total,BE,27064,22689
WR12,BE,194,175
Clements,BE,29,36
