Row Label,County,Eddie Yoon,Charles W. Johnson
Pct 008,FR,37,153
Pct 009,FR,24,46
Pct 002,FR,41,65
Pct 003,FR,23,28
Pct 001,FR,74,130
Pct 006,FR,24,79
Pct 007,FR,45,51
Pct 004,FR,24,50
Pct 005,FR,10,57
Pct 082,FR,23,71
Pct 083,FR,15,71
Pct 080,FR,62,192
Pct 081,FR,12,51
Pct 086,FR,11,63
Pct 087,FR,17,46
Pct 084,FR,11,31
Pct 085,FR,16,33
Pct 088,FR,15,18
Pct 089,FR,23,81
Pct 079,FR,35,83
Pct 078,FR,19,49
Pct 077,FR,14,40
Pct 076,FR,23,55
Pct 075,FR,16,20
Pct 074,FR,49,159
Pct 073,FR,50,192
Pct 072,FR,32,85
Pct 071,FR,36,112
Pct 070,FR,13,50
Pct 101,FR,13,83
Pct 100,FR,23,59
Pct 069,FR,5,28
Pct 064,FR,40,133
Pct 065,FR,19,81
Pct 066,FR,59,181
Pct 060,FR,13,80
Pct 061,FR,58,190
Pct 062,FR,92,239
Pct 063,FR,49,121
Pct 067(*),FR,0,0
Pct 059,FR,64,219
Pct 058,FR,4,19
Pct 051,FR,39,162
Pct 050,FR,65,154
Pct 053,FR,47,110
Pct 052,FR,13,43
Pct 055,FR,77,224
Pct 054,FR,28,57
Pct 057,FR,37,124
Pct 056,FR,36,116
Pct 046,FR,91,170
Pct 047,FR,6,23
Pct 044,FR,46,130
Pct 045,FR,55,179
Pct 042,FR,48,96
Pct 043,FR,37,118
Pct 040,FR,57,121
Pct 041,FR,27,87
Pct 048,FR,52,160
Pct 049,FR,53,180
Pct 033,FR,37,103
Pct 032,FR,97,267
Pct 031,FR,12,60
Pct 030,FR,8,49
Pct 037,FR,69,181
Pct 036,FR,90,175
Pct 035,FR,16,84
Pct 034,FR,56,170
Pct 039,FR,53,144
Pct 038,FR,46,130
Pct 020,FR,18,48
Pct 021,FR,9,31
Pct 022,FR,48,116
Pct 023,FR,77,207
Pct 024,FR,41,96
Pct 025,FR,12,47
Pct 026,FR,30,78
Pct 027,FR,20,50
Pct 028,FR,18,53
Pct 029,FR,20,63
Pct 068(*),FR,0,0
Pct 019,FR,50,121
Pct 018,FR,9,41
Pct 015,FR,26,79
Pct 014,FR,20,67
Pct 017,FR,37,85
Pct 016,FR,2,16
Pct 011,FR,24,71
Pct 010,FR,30,88
Pct 013,FR,22,44
Pct 012,FR,21,55
Pct 095,FR,17,41
Pct 094,FR,0,0
Pct 097,FR,5,40
Pct 096,FR,13,54
Pct 091,FR,4,7
Pct 090,FR,33,104
Pct 093,FR,47,90
Pct 092,FR,28,93
Total,FR,3277,9303
Pct 099,FR,9,24
Pct 098,FR,11,16
