Row Label,County,Yes,No
HARRINGTON IN,LI,50,101
LONG LAKE,LI,18,57
S REARDAN RURAL,LI,10,44
DAVENPORT RURAL,LI,19,76
IRBY,LI,7,24
KELLER,LI,17,50
LAMONA,LI,9,17
HAWK CREEK,LI,24,55
EDWALL,LI,18,53
MOHLER,LI,20,36
EGYPT,LI,39,89
WEST LARENE,LI,19,25
SPRAGUE RURAL,LI,24,86
WHEATLAND,LI,34,60
EAST LARENE,LI,34,62
GRAVELLE,LI,9,31
GRAND COULEE,LI,12,28
REARDAN IN,LI,65,153
PEACH,LI,62,70
ALMIRA RURAL,LI,8,31
N REARDAN RURAL,LI,12,38
HARR RURAL,LI,6,56
GOVAN,LI,6,15
LAKEVIEW,LI,44,78
ODESSA IN,LI,121,224
SPRAGUE IN,LI,52,86
RIVERVIEW,LI,82,77
ENOS,LI,2,19
LAYTON,LI,3,17
CANBY,LI,9,31
EARL,LI,7,27
WILBUR RURAL,LI,14,85
WAUKON,LI,10,37
WILBUR IN,LI,128,234
DOWNS,LI,3,20
SHERMAN,LI,16,52
MONDOVI,LI,31,57
ALMIRA IN,LI,29,72
SPRING CREEK,LI,24,59
SEVEN BAYS,LI,27,42
CRESTON RURAL,LI,6,52
CRESTON IN,LI,43,50
ODESSA RURAL,LI,24,72
WILSON CREEK,LI,4,30
Total,LI,1416,3127
DAVENPORT IN,LI,213,431
BLUESTEM,LI,2,18
