Row Label,County,Yes,No
29-620(*),PI,0,0
27-448,PI,11,9
27-449,PI,286,179
27-444,PI,266,167
27-445,PI,240,160
27-446,PI,247,147
27-447,PI,231,191
27-440,PI,305,160
27-441,PI,244,143
27-442,PI,194,131
27-443,PI,220,137
27-428,PI,296,156
27-429,PI,302,179
27-426,PI,206,299
27-427,PI,295,216
27-424,PI,278,273
27-425,PI,256,260
27-422,PI,322,365
27-423,PI,319,284
27-420,PI,333,312
27-421,PI,260,203
28-506,PI,319,258
28-507,PI,272,202
28-504,PI,309,263
28-505,PI,295,385
28-502,PI,253,349
28-503,PI,338,236
28-501,PI,317,295
28-508,PI,164,89
28-509,PI,0,0
27-459,PI,168,98
27-458,PI,207,89
27-453,PI,197,88
27-452,PI,223,172
27-451,PI,227,148
27-450,PI,300,182
27-457,PI,262,110
27-456,PI,208,117
27-455,PI,230,144
27-454,PI,283,177
27-439,PI,293,151
27-438,PI,298,122
27-435,PI,274,227
27-434,PI,228,221
27-437,PI,270,160
27-436,PI,306,173
27-431,PI,100,104
27-430,PI,299,175
27-433,PI,281,211
27-432,PI,272,216
29-627,PI,0,0
29-624,PI,0,0
29-622,PI,185,110
29-623,PI,64,19
27-408,PI,287,273
27-409,PI,302,215
27-404,PI,104,65
27-405,PI,264,302
27-406,PI,329,404
27-407,PI,295,233
29-625(*),PI,0,0
29-601,PI,237,121
29-602,PI,178,127
29-603,PI,248,123
29-604,PI,230,150
29-605,PI,192,131
29-606,PI,264,177
29-607,PI,277,199
29-608,PI,209,136
29-609,PI,170,114
29-626(*),PI,0,0
29-619,PI,241,131
29-618,PI,215,100
29-617,PI,244,151
29-616,PI,249,145
29-615,PI,280,181
29-614,PI,256,197
29-613,PI,252,189
29-612,PI,145,74
29-611,PI,65,33
29-610,PI,225,159
27-417,PI,304,289
27-416,PI,318,254
27-415,PI,274,344
27-414,PI,274,315
27-413,PI,298,245
27-412,PI,254,238
27-411,PI,333,374
27-410,PI,302,246
27-419,PI,296,258
27-418,PI,277,248
29-621(*),PI,0,0
27-462,PI,321,210
27-463,PI,231,173
27-460,PI,311,209
27-461,PI,332,260
27-466,PI,282,135
27-467,PI,243,195
27-464,PI,262,177
27-465,PI,259,151
27-468,PI,253,144
Total,PI,23882,17942
