Row Label,County,Mary Yu
0134,YA,517
4303,YA,100
0130,YA,171
0131,YA,202
0132,YA,205
0133,YA,414
0138,YA,430
0139,YA,365
4005,YA,182
1301,YA,138
5101,YA,121
0140,YA,179
0142,YA,353
0308,YA,0
0307,YA,16
0306,YA,254
0305,YA,9
0304,YA,93
0303,YA,179
0302,YA,188
0301,YA,58
0127,YA,224
0126,YA,123
0124,YA,72
0120,YA,169
2701,YA,531
0129,YA,143
3401,YA,110
1701,YA,201
1702,YA,18
1703,YA,184
1704,YA,0
1705,YA,312
1706,YA,249
1708,YA,176
4401,YA,148
4402,YA,166
5010,YA,80
0113,YA,137
0110,YA,166
0111,YA,180
0116,YA,286
5016,YA,117
0118,YA,115
4106,YA,242
3308,YA,259
3309,YA,193
3306,YA,142
3304,YA,285
3305,YA,223
3303,YA,116
3301,YA,205
4801,YA,438
4802,YA,425
2301,YA,188
2303,YA,195
2306,YA,271
5003,YA,253
5001,YA,71
0104,YA,166
0101,YA,134
0103,YA,132
4114,YA,87
4115,YA,131
0901,YA,112
4625,YA,10
4626,YA,13
4111,YA,320
3311,YA,493
3310,YA,215
3313,YA,89
3504,YA,12
4623,YA,24
4624,YA,145
4112,YA,389
0190,YA,178
5014,YA,250
0179,YA,343
0170,YA,231
0173,YA,222
0175,YA,168
0177,YA,384
4101,YA,109
3004,YA,10
4102,YA,244
4105,YA,134
4104,YA,191
3002,YA,76
4109,YA,385
4108,YA,164
1901,YA,102
0185,YA,329
0184,YA,266
0187,YA,286
0186,YA,430
0181,YA,361
0180,YA,189
0183,YA,274
0182,YA,505
0501,YA,200
0189,YA,218
0188,YA,387
1502,YA,306
1503,YA,272
1501,YA,221
1504,YA,321
3602,YA,412
0169,YA,381
0168,YA,343
0001,YA,0
3605,YA,454
0163,YA,345
0162,YA,182
0167,YA,347
4627,YA,85
4608,YA,97
4609,YA,111
4606,YA,290
4604,YA,124
4605,YA,2
4602,YA,133
4603,YA,309
4601,YA,120
3206,YA,328
3205,YA,362
3204,YA,33
3203,YA,334
4628,YA,88
3208,YA,33
1103,YA,231
1101,YA,220
2103,YA,245
2101,YA,306
3904,YA,94
3905,YA,79
3901,YA,310
3902,YA,120
3903,YA,532
3601,YA,32
4618,YA,183
4615,YA,238
4616,YA,106
3104,YA,234
3105,YA,31
3106,YA,266
4003,YA,357
3101,YA,428
3102,YA,213
3103,YA,143
5012,YA,221
5020,YA,165
2501,YA,228
4504,YA,237
5202,YA,0
4501,YA,71
4503,YA,30
3701,YA,191
0156,YA,174
0154,YA,274
0155,YA,300
0153,YA,229
0150,YA,164
4001,YA,85
0701,YA,69
Total,YA,33769
4002,YA,98
0158,YA,137
