Row Label,County,Repealed,Maintained
ENDICOTT 147,WT,65,47
PULLMAN CITY 115(*),WT,0,0
LACROSSE IN,WT,82,59
PULLMAN CITY 131(*),WT,0,0
GARFIELD IN,WT,114,91
PULLMAN CITY 114,WT,13,25
PULLMAN 235,WT,165,273
FARMINGTON 103,WT,22,12
LAMONT IN,WT,14,8
PULLMAN CITY 133(*),WT,0,0
COLFAX CITY 139,WT,134,108
PULLMAN CITY 127,WT,21,25
MALDEN IN,WT,41,16
PULLMAN CITY 125,WT,15,10
PULLMAN CITY 124,WT,14,23
PULLMAN CITY 123,WT,110,185
PULLMAN CITY 122,WT,53,105
PULLMAN CITY 121,WT,85,110
PULLMAN CITY 120,WT,261,454
UNIONTOWN 109,WT,32,29
TEKOA 101,WT,30,27
PULLMAN CITY 129,WT,34,61
PULLMAN CITY 128,WT,35,37
COLFAX RURAL 137,WT,129,130
DUSTY 143,WT,30,21
ALBION 112,WT,31,77
COLFAX CITY 142,WT,176,152
PULLMAN CITY 126,WT,8,23
COLTON 108,WT,53,51
COLFAX CITY 141,WT,111,73
WILCOX 138,WT,71,60
HAY 144,WT,14,12
PULLMAN 228,WT,14,19
ALBION IN,WT,90,84
COLFAX RURAL 136,WT,82,76
COLTON IN,WT,84,90
ROSALIA IN,WT,116,101
TEKOA IN,WT,130,97
MALDEN 150,WT,6,2
HOOPER 145,WT,13,2
OAKESDALE IN,WT,104,78
ST JOHN IN,WT,125,95
LAMONT 148,WT,24,22
ROSALIA 151,WT,44,34
ST JOHN 149,WT,136,85
PULLMAN CITY 135,WT,101,187
ENDICOTT IN,WT,80,41
COLFAX CITY 140,WT,124,102
PULLMAN CITY 134,WT,17,20
OAKESDALE 102,WT,56,44
PULLMAN CITY 118,WT,116,235
PULLMAN CITY 119,WT,106,189
PULLMAN CITY 130,WT,30,60
PULLMAN 218,WT,145,255
PULLMAN CITY 132,WT,0,0
PULLMAN RURAL 110,WT,191,237
PULLMAN RURAL 111,WT,55,75
THORNTON 152,WT,34,24
LACROSSE 146,WT,46,33
PULLMAN CITY 116,WT,212,290
PULLMAN CITY 117,WT,56,112
PALOUSE 107,WT,199,162
PULLMAN 234,WT,31,50
PALOUSE RURAL 106,WT,90,110
UNIONTOWN IN,WT,52,54
STEPTOE 104,WT,71,41
FARMINGTON IN,WT,47,31
PULLMAN CITY 113,WT,61,122
GARFIELD 105,WT,50,57
Total,WT,4904,5634
