Row Label,County,Yes,No
27-448,PI,6,13
27-449,PI,180,278
27-444,PI,181,251
27-445,PI,165,244
27-446,PI,147,258
27-447,PI,170,257
27-440,PI,225,244
27-441,PI,179,222
27-442,PI,130,196
27-443,PI,145,212
27-428,PI,200,246
27-429,PI,225,269
27-426,PI,157,355
27-427,PI,201,313
27-424,PI,190,372
27-425,PI,203,315
27-422,PI,256,439
27-423,PI,242,381
27-420,PI,271,386
27-421,PI,201,270
28-506,PI,225,362
28-507,PI,186,288
28-504,PI,207,363
28-505,PI,192,494
28-502,PI,181,428
28-503,PI,205,372
28-501,PI,199,425
28-508,PI,114,145
28-509,PI,0,0
27-459,PI,105,164
27-458,PI,132,168
27-453,PI,144,146
27-452,PI,166,244
27-451,PI,146,229
27-450,PI,175,306
27-457,PI,171,213
27-456,PI,136,188
27-455,PI,173,207
27-454,PI,212,259
27-439,PI,216,241
27-438,PI,207,219
27-435,PI,189,322
27-434,PI,178,278
27-437,PI,192,252
27-436,PI,239,239
27-431,PI,63,137
27-430,PI,251,228
27-433,PI,183,318
27-432,PI,174,324
29-626,PI,8,2
29-627,PI,0,0
29-624,PI,0,0
29-622,PI,111,193
29-623,PI,42,39
29-620,PI,84,140
27-408,PI,189,386
27-409,PI,218,304
27-404,PI,84,93
27-405,PI,177,406
27-406,PI,215,540
27-407,PI,182,350
29-625(*),PI,0,0
29-601,PI,160,203
29-602,PI,113,201
29-603,PI,185,192
29-604,PI,168,213
29-605,PI,128,202
29-606,PI,183,257
29-607,PI,188,299
29-608,PI,139,219
29-609,PI,113,178
29-619,PI,137,242
29-618,PI,141,187
29-617,PI,163,243
29-616,PI,159,249
29-615,PI,166,304
29-614,PI,178,284
29-613,PI,186,262
29-612,PI,97,122
29-611,PI,42,54
29-610,PI,152,235
27-417,PI,227,374
27-416,PI,227,350
27-415,PI,182,445
27-414,PI,234,366
27-413,PI,191,357
27-412,PI,165,328
27-411,PI,255,467
27-410,PI,213,352
27-419,PI,220,349
27-418,PI,196,338
29-621(*),PI,0,0
27-462,PI,217,326
27-463,PI,135,270
27-460,PI,213,325
27-461,PI,230,375
27-466,PI,170,254
27-467,PI,148,299
27-464,PI,172,285
27-465,PI,159,252
27-468,PI,161,246
Total,PI,16465,26039
