Row Label,County,Mary Yu
Washtucna City #1,AD,71
Batum,AD,47
Othello Rural #1,AD,67
Hatton Rural,AD,25
Ralston,AD,21
Hatton City,AD,15
Othello Rural #6,AD,111
Othello Rural #4,AD,111
Othello Rural #5,AD,67
Ritzville Rural NW,AD,90
Fairview,AD,22
Benge,AD,15
Ritzville Rural SE,AD,76
Ritzville Ward #5,AD,92
Ritzville Ward #4,AD,82
Ritzville Ward #1,AD,55
Ritzville Ward #3,AD,105
Ritzville Ward #2,AD,63
Schrag,AD,22
Cunningham,AD,6
Othello Rural #2,AD,78
Othello Rural #3,AD,164
Othello City #2,AD,134
Othello City #3,AD,125
Othello City #1,AD,18
Othello City #6,AD,83
Othello City #4,AD,139
Othello City #5,AD,133
Lind #1,AD,120
Washtucna Rural,AD,40
Lind Rural,AD,45
Total,AD,2242
