Row Label,County,Mary E. Fairhurst
Pct 008,FR,170
Pct 009,FR,61
Pct 002,FR,99
Pct 003,FR,47
Pct 001,FR,175
Pct 006,FR,94
Pct 007,FR,83
Pct 004,FR,71
Pct 005,FR,66
Pct 082,FR,74
Pct 083,FR,72
Pct 080,FR,209
Pct 081,FR,58
Pct 086,FR,62
Pct 087,FR,51
Pct 084,FR,42
Pct 085,FR,36
Pct 088,FR,27
Pct 089,FR,98
Pct 079,FR,85
Pct 078,FR,59
Pct 077,FR,41
Pct 076,FR,70
Pct 075,FR,33
Pct 074,FR,164
Pct 073,FR,198
Pct 072,FR,102
Pct 071,FR,129
Pct 070,FR,42
Pct 101,FR,87
Pct 100,FR,70
Pct 068,FR,11
Pct 069,FR,30
Pct 064,FR,146
Pct 065,FR,74
Pct 066,FR,201
Pct 067,FR,153
Pct 060,FR,72
Pct 061,FR,209
Pct 062,FR,251
Pct 063,FR,159
Pct 059,FR,235
Pct 058,FR,18
Pct 051,FR,193
Pct 050,FR,192
Pct 053,FR,145
Pct 052,FR,47
Pct 055,FR,250
Pct 054,FR,84
Pct 057,FR,142
Pct 056,FR,136
Pct 046,FR,228
Pct 047,FR,25
Pct 044,FR,142
Pct 045,FR,202
Pct 042,FR,127
Pct 043,FR,138
Pct 040,FR,164
Pct 041,FR,88
Pct 048,FR,177
Pct 049,FR,179
Pct 033,FR,132
Pct 032,FR,318
Pct 031,FR,54
Pct 030,FR,51
Pct 037,FR,234
Pct 036,FR,230
Pct 035,FR,89
Pct 034,FR,185
Pct 039,FR,177
Pct 038,FR,163
Pct 020,FR,53
Pct 021,FR,31
Pct 022,FR,140
Pct 023,FR,238
Pct 024,FR,122
Pct 025,FR,45
Pct 026,FR,99
Pct 027,FR,67
Pct 028,FR,60
Pct 029,FR,79
Pct 019,FR,135
Pct 018,FR,48
Pct 015,FR,101
Pct 014,FR,81
Pct 017,FR,102
Pct 016,FR,17
Pct 011,FR,85
Pct 010,FR,105
Pct 013,FR,62
Pct 012,FR,64
Pct 095,FR,50
Pct 094,FR,0
Pct 097,FR,38
Pct 096,FR,62
Pct 091,FR,11
Pct 090,FR,131
Pct 093,FR,130
Pct 092,FR,112
Total,FR,10832
Pct 099,FR,20
Pct 098,FR,18
