Row Label,County,Debra L. Stephens,John (Zamboni) Scannell
669,CR,339,77
668,CR,424,82
667,CR,307,53
664,CR,377,115
663,CR,244,91
662,CR,378,108
660,CR,371,113
130,CR,377,136
571,CR,348,90
490,CR,253,99
491,CR,30,7
626,CR,322,130
692,CR,384,132
693,CR,197,81
690,CR,395,102
691,CR,339,113
696,CR,423,120
697,CR,435,157
694,CR,150,29
695,CR,393,103
698,CR,367,70
699,CR,328,96
450,CR,454,114
540,CR,373,143
340,CR,352,117
400,CR,206,67
930,CR,341,118
452,CR,353,76
935,CR,360,124
570,CR,342,127
678,CR,277,87
679,CR,238,74
674,CR,342,65
675,CR,274,57
677,CR,362,99
670,CR,370,133
672,CR,272,122
455,CR,265,84
120,CR,421,131
575,CR,97,31
914,CR,363,118
578(*),CR,0,0
917,CR,220,89
528,CR,341,121
579(*),CR,0,0
910,CR,302,135
537,CR,128,64
415,CR,262,90
535,CR,435,171
410,CR,422,141
913,CR,386,144
298,CR,240,56
530,CR,153,68
296,CR,262,70
370,CR,262,87
294,CR,257,61
912,CR,298,89
925,CR,308,98
290,CR,358,101
538,CR,161,77
591,CR,462,184
590,CR,479,140
593,CR,359,131
592,CR,413,167
595,CR,205,79
594,CR,10,6
597,CR,42,13
200,CR,380,126
598,CR,4,8
629,CR,311,117
700,CR,64,14
190,CR,388,112
985,CR,260,127
390,CR,431,133
110,CR,380,138
113,CR,180,74
112,CR,32,11
250,CR,407,143
536,CR,212,89
628,CR,385,121
524,CR,39,15
525,CR,229,91
527,CR,299,110
520,CR,198,71
521,CR,8,3
522,CR,123,51
523,CR,6,5
420,CR,371,103
423,CR,276,86
255,CR,366,105
425,CR,279,61
424,CR,411,119
360,CR,387,118
426,CR,498,134
586,CR,291,105
587,CR,286,112
449,CR,503,119
448,CR,468,105
582,CR,247,122
583,CR,270,111
580,CR,234,80
581,CR,148,81
441,CR,346,126
440,CR,369,110
447,CR,492,104
446,CR,336,93
445,CR,481,116
444,CR,466,144
245,CR,394,106
920,CR,268,115
108,CR,356,102
240,CR,483,109
102,CR,291,73
100,CR,374,140
615,CR,172,49
106,CR,308,111
649,CR,298,107
104,CR,379,109
903,CR,329,160
900,CR,315,123
905,CR,382,103
641,CR,140,49
640,CR,338,124
643,CR,315,128
642,CR,180,32
645,CR,447,115
644,CR,382,104
647,CR,265,57
646,CR,180,49
436,CR,194,74
510,CR,244,91
434,CR,267,63
435,CR,288,53
515,CR,434,115
430,CR,233,99
588,CR,200,75
620,CR,391,133
627,CR,350,109
338,CR,342,104
625,CR,349,144
624,CR,77,34
335,CR,302,82
451,CR,349,119
337,CR,310,112
453,CR,364,82
577,CR,448,149
330,CR,374,108
456,CR,498,140
574,CR,19,6
600,CR,174,78
175,CR,249,88
257,CR,376,110
170,CR,270,125
543,CR,362,106
654,CR,227,97
656,CR,192,56
710,CR,160,52
180,CR,265,112
655,CR,336,93
652,CR,313,120
653,CR,299,95
650,CR,356,115
651,CR,260,83
505,CR,422,137
502,CR,337,84
503,CR,267,86
500,CR,375,134
659,CR,378,116
630,CR,284,102
631,CR,437,105
632,CR,184,68
633,CR,297,132
634,CR,289,108
635,CR,267,94
636,CR,286,108
560,CR,362,98
639,CR,293,122
545,CR,248,84
460,CR,523,145
566,CR,235,73
225,CR,546,99
160,CR,250,116
220,CR,269,93
964,CR,404,72
965,CR,360,84
966,CR,253,44
967,CR,234,58
960,CR,444,102
961,CR,70,17
962,CR,274,76
963,CR,300,64
968,CR,335,78
969,CR,201,68
658,CR,330,87
720,CR,293,75
947,CR,281,103
605,CR,313,134
150,CR,200,97
153,CR,224,90
606,CR,73,29
395,CR,105,37
603,CR,197,91
555,CR,412,150
550,CR,465,94
553,CR,367,64
584,CR,319,88
681,CR,287,94
959,CR,17,3
958,CR,57,16
951,CR,287,113
950,CR,339,103
953,CR,168,44
957,CR,84,17
638,CR,326,99
327,CR,405,96
585,CR,424,134
325,CR,280,81
147,CR,302,104
618,CR,402,102
563,CR,389,143
613,CR,174,51
610,CR,477,175
617,CR,351,106
565,CR,304,80
511,CR,18,9
648,CR,290,85
487,CR,161,70
485,CR,256,90
673,CR,377,142
483,CR,542,130
573,CR,429,161
480,CR,483,162
686,CR,266,77
432,CR,258,85
576,CR,2,3
940,CR,322,123
680,CR,309,79
470,CR,486,122
689,CR,359,126
688,CR,283,96
350,CR,292,115
685,CR,93,40
687,CR,298,142
Total,CR,73082,23133
572,CR,451,145
596(*),CR,0,0
683,CR,310,99
682,CR,336,77
