Row Label,County,Mary E. Fairhurst
0134,YA,521
4303,YA,99
0130,YA,168
0131,YA,197
0132,YA,203
0133,YA,395
0138,YA,436
0139,YA,371
4005,YA,181
1301,YA,139
5101,YA,116
0140,YA,178
0142,YA,351
0308,YA,0
0307,YA,15
0306,YA,251
0305,YA,8
0304,YA,92
0303,YA,172
0302,YA,182
0301,YA,57
0127,YA,219
0126,YA,116
0124,YA,75
0120,YA,164
2701,YA,530
0129,YA,145
3401,YA,103
1701,YA,199
1702,YA,17
1703,YA,185
1704,YA,0
1705,YA,308
1706,YA,247
1708,YA,171
4401,YA,145
4402,YA,165
5010,YA,81
0113,YA,129
0110,YA,167
0111,YA,179
0116,YA,282
5016,YA,118
0118,YA,112
4106,YA,244
3308,YA,258
3309,YA,191
3306,YA,143
3304,YA,279
3305,YA,222
3303,YA,110
3301,YA,205
4801,YA,427
4802,YA,415
2301,YA,186
2303,YA,195
2306,YA,270
5003,YA,253
5001,YA,75
0104,YA,161
0101,YA,132
0103,YA,131
4114,YA,86
4115,YA,133
0901,YA,107
4625,YA,10
4626,YA,13
4111,YA,318
3311,YA,491
3310,YA,210
3313,YA,90
3504,YA,12
4623,YA,22
4624,YA,143
4112,YA,390
0190,YA,178
5014,YA,253
0179,YA,335
0170,YA,229
0173,YA,216
0175,YA,165
0177,YA,368
4101,YA,107
3004,YA,10
4102,YA,235
4105,YA,135
4104,YA,191
3002,YA,77
4109,YA,379
4108,YA,166
1901,YA,102
0185,YA,325
0184,YA,266
0187,YA,283
0186,YA,431
0181,YA,359
0180,YA,185
0183,YA,271
0182,YA,495
0501,YA,194
0189,YA,216
0188,YA,379
1502,YA,308
1503,YA,274
1501,YA,220
1504,YA,322
3602,YA,417
0169,YA,374
0168,YA,340
0001,YA,0
3605,YA,457
0163,YA,340
0162,YA,177
0167,YA,335
4627,YA,84
4608,YA,96
4609,YA,109
4606,YA,288
4604,YA,126
4605,YA,2
4602,YA,135
4603,YA,301
4601,YA,117
3206,YA,322
3205,YA,353
3204,YA,32
3203,YA,337
4628,YA,89
3208,YA,32
1103,YA,231
1101,YA,221
2103,YA,236
2101,YA,301
3904,YA,93
3905,YA,79
3901,YA,306
3902,YA,117
3903,YA,529
3601,YA,32
4618,YA,187
4615,YA,230
4616,YA,106
3104,YA,226
3105,YA,33
3106,YA,264
4003,YA,355
3101,YA,425
3102,YA,214
3103,YA,141
5012,YA,216
5020,YA,163
2501,YA,221
4504,YA,235
5202,YA,0
4501,YA,74
4503,YA,30
3701,YA,192
0156,YA,170
0154,YA,265
0155,YA,294
0153,YA,229
0150,YA,160
4001,YA,77
0701,YA,69
Total,YA,33407
4002,YA,101
0158,YA,137
