Row Label,County,Repealed,Maintained
Yellowhawk 58,WL,16,18
CP 3 63,WL,212,214
Touchet 5 56(*),WL,0,0
Spruce 24,WL,110,83
Birch 05,WL,108,117
Baumeister 04,WL,199,150
Jefferson 13,WL,251,257
Ice Harbor 34,WL,250,176
Alder 02,WL,91,63
Waitsburg 65,WL,255,183
Lincoln 49,WL,39,24
CP 1 61,WL,260,190
Watertown 29,WL,112,112
Frenchtown 4 45,WL,23,20
Ritz 53,WL,266,227
CP 2 62,WL,190,139
Frenchtown 5 44,WL,98,84
Alderbrook 01,WL,114,92
Baker 33,WL,42,46
Edison 08,WL,122,123
Pine 21,WL,91,73
Mill Creek 50,WL,132,84
Sharpstein 23,WL,123,110
Gose 47,WL,44,45
CP 5 67,WL,220,154
Henderson 11,WL,143,109
Burbank 38,WL,308,161
Garfield 09,WL,187,94
Washington 60,WL,74,61
Garrison 46,WL,117,96
Berney 35,WL,120,110
Isaacs 12,WL,104,74
Paine 20,WL,66,66
Pleasant 22,WL,267,198
Wallula 59,WL,23,19
Monroe 18,WL,236,279
Ash 03,WL,206,185
Dixie 41,WL,151,97
Touchet 4 55,WL,193,112
CP 6 68,WL,39,19
Eureka 4 43(*),WL,0,0
Blalock 36,WL,233,183
Stadium 25,WL,127,102
Clyde 39,WL,20,9
CP 4 66,WL,282,211
Pros Point 52,WL,393,419
Wainwright 28,WL,257,131
Moore 51,WL,104,104
Eureka 5 42,WL,28,19
Derry 40,WL,92,61
College 07,WL,88,136
Prescott 64,WL,53,28
Green Park 10,WL,63,113
Twin Grove 57,WL,108,106
Tausick 26,WL,125,108
Marcus 17,WL,330,259
Braden 37,WL,230,202
McNary 54,WL,131,122
Maple 16,WL,222,245
Total,WL,8696,7250
Abbott 31,WL,132,139
Clark 06,WL,74,86
