Row Label,County,Mary Yu
216,WM,309
217,WM,235
214,WM,271
215,WM,312
212,WM,169
213,WM,370
210,WM,336
211,WM,310
106    ,WM,296
260    ,WM,233
218,WM,251
219,WM,291
133,WM,210
132,WM,237
131,WM,359
130,WM,182
137,WM,192
135,WM,302
139,WM,139
138,WM,294
179    ,WM,90
182    ,WM,364
604    ,WM,273
162    ,WM,227
606    ,WM,313
175    ,WM,279
249    ,WM,319
610    ,WM,387
401,WM,198
248    ,WM,196
220,WM,251
124    ,WM,169
145    ,WM,412
173    ,WM,246
265    ,WM,269
120,WM,254
121,WM,187
122,WM,211
123,WM,192
125,WM,271
127,WM,394
129,WM,311
268,WM,16
166    ,WM,334
201    ,WM,513
304    ,WM,134
172    ,WM,202
111    ,WM,309
607    ,WM,292
160    ,WM,298
701,WM,281
115,WM,267
114,WM,172
117,WM,236
116,WM,167
110,WM,280
113,WM,273
112,WM,146
205,WM,225
118,WM,330
163    ,WM,238
261    ,WM,251
209,WM,310
509    ,WM,235
161    ,WM,196
251    ,WM,294
156    ,WM,142
252    ,WM,56
301,WM,409
302,WM,416
303,WM,383
611    ,WM,193
245,WM,179
244,WM,325
108,WM,390
246,WM,219
241,WM,238
240,WM,337
243,WM,309
242,WM,195
102,WM,234
103,WM,288
101,WM,307
107,WM,394
104,WM,205
105,WM,171
247,WM,193
253    ,WM,241
169    ,WM,416
605,WM,194
141    ,WM,357
140    ,WM,407
250    ,WM,430
259    ,WM,189
601,WM,436
507    ,WM,280
174    ,WM,240
255    ,WM,182
180    ,WM,269
254    ,WM,230
603,WM,304
181    ,WM,368
609    ,WM,421
504,WM,164
505,WM,367
502,WM,280
503,WM,377
501,WM,288
168    ,WM,352
257    ,WM,177
263    ,WM,268
177    ,WM,210
178    ,WM,337
183    ,WM,13
229,WM,282
228,WM,245
227,WM,331
226,WM,163
225,WM,302
224,WM,104
223,WM,193
222,WM,440
221,WM,323
167    ,WM,49
126    ,WM,378
258    ,WM,287
256    ,WM,314
608    ,WM,287
158    ,WM,144
264    ,WM,297
262    ,WM,247
159    ,WM,88
176    ,WM,224
151,WM,358
150,WM,332
153,WM,274
152,WM,302
155,WM,190
157,WM,142
602,WM,364
164    ,WM,85
508    ,WM,338
238,WM,226
239,WM,358
144    ,WM,327
234,WM,309
235,WM,168
236,WM,131
237,WM,163
230,WM,190
231,WM,285
232,WM,296
233,WM,277
154    ,WM,214
146    ,WM,365
136    ,WM,288
165    ,WM,147
147,WM,285
203,WM,370
202,WM,244
142,WM,259
204,WM,155
207,WM,202
206,WM,320
119    ,WM,178
208,WM,460
148,WM,306
149,WM,243
170    ,WM,220
143    ,WM,201
402    ,WM,252
171    ,WM,346
506    ,WM,302
267    ,WM,34
266    ,WM,326
134    ,WM,412
801,WM,224
Total,WM,46656
