Row Label,County,Repealed,Maintained
Griffin,BE,5,4
215,BE,125,69
Ridge,BE,0,0
Kiona,BE,280,166
210,BE,127,67
Hedges,BE,146,76
Weidle,BE,29,17
Randy,BE,89,40
W2 - P641,BE,101,86
W2 - P640,BE,133,111
135,BE,95,133
165,BE,114,83
W1 - P685,BE,170,174
W1 - P686,BE,154,145
W1 - P680,BE,200,149
W1 - P681,BE,130,124
W1 - P682,BE,223,190
W1 - P683,BE,152,120
El Rancho,BE,229,202
Columbia(*),BE,0,0
Benton South,BE,182,74
W3 - P545,BE,102,48
French,BE,18,18
289,BE,194,227
288,BE,119,136
(none),BE,142,117
Carley(*),BE,0,0
281,BE,159,230
280,BE,124,221
283,BE,130,99
220,BE,101,67
285,BE,229,197
284,BE,111,124
287,BE,108,63
286,BE,86,122
235,BE,90,70
Apricot,BE,38,30
Benton East,BE,0,0
455,BE,135,111
Reata,BE,127,111
W1 - P670,BE,141,110
W3-P511,BE,17,8
W1 - P675,BE,69,63
W1 - P674,BE,122,89
265,BE,137,99
W1 - P676,BE,218,146
Harrington,BE,188,157
W3 - P558,BE,223,154
W3 - P559,BE,211,145
W3 - P552,BE,168,125
W3 - P553,BE,145,117
W3 - P550,BE,165,136
W3 - P551,BE,169,83
W3 - P556,BE,223,136
W3 - P557,BE,162,142
WR 11,BE,150,133
W3 - P555,BE,139,81
WR 17,BE,117,98
130,BE,98,147
WR 16,BE,133,65
Onion(*),BE,0,0
Benton North,BE,249,119
292,BE,144,57
293,BE,93,72
290,BE,181,127
Badger,BE,138,94
Crow Butte,BE,15,13
195,BE,138,71
Washington,BE,72,34
311,BE,0,0
310,BE,139,161
Mills,BE,244,119
Rattlesnake,BE,35,30
315,BE,194,253
115,BE,92,98
271,BE,98,52
W1 - P660,BE,166,105
W1 - P667,BE,90,51
W1 - P664,BE,262,201
W1 - P665,BE,155,189
278,BE,185,141
279,BE,61,64
W1 - P668,BE,242,207
W1 - P669,BE,99,79
175,BE,225,212
Susie,BE,16,19
Walnut Grove,BE,118,73
Kennewick Valley,BE,186,78
Hawthorne,BE,110,60
W3 - P560,BE,75,70
255,BE,160,89
Yellowstone,BE,105,55
Cook,BE,5,11
Celilo,BE,174,151
WR 10,BE,15,14
Black Rock(*),BE,0,0
Orchard,BE,10,7
300,BE,135,133
301,BE,159,107
Jewel,BE,34,7
305,BE,116,148
W1 - P657,BE,133,87
W1 - P656,BE,77,63
W1 - P655,BE,123,57
Shockley,BE,2,3
240,BE,200,157
W1 - P651,BE,36,33
W1 - P650,BE,198,127
Ivey,BE,146,60
105,BE,114,63
245,BE,137,54
Hanford 4,BE,0,0
Hanford 3,BE,0,0
Hanford 2,BE,0,0
Hanford 1,BE,0,0
Cascade,BE,162,85
Gage(*),BE,0,0
WR 1,BE,106,55
W2 - P633,BE,140,153
Cone,BE,99,72
W3 - P540,BE,164,102
160,BE,153,173
Liberty(*),BE,0,0
291,BE,180,142
282,BE,235,200
W2 - P635,BE,197,125
Elk,BE,0,0
125,BE,78,106
450,BE,173,129
Salmon,BE,45,27
Umatilla,BE,74,51
W1 - P645,BE,40,24
W1 - P646,BE,63,40
190,BE,118,157
Bobbie,BE,0,0
W2 - P639,BE,113,66
W2 - P601,BE,94,49
W2 - P600,BE,87,56
Riverside,BE,179,122
W2 - P605,BE,120,86
Finley,BE,292,128
170,BE,129,79
W3 - P505,BE,134,66
Buena Vista,BE,255,185
W3 - P500,BE,44,17
Demoss,BE,14,8
Sunny,BE,32,36
180,BE,83,68
316,BE,0,0
Pearson(*),BE,0,0
Candy(*),BE,0,0
W2 - P570,BE,159,71
186,BE,56,49
Dot,BE,100,41
W2 - P575,BE,73,48
185,BE,77,45
250,BE,149,110
Vineyard(*),BE,0,0
465,BE,138,146
Horse Heaven,BE,18,17
460,BE,146,104
McBee(*),BE,0,0
Enterprise,BE,105,98
W2 - P590,BE,121,65
W2 - P610,BE,116,76
W2 - P595,BE,131,87
Prosser North,BE,173,105
W2 - P615,BE,57,30
270,BE,150,144
W3 - P515,BE,88,62
W3 - P510,BE,94,44
225,BE,140,90
Miller(*),BE,0,0
W2 - P565,BE,86,34
Canyon,BE,139,127
295,BE,138,135
W2 - P560,BE,108,65
Roza,BE,0,0
Edgewater,BE,141,86
W2 - P625,BE,189,101
110,BE,111,127
151,BE,226,247
150,BE,185,174
Vista,BE,80,44
WR 4,BE,222,183
Legion,BE,180,92
Cherry,BE,208,100
Roe(*),BE,0,0
Oak,BE,105,41
WR 9,BE,122,98
WR 8,BE,208,169
W1-P663,BE,123,120
Paterson,BE,10,9
WR 2,BE,119,47
WR 3,BE,63,73
W2 - P626,BE,90,66
W2 - P580,BE,98,74
W3 - P520,BE,73,31
WR 7,BE,168,182
Chandler,BE,25,22
W3 - P525,BE,111,66
W2 - P585,BE,92,51
W2-P574,BE,89,63
230,BE,106,77
Yakima(*),BE,0,0
WR13,BE,148,77
WR14,BE,201,195
WR15,BE,157,94
WR 6,BE,246,157
320,BE,195,211
WR 5,BE,79,34
155,BE,203,166
W2 - P620,BE,129,57
White Bluffs,BE,236,161
200,BE,119,91
145,BE,181,178
205,BE,111,85
140,BE,87,129
275,BE,59,60
W3 - P535,BE,92,33
W2 - P630,BE,146,106
Expansion(*),BE,0,0
Goose Ridge,BE,38,35
W2 - P634,BE,199,160
Reese,BE,21,18
W2 - P636,BE,123,168
W2 - P637,BE,182,139
W2 - P638,BE,173,140
Wheat,BE,0,0
W1 - P691,BE,27,18
W1 - P690,BE,194,158
W3 - P530,BE,109,47
South,BE,130,98
Ida,BE,0,0
120,BE,126,158
Tumble Weed,BE,34,24
Sacagawea(*),BE,0,0
470,BE,122,90
260,BE,118,99
W3-P516,BE,10,4
Red Mountain,BE,150,108
Total,BE,27318,20793
WR12,BE,204,163
Clements,BE,16,46
