Row Label,County,Repealed,Maintained
BLUFFS 210,CM,144,125
PORT ANGELES 109,CM,320,337
PORT ANGELES 108,CM,129,149
BELLEVIEW 205,CM,241,232
CARLSBORG 214,CM,170,189
PORT ANGELES 103,CM,247,307
PORT ANGELES 102,CM,229,286
PORT ANGELES 101,CM,148,195
OLYMPIC 254,CM,147,194
PORT ANGELES 107,CM,243,334
PORT ANGELES 106,CM,190,235
PORT ANGELES 105,CM,222,287
PORT ANGELES 104,CM,170,215
AGNEW 201,CM,194,191
JAMESTOWN 240,CM,131,196
FRESHWATER BAY 233,CM,276,336
DUNGENESS EAST 222,CM,238,335
SUN 269,CM,82,68
CLARK 216,CM,103,71
MOUNT PLEASANT 251,CM,191,238
PORT WILLIAMS 258,CM,128,137
MILLER PENINSULA 246,CM,110,171
ELK 229,CM,51,71
FAIRVIEW 232,CM,237,263
OBRIEN 253,CM,167,229
HAPPY VALLEY 237,CM,143,129
EAGLE 226,CM,175,195
COYOTE 218,CM,217,306
BOGACHIEL 212,CM,86,80
ROBIN HILL 266,CM,176,195
PRAIRIE NORTH 259,CM,215,218
JOYCE 241,CM,300,262
NEAH BAY 252,CM,116,84
SEQUIM 406,CM,159,214
MADISON CREEK 248,CM,84,88
FORKS 301,CM,131,114
DEER PARK 220,CM,235,279
DIAMOND POINT 221,CM,241,241
BEAVER 204,CM,165,155
MONTERRA 249,CM,183,280
PORT ANGELES 110,CM,50,83
PORT ANGELES 111,CM,285,311
PORT ANGELES 112,CM,147,184
PORT ANGELES 113,CM,181,176
QUILEUTE 262,CM,87,71
CLINE 217,CM,191,288
FORKS 302,CM,192,168
BELL HILL 207,CM,199,288
PRAIRIE SOUTH 260,CM,226,214
MOUNT ANGELES 250,CM,106,183
SUNLAND NORTH 270,CM,194,292
BLYN 211,CM,175,239
DUNGENESS WEST 223,CM,106,158
BLUE MOUNTAIN 209,CM,201,265
MACLEAY 247,CM,192,258
SEQUIM 404,CM,270,350
SEQUIM 405,CM,156,237
SEQUIM 402,CM,126,127
SEQUIM 403,CM,246,227
DRY CREEK 224,CM,192,210
CLALLAM BAY 215,CM,104,136
LOST MOUNTAIN 245,CM,124,190
SEQUIM 401,CM,108,139
RIVERSIDE 265,CM,218,240
BLACK DIAMOND 208,CM,114,173
SUNLAND SOUTH 271,CM,157,168
ELWHA 230,CM,69,74
Total,CM,11550,13680
