Row Label,County,Yes,No
29-620(*),PI,0,0
27-448,PI,10,9
27-449,PI,312,148
27-444,PI,268,164
27-445,PI,247,153
27-446,PI,253,146
27-447,PI,261,162
27-440,PI,332,127
27-441,PI,249,144
27-442,PI,185,137
27-443,PI,203,152
27-428,PI,334,115
27-429,PI,344,138
27-426,PI,315,196
27-427,PI,350,161
27-424,PI,366,182
27-425,PI,374,142
27-422,PI,442,237
27-423,PI,422,182
27-420,PI,450,180
27-421,PI,328,130
28-506,PI,354,220
28-507,PI,302,168
28-504,PI,331,233
28-505,PI,392,271
28-502,PI,336,269
28-503,PI,329,227
28-501,PI,339,274
28-508,PI,165,88
28-509,PI,0,0
27-459,PI,152,113
27-458,PI,211,79
27-453,PI,211,79
27-452,PI,230,174
27-451,PI,223,151
27-450,PI,300,177
27-457,PI,223,155
27-456,PI,193,126
27-455,PI,237,141
27-454,PI,298,167
27-439,PI,332,119
27-438,PI,314,108
27-435,PI,311,197
27-434,PI,265,184
27-437,PI,287,143
27-436,PI,335,145
27-431,PI,111,93
27-430,PI,326,139
27-433,PI,326,171
27-432,PI,290,197
29-626,PI,8,3
29-627,PI,0,0
29-624,PI,0,0
29-622,PI,178,118
29-623,PI,56,27
27-408,PI,334,234
27-409,PI,315,206
27-404,PI,125,48
27-405,PI,349,216
27-406,PI,420,320
27-407,PI,298,227
29-625(*),PI,0,0
29-601,PI,230,130
29-602,PI,172,131
29-603,PI,250,122
29-604,PI,230,148
29-605,PI,189,140
29-606,PI,239,199
29-607,PI,274,199
29-608,PI,205,143
29-609,PI,172,116
29-619,PI,223,147
29-618,PI,180,139
29-617,PI,220,172
29-616,PI,248,155
29-615,PI,273,186
29-614,PI,293,170
29-613,PI,269,172
29-612,PI,137,81
29-611,PI,58,38
29-610,PI,221,154
27-417,PI,401,185
27-416,PI,359,207
27-415,PI,346,268
27-414,PI,401,189
27-413,PI,333,203
27-412,PI,272,215
27-411,PI,447,255
27-410,PI,367,193
27-419,PI,389,174
27-418,PI,340,186
29-621(*),PI,0,0
27-462,PI,329,201
27-463,PI,251,149
27-460,PI,316,197
27-461,PI,393,209
27-466,PI,286,136
27-467,PI,249,183
27-464,PI,290,145
27-465,PI,251,149
27-468,PI,250,152
Total,PI,26349,15431
