Row Label,County,Yes,No
29-620(*),PI,0,0
27-448,PI,5,15
27-449,PI,241,223
27-444,PI,209,223
27-445,PI,198,203
27-446,PI,182,212
27-447,PI,219,209
27-440,PI,279,179
27-441,PI,207,190
27-442,PI,167,154
27-443,PI,170,181
27-428,PI,295,152
27-429,PI,295,189
27-426,PI,268,239
27-427,PI,310,198
27-424,PI,310,237
27-425,PI,290,226
27-422,PI,409,261
27-423,PI,378,221
27-420,PI,401,237
27-421,PI,287,181
28-506,PI,316,259
28-507,PI,252,217
28-504,PI,322,248
28-505,PI,319,351
28-502,PI,285,314
28-503,PI,298,259
28-501,PI,304,304
28-508,PI,148,107
28-509,PI,0,0
27-459,PI,133,127
27-458,PI,161,137
27-453,PI,177,104
27-452,PI,184,205
27-451,PI,178,195
27-450,PI,240,238
27-457,PI,203,169
27-456,PI,164,155
27-455,PI,197,172
27-454,PI,257,203
27-439,PI,267,179
27-438,PI,252,164
27-435,PI,255,247
27-434,PI,218,232
27-437,PI,225,195
27-436,PI,287,192
27-431,PI,84,116
27-430,PI,311,172
27-433,PI,258,234
27-432,PI,231,252
29-627,PI,0,0
29-624,PI,0,0
29-622,PI,161,137
29-623,PI,54,26
27-408,PI,275,294
27-409,PI,265,254
27-404,PI,120,55
27-405,PI,280,287
27-406,PI,367,378
27-407,PI,244,287
29-625(*),PI,0,0
29-601,PI,181,171
29-602,PI,151,160
29-603,PI,229,147
29-604,PI,175,199
29-605,PI,127,194
29-606,PI,195,239
29-607,PI,238,233
29-608,PI,179,166
29-609,PI,132,155
29-626(*),PI,0,0
29-619,PI,187,187
29-618,PI,168,148
29-617,PI,180,217
29-616,PI,195,203
29-615,PI,219,237
29-614,PI,228,229
29-613,PI,219,224
29-612,PI,114,102
29-611,PI,52,46
29-610,PI,174,197
27-417,PI,349,240
27-416,PI,301,273
27-415,PI,292,320
27-414,PI,355,235
27-413,PI,287,262
27-412,PI,252,245
27-411,PI,364,334
27-410,PI,294,264
27-419,PI,317,234
27-418,PI,301,223
29-621(*),PI,0,0
27-462,PI,280,259
27-463,PI,219,187
27-460,PI,273,248
27-461,PI,319,272
27-466,PI,220,199
27-467,PI,207,228
27-464,PI,263,184
27-465,PI,208,190
27-468,PI,199,200
Total,PI,22182,19548
