Row Label,County,Yes,No
BLUFFS 210,CM,142,166
PORT ANGELES 109,CM,397,350
PORT ANGELES 108,CM,176,140
BELLEVIEW 205,CM,255,283
CARLSBORG 214,CM,198,202
PORT ANGELES 103,CM,362,299
PORT ANGELES 102,CM,376,229
PORT ANGELES 101,CM,225,156
OLYMPIC 254,CM,205,187
PORT ANGELES 107,CM,369,282
PORT ANGELES 106,CM,269,215
PORT ANGELES 105,CM,335,244
PORT ANGELES 104,CM,254,180
AGNEW 201,CM,219,217
JAMESTOWN 240,CM,214,145
FRESHWATER BAY 233,CM,300,410
DUNGENESS EAST 222,CM,366,290
SUN 269,CM,44,120
CLARK 216,CM,96,102
MOUNT PLEASANT 251,CM,230,245
PORT WILLIAMS 258,CM,167,147
MILLER PENINSULA 246,CM,186,116
ELK 229,CM,73,60
FAIRVIEW 232,CM,301,271
OBRIEN 253,CM,164,284
HAPPY VALLEY 237,CM,131,165
EAGLE 226,CM,219,197
COYOTE 218,CM,348,239
BOGACHIEL 212,CM,51,130
ROBIN HILL 266,CM,209,209
PRAIRIE NORTH 259,CM,239,256
JOYCE 241,CM,231,401
NEAH BAY 252,CM,145,64
SEQUIM 406,CM,297,148
MADISON CREEK 248,CM,85,114
FORKS 301,CM,104,167
DEER PARK 220,CM,251,326
DIAMOND POINT 221,CM,296,236
BEAVER 204,CM,119,256
MONTERRA 249,CM,280,244
PORT ANGELES 110,CM,66,79
PORT ANGELES 111,CM,374,302
PORT ANGELES 112,CM,197,179
PORT ANGELES 113,CM,195,193
QUILEUTE 262,CM,90,86
CLINE 217,CM,329,210
FORKS 302,CM,139,270
BELL HILL 207,CM,309,243
PRAIRIE SOUTH 260,CM,257,262
MOUNT ANGELES 250,CM,172,166
SUNLAND NORTH 270,CM,394,177
BLYN 211,CM,223,240
DUNGENESS WEST 223,CM,160,135
BLUE MOUNTAIN 209,CM,229,329
MACLEAY 247,CM,282,252
SEQUIM 404,CM,423,296
SEQUIM 405,CM,263,175
SEQUIM 402,CM,185,97
SEQUIM 403,CM,336,195
DRY CREEK 224,CM,208,240
CLALLAM BAY 215,CM,99,167
LOST MOUNTAIN 245,CM,127,216
SEQUIM 401,CM,175,112
RIVERSIDE 265,CM,293,215
BLACK DIAMOND 208,CM,143,194
SUNLAND SOUTH 271,CM,214,144
ELWHA 230,CM,76,96
Total,CM,14886,13762
