Row Label,County,Yes,No
ENDICOTT 147,WT,89,35
LACROSSE IN,WT,101,47
PULLMAN CITY 131(*),WT,0,0
GARFIELD IN,WT,133,82
PULLMAN CITY 114,WT,16,26
PULLMAN 235,WT,148,354
FARMINGTON 103,WT,25,13
LAMONT IN,WT,14,10
PULLMAN 234,WT,36,54
PULLMAN CITY 133(*),WT,0,0
COLFAX CITY 139,WT,146,119
PULLMAN CITY 127,WT,19,30
MALDEN IN,WT,34,27
PULLMAN CITY 125,WT,9,18
PULLMAN CITY 124,WT,15,27
PULLMAN CITY 123,WT,108,216
PULLMAN CITY 122,WT,40,132
PULLMAN CITY 121,WT,78,134
PULLMAN CITY 120,WT,270,508
UNIONTOWN 109,WT,45,19
TEKOA 101,WT,37,25
PULLMAN CITY 129,WT,38,63
PULLMAN CITY 128,WT,34,42
COLFAX RURAL 137,WT,173,112
DUSTY 143,WT,41,15
ALBION 112,WT,69,55
COLFAX CITY 142,WT,224,132
PULLMAN CITY 126,WT,6,29
COLTON 108,WT,60,55
COLFAX CITY 141,WT,121,77
WILCOX 138,WT,101,37
HAY 144,WT,22,5
PULLMAN 228,WT,15,21
ALBION IN,WT,110,74
COLFAX RURAL 136,WT,124,46
COLTON IN,WT,116,76
ROSALIA IN,WT,146,84
TEKOA IN,WT,148,102
MALDEN 150,WT,7,4
HOOPER 145,WT,14,6
OAKESDALE IN,WT,105,91
ST JOHN IN,WT,140,98
LAMONT 148,WT,32,18
ROSALIA 151,WT,51,32
ST JOHN 149,WT,149,90
PULLMAN CITY 135,WT,93,211
ENDICOTT IN,WT,74,61
COLFAX CITY 140,WT,160,86
PULLMAN CITY 134,WT,14,24
OAKESDALE 102,WT,60,49
PULLMAN CITY 118,WT,110,275
PULLMAN CITY 119,WT,106,232
PULLMAN CITY 130,WT,28,69
PULLMAN 218,WT,160,268
PULLMAN CITY 132(*),WT,0,0
PULLMAN RURAL 110,WT,272,204
PULLMAN RURAL 111,WT,62,77
THORNTON 152,WT,41,21
LACROSSE 146,WT,57,27
PULLMAN CITY 116,WT,216,338
PULLMAN CITY 117,WT,87,95
PALOUSE 107,WT,219,183
PULLMAN CITY 115,WT,4,8
PALOUSE RURAL 106,WT,118,96
UNIONTOWN IN,WT,58,55
STEPTOE 104,WT,64,49
FARMINGTON IN,WT,59,20
PULLMAN CITY 113,WT,68,135
GARFIELD 105,WT,70,40
Total,WT,5612,5866
