Row Label,County,Repealed,Maintained
DAMMAN,KS,140,171
VANTAGE,KS,14,11
PARK,KS,176,155
TEANAWAY,KS,150,135
ELLENSBURG 20,KS,41,37
CLE ELUM 4,KS,128,108
ELLENSBURG 22,KS,79,87
ELLENSBURG 23,KS,114,81
CLE ELUM 1,KS,89,85
ELLENSBURG 25,KS,157,172
CLE ELUM 3,KS,33,27
CLE ELUM 2,KS,55,48
SOUTH CLE ELUM,KS,88,78
FAIRVIEW,KS,112,88
RONALD,KS,83,58
NORTHEAST FAIRVIEW,KS,207,117
ELLENSBURG 24,KS,186,156
ELLENSBURG 9,KS,35,53
ELLENSBURG 8,KS,44,38
RIDGEWAY,KS,232,226
ELLENSBURG 1,KS,20,25
ELLENSBURG 2,KS,27,45
ELLENSBURG 5,KS,37,43
ELLENSBURG 4,KS,18,30
ELLENSBURG 7,KS,25,25
ELLENSBURG 6,KS,27,34
EAST SANDERS,KS,189,124
THRALL,KS,160,121
ELLENSBURG 21,KS,61,57
MOUNTAIN,KS,60,67
HYAK,KS,45,43
ROSLYN 1,KS,80,84
ROSLYN 2,KS,66,62
KITTITAS 1,KS,83,37
KACHESS,KS,48,55
MANASTASH,KS,102,141
DENMARK,KS,214,225
ROSLYN OUTLYING,KS,21,26
SOUTH ELLENSBURG,KS,172,197
DRY CREEK,KS,216,157
NORTH CENTRAL,KS,122,135
ELLENSBURG 11,KS,61,56
ELLENSBURG 10,KS,75,54
ELLENSBURG 13,KS,36,53
ELLENSBURG 12,KS,49,68
ELLENSBURG 15,KS,64,83
ELLENSBURG 14,KS,40,87
ELLENSBURG 17,KS,94,93
ELLENSBURG 16,KS,114,111
ELLENSBURG 19,KS,110,175
ELLENSBURG 18,KS,23,9
WESTSIDE,KS,190,179
EASTON,KS,200,120
PEOH POINT,KS,172,132
SANDERS,KS,82,57
KITTITAS 2,KS,93,55
NORTH ELLENSBURG,KS,205,205
THORP,KS,172,111
SWAUK,KS,121,71
Total,KS,5857,5383
