Row Label,County,Repealed,Maintained
CAMANO 08,IS,234,200
CAMANO 09,IS,315,321
S WHIDBEY 09,IS,326,417
S WHIDBEY 08,IS,221,408
N WHIDBEY 04,IS,384,346
N WHIDBEY 05,IS,188,179
N WHIDBEY 06,IS,172,195
N WHIDBEY 07,IS,229,267
S WHIDBEY 03,IS,349,444
S WHIDBEY 02,IS,295,436
S WHIDBEY 01,IS,319,478
CAMANO 03,IS,282,377
S WHIDBEY 07,IS,286,432
S WHIDBEY 06,IS,271,433
S WHIDBEY 05,IS,337,455
S WHIDBEY 04,IS,223,474
N WHIDBEY 01,IS,346,327
N WHIDBEY 03,IS,269,214
CAMANO 01,IS,224,293
C WHIDBEY 03,IS,305,432
C WHIDBEY 02,IS,329,425
C WHIDBEY 01,IS,203,221
COUPEVILLE,IS,304,411
C WHIDBEY 05,IS,277,436
C WHIDBEY 04,IS,338,402
N WHIDBEY 02,IS,311,311
N WHIDBEY 08,IS,161,253
N WHIDBEY 09,IS,183,210
CAMANO 02,IS,316,336
N WHIDBEY 11,IS,43,61
N WHIDBEY 10,IS,95,73
S WHIDBEY 10,IS,268,460
CAMANO 04,IS,357,508
CAMANO 05,IS,366,343
CAMANO 06,IS,319,355
CAMANO 11,IS,279,348
CAMANO 10,IS,217,257
CAMANO 07,IS,252,320
OAK HARBOR 08,IS,255,234
OAK HARBOR 09,IS,75,64
OAK HARBOR 01,IS,289,276
OAK HARBOR 02,IS,226,208
OAK HARBOR 03,IS,245,300
OAK HARBOR 04,IS,292,266
OAK HARBOR 05,IS,288,292
OAK HARBOR 06,IS,244,238
OAK HARBOR 07,IS,286,289
LANGLEY,IS,158,348
Total,IS,12551,15373
