Row Label,County,Yes,No
STANWOOD 1,SN,120,32
STANWOOD 3,SN,198,40
STANWOOD 2,SN,221,45
STANWOOD 5,SN,308,71
STANWOOD 4,SN,345,75
STANWOOD 7,SN,138,29
STANWOOD 6,SN,176,39
Total,SN,1506,331
