Row Label,County,Mary Yu
PCT 3329,SP,268
PCT 4448,SP,281
PCT 3323,SP,309
PCT 3322,SP,269
PCT 3321,SP,316
PCT 3320,SP,253
PCT 3327,SP,230
PCT 3326,SP,145
PCT 4438,SP,474
PCT 4439,SP,357
PCT 3325,SP,393
PCT 4432,SP,351
PCT 4433,SP,242
PCT 4430,SP,382
PCT 3324,SP,311
PCT 4436,SP,457
PCT 4437,SP,407
PCT 4434,SP,445
PCT 4435,SP,362
PCT 7028,SP,428
PCT 7029,SP,324
PCT 7020,SP,326
PCT 7021,SP,214
PCT 7022,SP,253
PCT 7023,SP,286
PCT 7024,SP,424
PCT 7025,SP,304
PCT 7026,SP,330
PCT 7027,SP,295
PCT 3222,SP,170
PCT 3223,SP,225
PCT 3220,SP,377
PCT 3221,SP,358
PCT 6221,SP,409
PCT 6220,SP,376
PCT 6223,SP,391
PCT 6222,SP,289
PCT 6225,SP,420
PCT 6224,SP,345
PCT 3128,SP,287
PCT 3121,SP,249
PCT 3120,SP,284
PCT 3123,SP,242
PCT 3122,SP,334
PCT 3125,SP,252
PCT 3124,SP,302
PCT 3127,SP,276
PCT 3126,SP,60
PCT 9400,SP,23
PCT 4034,SP,250
PCT 4035,SP,216
PCT 4032,SP,193
PCT 4033,SP,249
PCT 4030,SP,216
PCT 4031,SP,247
PCT 6315,SP,214
PCT 6314,SP,322
PCT 6317,SP,228
PCT 6316,SP,152
PCT 6311,SP,276
PCT 6310,SP,299
PCT 6313,SP,382
PCT 6312,SP,301
PCT 6318,SP,287
PCT 6009,SP,276
PCT 6008,SP,265
PCT 9700,SP,108
PCT 6001,SP,271
PCT 6000,SP,220
PCT 6003,SP,365
PCT 6002,SP,86
PCT 6005,SP,303
PCT 6004,SP,211
PCT 6007,SP,285
PCT 6006,SP,305
PCT 3301,SP,437
PCT 3300,SP,296
PCT 3303,SP,318
PCT 3302,SP,326
PCT 3305,SP,252
PCT 3304,SP,326
PCT 3307,SP,228
PCT 3306,SP,311
PCT 3309,SP,322
PCT 3308,SP,320
PCT 6500,SP,77
PCT 6218,SP,333
PCT 6219,SP,329
PCT 6210,SP,405
PCT 6211,SP,257
PCT 6212,SP,230
PCT 6213,SP,388
PCT 6214,SP,289
PCT 6215,SP,415
PCT 6216,SP,328
PCT 6217,SP,379
PCT 3110,SP,218
PCT 3111,SP,220
PCT 3112,SP,18
PCT 3113,SP,323
PCT 3114,SP,314
PCT 3115,SP,292
PCT 3116,SP,304
PCT 3117,SP,216
PCT 3118,SP,207
PCT 3119,SP,259
PCT 4429,SP,357
PCT 4428,SP,242
PCT 4425,SP,263
PCT 4424,SP,320
PCT 4427,SP,420
PCT 4426,SP,191
PCT 4421,SP,270
PCT 4420,SP,153
PCT 4423,SP,440
PCT 4422,SP,362
PCT 7033,SP,214
PCT 7032,SP,327
PCT 7031,SP,312
PCT 7030,SP,341
PCT 7036,SP,266
PCT 7035,SP,211
PCT 7034,SP,212
PCT 6602,SP,320
PCT 6601,SP,275
PCT 6600,SP,308
PCT 6030,SP,449
PCT 6031,SP,233
PCT 6032,SP,180
PCT 6033,SP,438
PCT 6034,SP,332
PCT 6035,SP,208
PCT 6036,SP,211
PCT 6037,SP,192
PCT 4450,SP,180
PCT 4451,SP,278
PCT 4452,SP,261
PCT 4453,SP,314
PCT 4454,SP,256
PCT 4455,SP,262
PCT 4029,SP,287
PCT 4028,SP,420
PCT 4021,SP,373
PCT 4020,SP,374
PCT 4023,SP,137
PCT 4022,SP,281
PCT 4025,SP,310
PCT 4024,SP,235
PCT 4027,SP,298
PCT 4026,SP,285
PCT 4431,SP,296
PCT 4414,SP,416
PCT 4415,SP,281
PCT 4416,SP,327
PCT 4417,SP,244
PCT 4410,SP,364
PCT 4411,SP,334
PCT 4412,SP,261
PCT 4413,SP,343
PCT 4418,SP,345
PCT 4419,SP,355
PCT 4201,SP,163
PCT 4200,SP,243
PCT 9600,SP,38
PCT 6100,SP,214
PCT 6101,SP,301
PCT 6102,SP,297
PCT 6103,SP,128
PCT 6104,SP,216
PCT 6105,SP,253
PCT 6106,SP,402
PCT 6107,SP,208
PCT 6108,SP,245
PCT 6109,SP,186
PCT 3208,SP,307
PCT 3209,SP,386
PCT 3200,SP,238
PCT 3201,SP,348
PCT 3202,SP,204
PCT 3203,SP,301
PCT 3204,SP,228
PCT 3205,SP,276
PCT 3206,SP,245
PCT 3207,SP,161
PCT 6209,SP,331
PCT 6208,SP,408
PCT 6203,SP,405
PCT 6202,SP,355
PCT 6201,SP,288
PCT 6200,SP,451
PCT 6207,SP,400
PCT 6206,SP,417
PCT 6205,SP,388
PCT 6204,SP,447
PCT 3103,SP,215
PCT 3102,SP,172
PCT 3101,SP,236
PCT 3100,SP,278
PCT 3107,SP,295
PCT 3106,SP,268
PCT 3105,SP,252
PCT 3104,SP,296
PCT 3109,SP,250
PCT 3108,SP,210
PCT 4010,SP,304
PCT 4011,SP,417
PCT 4012,SP,482
PCT 4013,SP,286
PCT 4014,SP,230
PCT 4015,SP,225
PCT 4016,SP,346
PCT 4017,SP,414
PCT 4018,SP,231
PCT 4019,SP,260
PCT 6704,SP,310
PCT 6702,SP,232
PCT 6703,SP,286
PCT 6700,SP,315
PCT 6701,SP,317
PCT 7008,SP,360
PCT 7009,SP,450
PCT 7006,SP,361
PCT 7007,SP,315
PCT 7004,SP,344
PCT 7005,SP,469
PCT 7002,SP,260
PCT 7003,SP,389
PCT 7000,SP,447
PCT 7001,SP,235
PCT 6023,SP,176
PCT 6022,SP,330
PCT 6021,SP,316
PCT 6020,SP,503
PCT 6027,SP,292
PCT 6026,SP,483
PCT 6025,SP,255
PCT 6024,SP,180
PCT 6029,SP,296
PCT 6028,SP,271
PCT 4449,SP,197
PCT 3328,SP,323
PCT 4443,SP,193
PCT 4442,SP,242
PCT 4441,SP,259
PCT 4440,SP,357
PCT 4447,SP,167
PCT 4446,SP,211
PCT 4445,SP,301
PCT 4444,SP,364
Total,SP,100314
PCT 7301,SP,244
PCT 7300,SP,284
PCT 7302,SP,238
PCT 4407,SP,347
PCT 4406,SP,330
PCT 4405,SP,404
PCT 4404,SP,384
PCT 4403,SP,399
PCT 4402,SP,350
PCT 4401,SP,368
PCT 4400,SP,331
PCT 4409,SP,471
PCT 4408,SP,424
PCT 3219,SP,314
PCT 3218,SP,390
PCT 3213,SP,380
PCT 3212,SP,248
PCT 3211,SP,296
PCT 3210,SP,288
PCT 3217,SP,411
PCT 3216,SP,401
PCT 3215,SP,196
PCT 3214,SP,325
PCT 4300,SP,253
PCT 4301,SP,174
PCT 4302,SP,343
PCT 4303,SP,314
PCT 4304,SP,234
PCT 4305,SP,228
PCT 4306,SP,298
PCT 4307,SP,76
PCT 9500,SP,105
PCT 4003,SP,465
PCT 4002,SP,300
PCT 4001,SP,254
PCT 4007,SP,234
PCT 4006,SP,398
PCT 4005,SP,257
PCT 4004,SP,341
PCT 4009,SP,288
PCT 4008,SP,228
PCT 6302,SP,251
PCT 6303,SP,475
PCT 6300,SP,511
PCT 6301,SP,464
PCT 6306,SP,291
PCT 6307,SP,162
PCT 6304,SP,414
PCT 6305,SP,200
PCT 6308,SP,198
PCT 6309,SP,351
PCT 3000,SP,5
PCT 7011,SP,204
PCT 7010,SP,243
PCT 7013,SP,290
PCT 7012,SP,302
PCT 7015,SP,290
PCT 7014,SP,277
PCT 7017,SP,324
PCT 7016,SP,446
PCT 7019,SP,315
PCT 7018,SP,387
PCT 9300,SP,60
PCT 6401,SP,155
PCT 6400,SP,263
PCT 6402,SP,317
PCT 6016,SP,215
PCT 6017,SP,474
PCT 6014,SP,160
PCT 6015,SP,183
PCT 6012,SP,205
PCT 6013,SP,243
PCT 6010,SP,39
PCT 6011,SP,279
PCT 6018,SP,413
PCT 6019,SP,446
PCT 3318,SP,302
PCT 3319,SP,263
PCT 3316,SP,381
PCT 3317,SP,439
PCT 3314,SP,284
PCT 3315,SP,360
PCT 3312,SP,394
PCT 3313,SP,423
PCT 3310,SP,314
PCT 3311,SP,205
PCT 9008,SP,43
PCT 9004,SP,283
PCT 9005,SP,104
