Row Label,County,Mary Yu
31-900,PI,209
29-680,PI,273
31-902,PI,427
31-903,PI,4
31-904,PI,56
31-905,PI,273
31-906,PI,170
31-907,PI,258
31-908,PI,219
31-909,PI,247
29-640,PI,310
29-641,PI,327
29-642,PI,343
29-643,PI,31
29-648,PI,7
29-649,PI,101
25-239,PI,404
25-238,PI,212
31-901,PI,40
25-235,PI,12
25-237,PI,1
25-236,PI,295
25-230,PI,108
28-588,PI,353
28-589,PI,364
28-586,PI,345
28-587,PI,243
28-584,PI,258
28-585,PI,394
28-582,PI,147
28-583,PI,223
28-580,PI,58
28-581,PI,223
25-280,PI,408
25-281,PI,271
25-282,PI,393
02-149,PI,408
25-284,PI,210
25-285,PI,512
25-286,PI,380
25-287,PI,4
25-288,PI,399
25-289,PI,0
02-140,PI,386
02-141,PI,362
02-146,PI,266
02-147,PI,267
02-144,PI,324
02-145,PI,350
27-439,PI,333
27-438,PI,344
27-435,PI,389
27-434,PI,364
27-437,PI,350
27-436,PI,373
27-431,PI,163
27-430,PI,399
27-433,PI,372
27-432,PI,369
26-339,PI,71
26-338,PI,332
26-333,PI,409
26-332,PI,359
26-331,PI,115
26-330,PI,277
26-337,PI,428
26-336,PI,467
26-335,PI,350
26-334,PI,381
28-515,PI,456
28-517,PI,478
28-516,PI,439
28-519,PI,451
28-518,PI,450
31-869,PI,149
31-865,PI,89
31-861,PI,81
26-348,PI,412
26-349,PI,406
26-346,PI,358
26-347,PI,341
26-344,PI,55
26-345,PI,399
26-342,PI,462
26-343,PI,380
26-340,PI,473
26-341,PI,390
25-271,PI,383
25-270,PI,399
25-273,PI,255
25-272,PI,387
25-275,PI,0
25-274,PI,480
25-277,PI,386
25-276,PI,17
25-279,PI,334
25-278,PI,140
29-682,PI,320
29-683,PI,331
31-923,PI,186
29-619,PI,305
29-618,PI,279
29-617,PI,312
29-616,PI,312
29-615,PI,366
29-614,PI,358
29-613,PI,354
29-612,PI,171
29-611,PI,68
29-610,PI,309
28-559,PI,351
28-558,PI,334
28-551,PI,520
28-550,PI,313
28-553,PI,447
28-552,PI,461
28-555,PI,490
28-554,PI,420
28-557,PI,348
28-556,PI,346
02-115,PI,304
02-114,PI,183
02-117,PI,361
02-116,PI,375
02-111,PI,279
25-291,PI,84
02-113,PI,256
02-112,PI,202
02-143,PI,259
25-290,PI,32
02-119,PI,224
02-118,PI,236
31-823,PI,206
31-822,PI,247
31-827,PI,80
31-826,PI,320
31-825,PI,260
31-824,PI,0
31-829,PI,264
31-828,PI,287
26-302,PI,573
26-303,PI,507
26-301,PI,154
26-304,PI,594
26-305,PI,533
31-892,PI,198
31-893,PI,0
31-890,PI,170
27-471,PI,14
31-891,PI,96
27-475,PI,323
27-477,PI,354
27-476,PI,257
31-896,PI,4
31-897,PI,139
31-894,PI,45
31-895,PI,233
31-856,PI,238
31-857,PI,152
31-854,PI,147
31-855,PI,192
