Row Label,County,Repealed,Maintained
CLARKSTON #2,AS,113,116
SWALLOWS NEST,AS,200,217
WEST CLARKSTON #1,AS,130,147
WEST CLARKSTON #2,AS,153,119
WEST CLARKSTON #3,AS,196,141
ASOTIN #1,AS,120,96
ASOTIN #2,AS,113,105
SOUTH CLARKSTON #1,AS,146,109
SOUTH CLARKSTON #2,AS,170,160
W ASOTIN,AS,79,76
CLARKSTON #6,AS,125,109
CLARKSTON #7,AS,103,61
RURAL ASOTIN,AS,99,63
CLARKSTON #4,AS,124,123
Total,AS,3850,3158
ANATONE,AS,79,52
CLARKSTON #3,AS,119,101
CLARKSTON HTS #4,AS,141,139
CLARKSTON #8,AS,143,76
CLARKSTON HTS #3,AS,60,58
CLARKSTON HTS #2,AS,298,213
CLARKSTON HTS #1,AS,178,121
CLARKSTON #5,AS,90,67
CLARKSTON HTS #7,AS,170,195
CLARKSTON HTS #6,AS,279,194
CLARKSTON HTS #5,AS,308,237
CLARKSTON #1,AS,114,63
