Row Label,County,Repealed,Maintained
PCT 3329,SP,179,177
PCT 4448,SP,228,150
PCT 3323,SP,222,232
PCT 3322,SP,200,164
PCT 3321,SP,232,259
PCT 3320,SP,138,202
PCT 3327,SP,166,155
PCT 3326,SP,92,92
PCT 4438,SP,341,315
PCT 4439,SP,282,218
PCT 3325,SP,252,268
PCT 4432,SP,273,234
PCT 4433,SP,167,172
PCT 4430,SP,306,225
PCT 3324,SP,223,214
PCT 4436,SP,336,358
PCT 4437,SP,327,227
PCT 4434,SP,357,351
PCT 4435,SP,288,243
PCT 7028,SP,319,343
PCT 7029,SP,252,201
PCT 7020,SP,257,274
PCT 7021,SP,176,129
PCT 7022,SP,197,202
PCT 7023,SP,210,185
PCT 7024,SP,264,378
PCT 7025,SP,237,217
PCT 7026,SP,212,303
PCT 7027,SP,200,195
PCT 3222,SP,88,149
PCT 3223,SP,137,174
PCT 3220,SP,226,313
PCT 3221,SP,277,252
PCT 6221,SP,283,350
PCT 6220,SP,270,313
PCT 6223,SP,210,367
PCT 6222,SP,162,263
PCT 6225,SP,292,267
PCT 6224,SP,214,273
PCT 3128,SP,187,178
PCT 3121,SP,228,128
PCT 3120,SP,214,158
PCT 3123,SP,182,157
PCT 3122,SP,218,242
PCT 3125,SP,191,160
PCT 3124,SP,200,171
PCT 3127,SP,169,174
PCT 3126,SP,44,37
PCT 9400,SP,28,11
PCT 4034,SP,196,179
PCT 4035,SP,148,178
PCT 4032,SP,172,137
PCT 4033,SP,198,189
PCT 4030,SP,174,166
PCT 4031,SP,197,216
PCT 6315,SP,157,133
PCT 6314,SP,237,223
PCT 6317,SP,208,164
PCT 6316,SP,85,150
PCT 6311,SP,211,194
PCT 6310,SP,191,221
PCT 6313,SP,257,247
PCT 6312,SP,206,194
PCT 6318,SP,200,194
PCT 6009,SP,205,172
PCT 6008,SP,222,152
PCT 9700,SP,89,73
PCT 6001,SP,221,222
PCT 6000,SP,179,170
PCT 6003,SP,230,316
PCT 6002,SP,64,74
PCT 6005,SP,234,196
PCT 6004,SP,164,173
PCT 6007,SP,222,208
PCT 6006,SP,228,223
PCT 3301,SP,293,319
PCT 3300,SP,185,247
PCT 3303,SP,260,176
PCT 3302,SP,233,228
PCT 3305,SP,197,183
PCT 3304,SP,246,201
PCT 3307,SP,178,150
PCT 3306,SP,248,198
PCT 3309,SP,248,181
PCT 3308,SP,241,218
PCT 6500,SP,33,75
PCT 6218,SP,241,219
PCT 6219,SP,227,318
PCT 6210,SP,278,288
PCT 6211,SP,201,184
PCT 6212,SP,144,162
PCT 6213,SP,271,300
PCT 6214,SP,190,262
PCT 6215,SP,270,300
PCT 6216,SP,251,236
PCT 6217,SP,231,308
PCT 3110,SP,174,111
PCT 3111,SP,165,122
PCT 3112,SP,13,9
PCT 3113,SP,214,182
PCT 3114,SP,249,156
PCT 3115,SP,193,190
PCT 3116,SP,246,186
PCT 3117,SP,156,121
PCT 3118,SP,149,128
PCT 3119,SP,183,152
PCT 4429,SP,323,232
PCT 4428,SP,198,153
PCT 4425,SP,196,170
PCT 4424,SP,262,213
PCT 4427,SP,301,287
PCT 4426,SP,149,127
PCT 4421,SP,223,151
PCT 4420,SP,111,110
PCT 4423,SP,356,270
PCT 4422,SP,263,222
PCT 7033,SP,158,172
PCT 7032,SP,251,238
PCT 7031,SP,209,245
PCT 7030,SP,230,295
PCT 7036,SP,188,167
PCT 7035,SP,210,111
PCT 7034,SP,171,126
PCT 6602,SP,265,193
PCT 6601,SP,216,163
PCT 6600,SP,260,186
PCT 6030,SP,338,332
PCT 6031,SP,176,178
PCT 6032,SP,122,163
PCT 6033,SP,305,401
PCT 6034,SP,260,274
PCT 6035,SP,146,151
PCT 6036,SP,162,142
PCT 6037,SP,131,140
PCT 4450,SP,145,99
PCT 4451,SP,214,160
PCT 4452,SP,222,160
PCT 4453,SP,263,217
PCT 4454,SP,193,147
PCT 4455,SP,223,150
PCT 4029,SP,238,236
PCT 4028,SP,315,336
PCT 4021,SP,286,237
PCT 4020,SP,310,240
PCT 4023,SP,83,96
PCT 4022,SP,242,201
PCT 4025,SP,214,229
PCT 4024,SP,153,205
PCT 4027,SP,216,226
PCT 4026,SP,167,245
PCT 4431,SP,195,212
PCT 4414,SP,342,229
PCT 4415,SP,236,183
PCT 4416,SP,247,218
PCT 4417,SP,182,124
PCT 4410,SP,277,271
PCT 4411,SP,271,238
PCT 4412,SP,200,172
PCT 4413,SP,253,218
PCT 4418,SP,222,250
PCT 4419,SP,324,186
PCT 4201,SP,135,85
PCT 4200,SP,211,151
PCT 9600,SP,42,31
PCT 6100,SP,163,116
PCT 6101,SP,205,198
PCT 6102,SP,203,199
PCT 6103,SP,109,58
PCT 6104,SP,171,139
PCT 6105,SP,225,135
PCT 6106,SP,281,243
PCT 6107,SP,145,175
PCT 6108,SP,167,147
PCT 6109,SP,136,115
PCT 3208,SP,218,206
PCT 3209,SP,292,223
PCT 3200,SP,137,200
PCT 3201,SP,223,254
PCT 3202,SP,143,134
PCT 3203,SP,194,219
PCT 3204,SP,135,195
PCT 3205,SP,180,196
PCT 3206,SP,162,166
PCT 3207,SP,115,111
PCT 6209,SP,210,261
PCT 6208,SP,230,344
PCT 6203,SP,209,394
PCT 6202,SP,262,221
PCT 6201,SP,209,230
PCT 6200,SP,266,329
PCT 6207,SP,225,358
PCT 6206,SP,225,387
PCT 6205,SP,207,370
PCT 6204,SP,222,466
PCT 3103,SP,153,116
PCT 3102,SP,133,101
PCT 3101,SP,176,135
PCT 3100,SP,203,143
PCT 3107,SP,187,182
PCT 3106,SP,180,161
PCT 3105,SP,193,140
PCT 3104,SP,184,208
PCT 3109,SP,186,155
PCT 3108,SP,174,103
PCT 4010,SP,233,220
PCT 4011,SP,359,317
PCT 4012,SP,374,377
PCT 4013,SP,248,188
PCT 4014,SP,158,164
PCT 4015,SP,159,194
PCT 4016,SP,217,280
PCT 4017,SP,322,273
PCT 4018,SP,175,163
PCT 4019,SP,220,153
PCT 6704,SP,220,209
PCT 6702,SP,158,161
PCT 6703,SP,153,245
PCT 6700,SP,193,213
PCT 6701,SP,182,242
PCT 7008,SP,327,271
PCT 7009,SP,390,298
PCT 7006,SP,314,226
PCT 7007,SP,295,175
PCT 7004,SP,322,208
PCT 7005,SP,452,294
PCT 7002,SP,209,178
PCT 7003,SP,273,247
PCT 7000,SP,364,337
PCT 7001,SP,240,172
PCT 6023,SP,105,175
PCT 6022,SP,214,262
PCT 6021,SP,203,247
PCT 6020,SP,325,383
PCT 6027,SP,242,223
PCT 6026,SP,376,307
PCT 6025,SP,199,160
PCT 6024,SP,101,193
PCT 6029,SP,234,231
PCT 6028,SP,179,202
PCT 4449,SP,135,147
PCT 3328,SP,210,231
PCT 4443,SP,136,145
PCT 4442,SP,170,167
PCT 4441,SP,195,170
PCT 4440,SP,294,246
PCT 4447,SP,132,98
PCT 4446,SP,161,119
PCT 4445,SP,215,212
PCT 4444,SP,298,233
Total,SP,74037,71405
PCT 7301,SP,223,128
PCT 7300,SP,231,181
PCT 7302,SP,208,123
PCT 4407,SP,282,221
PCT 4406,SP,274,183
PCT 4405,SP,324,206
PCT 4404,SP,323,206
PCT 4403,SP,312,202
PCT 4402,SP,256,193
PCT 4401,SP,280,259
PCT 4400,SP,261,206
PCT 4409,SP,372,341
PCT 4408,SP,326,313
PCT 3219,SP,137,297
PCT 3218,SP,206,352
PCT 3213,SP,181,325
PCT 3212,SP,120,251
PCT 3211,SP,152,265
PCT 3210,SP,180,243
PCT 3217,SP,308,256
PCT 3216,SP,283,323
PCT 3215,SP,124,168
PCT 3214,SP,158,281
PCT 4300,SP,195,199
PCT 4301,SP,116,131
PCT 4302,SP,227,260
PCT 4303,SP,222,242
PCT 4304,SP,156,180
PCT 4305,SP,141,174
PCT 4306,SP,243,259
PCT 4307,SP,59,48
PCT 9500,SP,93,66
PCT 4003,SP,364,337
PCT 4002,SP,288,208
PCT 4001,SP,198,162
PCT 4007,SP,204,165
PCT 4006,SP,286,344
PCT 4005,SP,225,205
PCT 4004,SP,298,270
PCT 4009,SP,264,218
PCT 4008,SP,163,184
PCT 6302,SP,176,167
PCT 6303,SP,304,392
PCT 6300,SP,390,357
PCT 6301,SP,347,359
PCT 6306,SP,231,229
PCT 6307,SP,123,140
PCT 6304,SP,344,296
PCT 6305,SP,158,164
PCT 6308,SP,127,162
PCT 6309,SP,216,281
PCT 3000,SP,2,5
PCT 7011,SP,174,139
PCT 7010,SP,240,157
PCT 7013,SP,211,252
PCT 7012,SP,273,212
PCT 7015,SP,238,232
PCT 7014,SP,275,185
PCT 7017,SP,232,275
PCT 7016,SP,308,323
PCT 7019,SP,219,245
PCT 7018,SP,242,351
PCT 9300,SP,58,28
PCT 6401,SP,118,96
PCT 6400,SP,211,157
PCT 6402,SP,271,157
PCT 6016,SP,159,146
PCT 6017,SP,367,415
PCT 6014,SP,136,124
PCT 6015,SP,154,137
PCT 6012,SP,182,114
PCT 6013,SP,174,179
PCT 6010,SP,34,28
PCT 6011,SP,219,167
PCT 6018,SP,273,369
PCT 6019,SP,313,327
PCT 3318,SP,206,222
PCT 3319,SP,202,178
PCT 3316,SP,274,268
PCT 3317,SP,331,307
PCT 3314,SP,215,176
PCT 3315,SP,273,228
PCT 3312,SP,307,248
PCT 3313,SP,309,298
PCT 3310,SP,240,234
PCT 3311,SP,159,127
PCT 9008,SP,42,41
PCT 9004,SP,219,235
PCT 9005,SP,98,82
PCT 9006,SP,287,229
PCT 9007,SP,60,77
PCT 9000,SP,314,199
PCT 9001,SP,236,168
PCT 9002,SP,185,186
PCT 9003,SP,142,113
